Time,root.GunPointMaleVersusFemale.d0.s0
28247,883.46974
28248,880.09562
28249,1192.0668
28250,1221.8454
28251,1251.8844
28252,1277.7112
28253,1298.5631
28254,1318.0214
28255,1333.9661
28256,1345.8639
28257,1353.7123
28258,1357.629
28259,1359.533
28260,1360.7074
28261,1361.127
28262,1361.3902
28263,1362.2107
28264,1362.4271
28265,1362.7631
28266,1362.8847
28267,1362.9699
28268,1362.8041
28269,1362.7044
28270,1361.9334
28271,1358.4288
28272,1349.3059
28273,1332.2744
28274,1306.7063
28275,1274.4339
28276,1237.8062
28277,1199.3997
28278,897.56738
28279,902.43008
28280,906.34016
28281,910.42927
28282,1025.2462
28283,998.37236
28284,979.40703
28285,966.71099
28286,957.4804
28287,951.14415
28288,947.05792
28289,944.54529
28290,942.54758
28291,940.8444
28292,939.53767
28293,939.53713
28294,941.07145
28295,942.65586
28296,944.3803
28297,946.06092
28298,947.02316
28299,946.51649
28300,944.99262
28301,942.99395
28302,940.58805
28303,938.59435
28304,938.3965
28305,939.14082
28306,939.13243
28307,939.0394
28308,941.49824
28309,945.78963
28310,950.85143
28311,954.18493
28312,956.43666
28313,958.35333
28314,964.91546
28315,974.14029
28316,982.86817
28317,990.31929
28318,994.21452
28319,991.68604
28320,982.39042
28321,965.68251
28322,942.20317
28323,913.13272
28324,882.38672
28325,854.01896
28326,830.93864
28327,816.53456
28328,810.7359
28329,811.5032
28330,815.73886
28331,814.84879
28332,812.20604
28333,811.44837
28334,812.1456
28335,813.9269
28336,815.7953
28337,817.40337
28338,819.09312
28339,820.73637
28340,822.39246
28341,823.7409
28342,825.51294
28343,827.44363
28344,828.65153
28345,829.00581
28346,829.26082
28347,829.56271
28348,829.9718
28349,830.13058
28350,329.51616
28351,330.33279
28352,330.60289
28353,330.85287
28354,330.83025
28355,330.83829
28356,330.8726
28357,330.80785
28358,330.72676
28359,330.645
28360,330.61581
28361,330.59809
28362,330.6096
28363,330.63115
28364,330.5312
28365,330.50801
28366,330.56833
28367,330.45484
28368,330.50119
28369,330.43625
28370,330.37599
28371,330.38504
28372,330.38911
28373,330.37766
28374,330.75984
28375,331.33566
28376,331.56738
28377,331.72053
28378,331.97647
28379,332.16861
28380,332.13281
28381,332.2674
28382,332.12168
28383,332.106
28384,332.29005
28385,332.5517
28386,332.58154
28387,332.64046
28388,332.60015
28389,332.68433
28390,332.88768
28391,334.27666
28392,336.79936
28393,342.50508
28394,352.06438
28395,367.0291
28396,388.77723
28397,388.77723
28398,420.34783
28399,435.7331
28400,443.94097
28401,452.05584
28402,462.35533
28403,475.98794
28404,493.34573
28405,510.46908
28406,524.36128
28407,530.654
28408,535.2129
28409,536.2
28410,536.91234
28411,538.36254
28412,538.6438
28413,539.42222
28414,540.09919
28415,540.04854
28416,540.26916
28417,540.07162
28418,540.39965
28419,540.51456
28420,540.20281
28421,540.5852
28422,540.17795
28423,539.66753
28424,539.7947
28425,539.30303
28426,538.98108
28427,538.54335
28428,537.92281
28429,537.62944
28430,536.92007
28431,536.15633
28432,535.00172
28433,533.0453
28434,529.71127
28435,524.6435
28436,514.8019
28437,501.44051
28438,486.61168
28439,472.05658
28440,459.60526
28441,450.03168
28442,441.47239
28443,433.31218
28444,424.34862
28445,414.30728
28446,403.13421
28447,388.55163
28448,375.42762
28449,362.73271
28450,350.6612
28451,339.01222
28452,329.94753
28453,323.33565
28454,319.0483
28455,317.1089
28456,317.08783
28457,317.55607
28458,318.62978
28459,319.88018
28460,321.76239
28461,323.30403
28462,324.53653
28463,325.52743
28464,326.17085
28465,326.63339
28466,327.02134
28467,327.41097
28468,328.01201
28469,328.5314
28470,329.07851
28471,329.69938
28472,330.36078
28473,330.97731
28474,331.16797
28475,331.27953
28476,331.26993
28477,331.13281
28478,330.55197
28479,330.30169
28480,330.06667
28481,329.75719
28482,329.59503
28483,329.39919
28484,329.24357
28485,329.12739
28486,329.24086
28487,329.29515
28488,329.21554
28489,329.48057
28490,329.66984
28491,329.71076
28492,329.86407
28493,329.85522
28494,329.91318
28495,329.84177
28496,329.7337
28497,329.59696
28498,329.66111
28499,329.66267
28500,918.39095
28501,918.45265
28502,918.51557
28503,918.64192
28504,918.74398
28505,918.87722
28506,918.97192
28507,919.13977
28508,919.26486
28509,919.30866
28510,919.36523
28511,919.44746
28512,919.50917
28513,919.63293
28514,919.75864
28515,921.2875
28516,927.64665
28517,943.5634
28518,970.72999
28519,1004.3663
28520,1043.6828
28521,1084.4252
28522,1123.9947
28523,1159.9104
28524,1191.7419
28525,1220.4006
28526,1245.4787
28527,1268.3975
28528,1290.8137
28529,1313.0891
28530,1330.7779
28531,1347.2311
28532,1360.8538
28533,1371.2401
28534,1379.4789
28535,1385.8977
28536,1388.4557
28537,1390.1657
28538,1389.0204
28539,1388.1847
28540,1387.4363
28541,1387.2384
28542,1387.0874
28543,1387.25
28544,1387.2851
28545,1387.2523
28546,1386.2014
28547,1382.2614
28548,1372.6972
28549,1355.4031
28550,1332.4255
28551,1306.3904
28552,1278.6453
28553,1252.6493
28554,1228.4159
28555,1207.0642
28556,1188.6497
28557,1171.4807
28558,1151.7725
28559,1129.1957
28560,1103.8678
28561,1077.895
28562,1048.8237
28563,1019.0859
28564,990.85891
28565,961.60381
28566,934.0523
28567,911.22374
28568,899.15597
28569,898.04174
28570,902.2109
28571,909.3791
28572,915.82247
28573,919.95688
28574,922.68716
28575,924.70887
28576,926.16989
28577,926.94489
28578,927.80568
28579,928.96291
28580,929.30559
28581,928.79117
28582,927.41016
28583,926.04657
28584,925.19239
28585,925.15621
28586,925.71988
28587,926.31257
28588,926.5811
28589,926.48576
28590,925.80987
28591,925.10815
28592,924.42603
28593,923.86599
28594,923.37723
28595,923.02555
28596,922.82934
28597,922.78352
28598,922.76038
28599,922.65546
28600,922.56987
28601,922.45803
28602,922.24194
28603,922.0642
28604,921.9124
28605,921.86031
28606,921.83153
28607,921.70325
28608,921.51292
28609,921.25746
28610,920.88895
28611,920.60131
28612,920.32762
28613,920.16877
28614,920.12523
28615,920.1461
28616,920.14451
28617,920.17621
28618,920.20983
28619,920.34641
28620,920.59379
28621,920.88558
28622,921.20688
28623,921.73791
28624,922.13477
28625,922.62346
28626,923.07599
28627,923.5526
28628,924.03234
28629,924.30035
28630,924.66372
28631,924.91572
28632,925.16003
28633,925.34149
28634,925.45164
28635,925.56782
28636,925.63247
28637,925.69085
28638,925.68685
28639,925.72594
28640,925.77706
28641,925.84948
28642,925.89606
28643,925.93088
28644,925.91533
28645,925.93411
28646,925.91555
28647,925.84438
28648,925.80244
28649,925.71076
28650,336.58921
28651,336.72058
28652,336.9099
28653,336.96429
28654,337.1374
28655,337.16205
28656,337.26473
28657,337.33574
28658,337.30998
28659,337.30707
28660,337.30481
28661,337.26196
28662,337.22525
28663,337.19625
28664,337.19502
28665,337.21878
28666,337.11307
28667,337.17657
28668,337.22518
28669,337.1951
28670,337.20762
28671,337.11067
28672,337.09853
28673,337.07895
28674,337.07486
28675,336.94151
28676,336.92539
28677,336.82253
28678,336.59076
28679,336.42088
28680,336.39886
28681,336.22026
28682,336.25081
28683,336.16707
28684,336.17007
28685,336.23301
28686,335.99433
28687,336.02177
28688,336.02543
28689,335.82834
28690,335.92301
28691,335.79028
28692,336.39902
28693,339.62595
28694,347.44059
28695,363.645
28696,384.97576
28697,384.97576
28698,384.97576
28699,384.97576
28700,442.45366
28701,453.30357
28702,462.4891
28703,473.19617
28704,486.56982
28705,501.65872
28706,515.87296
28707,526.65583
28708,532.62716
28709,535.39957
28710,536.92347
28711,538.62181
28712,539.86039
28713,540.03316
28714,540.42653
28715,540.04053
28716,540.80896
28717,540.868
28718,541.71893
28719,542.18768
28720,541.63189
28721,541.83663
28722,542.10108
28723,541.71542
28724,541.6977
28725,541.80415
28726,541.57371
28727,541.43595
28728,540.74777
28729,539.87298
28730,538.41835
28731,538.33898
28732,536.4501
28733,533.60421
28734,529.5563
28735,522.93571
28736,513.57289
28737,502.10446
28738,489.12205
28739,475.01943
28740,462.79924
28741,451.27543
28742,440.84564
28743,432.05051
28744,422.77386
28745,415.01336
28746,405.87368
28747,395.48611
28748,385.45656
28749,374.55539
28750,364.85099
28751,354.7631
28752,346.80845
28753,339.99601
28754,334.86812
28755,331.05791
28756,330.17077
28757,330.45578
28758,332.77621
28759,336.00955
28760,338.90037
28761,341.45627
28762,343.64516
28763,344.31558
28764,344.63494
28765,343.9414
28766,342.12729
28767,341.05336
28768,339.01756
28769,337.80839
28770,336.98607
28771,336.11938
28772,336.07342
28773,335.94074
28774,336.09256
28775,335.8792
28776,335.83633
28777,335.72043
28778,335.32568
28779,334.53054
28780,333.56593
28781,332.38884
28782,331.33247
28783,330.00592
28784,329.12069
28785,328.11482
28786,326.88202
28787,325.15521
28788,324.08286
28789,322.8229
28790,322.09818
28791,321.93499
28792,321.89113
28793,322.31931
28794,322.65004
28795,322.7722
28796,322.55164
28797,322.53277
28798,322.49387
28799,322.43654
28800,319.9603
28801,320.04603
28802,320.20319
28803,320.62021
28804,320.68492
28805,320.55709
28806,320.69291
28807,320.84431
28808,321.29324
28809,321.53832
28810,321.50044
28811,321.63415
28812,321.88594
28813,322.2052
28814,322.30144
28815,322.3545
28816,322.57711
28817,322.48805
28818,322.43796
28819,322.63035
28820,322.7214
28821,322.60386
28822,322.57263
28823,322.56606
28824,322.73013
28825,322.66075
28826,322.79256
28827,322.36979
28828,322.27239
28829,322.34779
28830,322.44061
28831,321.9261
28832,321.95885
28833,321.59832
28834,321.41155
28835,321.70617
28836,321.53831
28837,321.32052
28838,321.27668
28839,321.33147
28840,321.08148
28841,320.88451
28842,320.67072
28843,320.75763
28844,320.60288
28845,320.47624
28846,320.28668
28847,319.89794
28848,319.72295
28849,319.85359
28850,319.61055
28851,319.68796
28852,320.05086
28853,322.37866
28854,329.29485
28855,341.06685
28856,359.34052
28857,383.86591
28858,414.89504
28859,441.78846
28860,452.41176
28861,465.82058
28862,476.67813
28863,487.87182
28864,500.7197
28865,513.64674
28866,525.05822
28867,531.17754
28868,536.07216
28869,536.9871
28870,537.22999
28871,538.25036
28872,538.79495
28873,539.45415
28874,540.75723
28875,541.17404
28876,542.18572
28877,543.05391
28878,542.61396
28879,543.68038
28880,543.74946
28881,544.07169
28882,543.92945
28883,544.24385
28884,543.97487
28885,543.97303
28886,544.01799
28887,542.62064
28888,542.20908
28889,540.93551
28890,538.28158
28891,535.11136
28892,528.72706
28893,520.34377
28894,509.75789
28895,497.30323
28896,485.99398
28897,474.0
28898,463.9029
28899,454.89408
28900,446.45233
28901,438.64767
28902,428.29769
28903,417.12953
28904,404.67195
28905,391.37407
28906,377.23336
28907,364.34089
28908,352.58327
28909,341.98574
28910,332.96367
28911,323.54511
28912,318.11514
28913,316.81818
28914,317.51443
28915,319.23747
28916,320.86511
28917,322.3698
28918,323.40725
28919,324.42485
28920,325.41166
28921,326.80224
28922,327.76264
28923,329.42236
28924,330.79052
28925,331.90933
28926,332.3885
28927,332.69264
28928,332.95152
28929,332.91192
28930,332.91622
28931,332.34505
28932,331.8059
28933,331.44515
28934,331.1158
28935,330.93698
28936,330.6771
28937,330.58829
28938,330.83394
28939,330.69937
28940,330.64793
28941,330.71683
28942,330.71252
28943,331.09881
28944,331.26367
28945,331.35284
28946,331.67558
28947,331.876
28948,332.03568
28949,332.03309
28950,311.73348
28951,311.67061
28952,311.42809
28953,311.29451
28954,311.08029
28955,310.64554
28956,310.64748
28957,310.58872
28958,310.56302
28959,310.70886
28960,310.74544
28961,311.22374
28962,311.34181
28963,311.2408
28964,311.38196
28965,311.38453
28966,311.43747
28967,311.21362
28968,310.99615
28969,310.73844
28970,310.69796
28971,310.63696
28972,310.54495
28973,310.49562
28974,310.5424
28975,310.32342
28976,310.13708
28977,310.06572
28978,309.7711
28979,309.29756
28980,309.08068
28981,308.78634
28982,308.80548
28983,308.89191
28984,309.11402
28985,309.61687
28986,309.9718
28987,310.59497
28988,311.00969
28989,311.48259
28990,311.85054
28991,311.8284
28992,311.99183
28993,312.05766
28994,311.86446
28995,311.639
28996,311.09492
28997,310.98503
28998,310.59845
28999,310.53808
29000,310.47918
29001,310.38806
29002,310.32367
29003,310.33844
29004,310.2266
29005,310.07381
29006,309.74547
29007,309.29047
29008,308.82877
29009,308.41565
29010,308.15859
29011,307.85283
29012,307.80022
29013,307.58013
29014,307.46413
29015,307.64757
29016,308.69049
29017,313.21698
29018,320.1772
29019,328.91932
29020,332.11475
29021,332.11475
29022,332.11475
29023,332.11475
29024,405.70803
29025,415.08475
29026,423.00262
29027,434.03237
29028,451.32127
29029,472.76692
29030,494.73657
29031,509.56433
29032,521.5462
29033,525.8915
29034,527.31936
29035,529.02056
29036,528.45839
29037,528.39903
29038,529.44941
29039,529.60206
29040,531.02137
29041,531.44333
29042,531.45796
29043,531.59688
29044,532.21335
29045,531.44045
29046,531.44686
29047,532.62459
29048,531.19787
29049,530.74326
29050,527.79298
29051,519.93462
29052,510.16732
29053,498.77978
29054,486.52098
29055,474.53115
29056,464.33774
29057,452.24802
29058,439.84153
29059,434.09091
29060,421.55556
29061,393.1
29062,377.57471
29063,359.87115
29064,338.74021
29065,324.90483
29066,312.02417
29067,299.39612
29068,290.38032
29069,284.67222
29070,282.69589
29071,282.74398
29072,283.94635
29073,285.65177
29074,288.10347
29075,290.95564
29076,292.87891
29077,294.7972
29078,295.90854
29079,296.83325
29080,297.38117
29081,297.9517
29082,298.1214
29083,298.16309
29084,298.22708
29085,298.02084
29086,297.70388
29087,297.38466
29088,297.0188
29089,297.01568
29090,297.21275
29091,297.40731
29092,297.75156
29093,298.07584
29094,298.5108
29095,298.68515
29096,298.97431
29097,299.32744
29098,299.55149
29099,299.56995
29100,299.65254
29101,299.81574
29102,299.8179
29103,299.95411
29104,299.87759
29105,299.89976
29106,299.84399
29107,299.80539
29108,299.99161
29109,299.94831
29110,299.92712
29111,300.07564
29112,300.06623
29113,300.17633
29114,300.33056
29115,300.4635
29116,300.57895
29117,300.92386
29118,301.04343
29119,301.31592
29120,301.3283
29121,301.37105
29122,301.50643
29123,301.57733
29124,301.48526
29125,301.32895
29126,301.28767
29127,301.34269
29128,301.62861
29129,302.02102
29130,302.17573
29131,302.44
29132,302.43178
29133,302.55176
29134,302.58911
29135,302.74643
29136,302.72527
29137,302.98213
29138,303.06302
29139,303.17988
29140,303.4988
29141,303.84941
29142,304.30401
29143,304.60702
29144,304.92971
29145,305.00593
29146,304.94818
29147,304.89449
29148,304.86434
29149,304.76573
29150,304.72346
29151,304.72835
29152,304.66885
29153,304.74703
29154,304.88214
29155,304.93051
29156,305.12471
29157,305.30661
29158,305.53188
29159,305.77438
29160,305.96385
29161,306.00816
29162,305.98602
29163,306.06013
29164,306.04469
29165,306.19673
29166,306.3807
29167,306.17368
29168,305.85964
29169,306.60639
29170,309.0036
29171,314.53824
29172,317.78433
29173,325.02058
29174,330.89672
29175,343.57265
29176,354.48739
29177,372.0
29178,392.22695
29179,412.09187
29180,428.10236
29181,438.80411
29182,450.13701
29183,465.07853
29184,480.25761
29185,496.5307
29186,512.56883
29187,524.83333
29188,534.91123
29189,537.01658
29190,537.45478
29191,539.4029
29192,540.80312
29193,541.87237
29194,542.89595
29195,543.18764
29196,542.92325
29197,543.66004
29198,543.80753
29199,544.38835
29200,543.63616
29201,543.90359
29202,544.01114
29203,544.17219
29204,543.42088
29205,543.87033
29206,542.03024
29207,539.72943
29208,534.92839
29209,529.30967
29210,519.63408
29211,507.16335
29212,493.22703
29213,480.35237
29214,467.77628
29215,454.60144
29216,443.99219
29217,431.21893
29218,421.56463
29219,406.24675
29220,383.73973
29221,361.26407
29222,340.05061
29223,326.66556
29224,315.52478
29225,304.55335
29226,295.25585
29227,289.75654
29228,286.76439
29229,285.64364
29230,285.53452
29231,286.0654
29232,286.97564
29233,288.72328
29234,290.34863
29235,291.40494
29236,293.25285
29237,294.23022
29238,295.32635
29239,296.27903
29240,297.0337
29241,297.69231
29242,298.68203
29243,299.17624
29244,299.80212
29245,300.14286
29246,300.7717
29247,301.06758
29248,301.3157
29249,301.47574
29250,821.81559
29251,821.89019
29252,821.9568
29253,822.14029
29254,822.27104
29255,822.36341
29256,822.44693
29257,822.53225
29258,822.69143
29259,823.01896
29260,823.28921
29261,824.67612
29262,824.67989
29263,836.51693
29264,848.74366
29265,866.09041
29266,886.10194
29267,904.85539
29268,904.85979
29269,929.68422
29270,934.2262
29271,934.39589
29272,931.82638
29273,927.99403
29274,923.52689
29275,919.1587
29276,918.18328
29277,921.26819
29278,927.9263
29279,933.43778
29280,932.63484
29281,928.37679
29282,928.25924
29283,928.25924
29284,946.12093
29285,964.57815
29286,964.57815
29287,887.95146
29288,887.95879
29289,885.20486
29290,1136.8293
29291,1166.5569
29292,1193.6558
29293,1218.0148
29294,1244.4446
29295,1269.2975
29296,1290.2084
29297,1308.5278
29298,1324.6272
29299,1338.6456
29300,1351.0693
29301,1360.6469
29302,1368.0136
29303,1372.6064
29304,1374.6065
29305,1375.215
29306,1374.9882
29307,1375.6151
29308,1376.1498
29309,1376.3527
29310,1376.7819
29311,1376.7857
29312,1377.0343
29313,1377.201
29314,1377.1702
29315,1377.3322
29316,1377.1521
29317,1377.2092
29318,1377.2273
29319,1376.2012
29320,1374.4
29321,1368.3582
29322,1354.5389
29323,1333.3024
29324,1302.7843
29325,1267.6646
29326,1229.8977
29327,1191.6271
29328,1151.6727
29329,1112.267
29330,1075.5583
29331,1043.1573
29332,1014.3335
29333,990.41606
29334,971.24381
29335,958.04384
29336,947.8025
29337,941.55836
29338,938.69095
29339,938.30702
29340,939.16903
29341,940.77988
29342,942.62668
29343,943.69395
29344,944.87692
29345,947.20325
29346,949.36102
29347,951.24013
29348,952.5003
29349,954.72556
29350,958.61776
29351,965.21844
29352,970.81662
29353,974.76556
29354,975.48358
29355,970.57295
29356,959.42306
29357,942.38706
29358,920.91569
29359,897.15202
29360,872.42997
29361,848.32045
29362,826.96959
29363,812.98705
29364,806.34122
29365,805.1749
29366,807.60748
29367,811.88483
29368,815.08422
29369,814.48172
29370,813.01136
29371,811.85471
29372,811.1945
29373,811.31376
29374,811.77124
29375,813.10698
29376,814.85392
29377,816.70742
29378,816.71191
29379,819.41102
29380,819.7101
29381,819.90712
29382,820.19578
29383,820.52227
29384,820.71375
29385,821.0102
29386,821.28036
29387,821.49995
29388,821.59829
29389,821.58415
29390,821.55512
29391,821.71996
29392,821.82169
29393,822.26627
29394,822.73735
29395,822.98549
29396,823.19452
29397,823.18222
29398,823.17241
29399,823.17396
29400,841.71909
29401,841.71929
29402,841.69267
29403,841.65361
29404,841.65302
29405,841.56231
29406,841.55632
29407,841.5467
29408,841.55591
29409,841.57314
29410,841.69881
29411,841.86535
29412,842.01563
29413,842.07908
29414,842.11927
29415,842.12275
29416,842.07513
29417,842.04503
29418,841.96201
29419,841.65413
29420,841.06345
29421,839.82385
29422,840.13825
29423,842.66982
29424,848.78885
29425,860.22646
29426,877.70159
29427,899.58506
29428,921.18657
29429,939.04867
29430,951.49128
29431,957.49416
29432,957.84425
29433,953.89993
29434,948.30244
29435,942.30508
29436,936.38861
29437,930.86477
29438,929.72537
29439,933.41543
29440,937.15105
29441,938.48823
29442,938.52934
29443,939.52359
29444,940.35923
29445,941.49574
29446,942.22066
29447,946.12495
29448,955.02707
29449,972.00829
29450,888.53914
29451,886.80802
29452,882.5431
29453,882.67794
29454,880.39383
29455,1184.4181
29456,1210.0667
29457,1234.1962
29458,1263.1583
29459,1289.6843
29460,1311.0299
29461,1330.2818
29462,1344.7741
29463,1354.637
29464,1359.1206
29465,1360.8647
29466,1360.5846
29467,1359.8792
29468,1359.0971
29469,1358.606
29470,1358.4522
29471,1358.3012
29472,1357.7746
29473,1357.6444
29474,1357.2978
29475,1356.9609
29476,1356.0569
29477,1353.2976
29478,1345.215
29479,1328.5951
29480,1303.84
29481,1271.017
29482,1234.3067
29483,1195.186
29484,1156.3365
29485,1119.8807
29486,1085.4816
29487,1054.9451
29488,1026.341
29489,1000.6218
29490,978.52554
29491,961.66554
29492,949.76439
29493,941.27783
29494,934.83151
29495,930.49984
29496,928.02335
29497,926.89923
29498,926.60767
29499,927.37056
29500,928.86788
29501,930.0882
29502,932.01742
29503,935.9317
29504,938.50741
29505,942.63933
29506,946.92948
29507,951.09903
29508,954.48934
29509,958.45336
29510,963.79471
29511,970.48848
29512,975.47113
29513,977.7367
29514,974.85457
29515,963.43261
29516,945.80311
29517,922.27172
29518,895.43496
29519,869.01704
29520,847.51629
29521,833.18789
29522,825.98002
29523,824.04852
29524,824.18435
29525,822.72577
29526,821.8854
29527,822.08102
29528,822.80453
29529,823.64003
29530,824.73694
29531,826.30572
29532,828.30925
29533,830.07263
29534,830.77711
29535,831.0355
29536,831.35845
29537,831.76755
29538,832.01292
29539,832.68217
29540,833.29985
29541,833.68668
29542,833.83233
29543,833.81909
29544,833.75044
29545,833.63349
29546,833.58465
29547,833.52988
29548,833.50033
29549,833.45566
29550,289.74562
29551,289.34094
29552,289.18064
29553,288.81734
29554,288.18172
29555,287.7483
29556,287.43709
29557,286.83673
29558,286.57871
29559,286.20533
29560,285.87004
29561,285.50108
29562,285.38022
29563,284.77228
29564,284.6222
29565,284.50758
29566,284.52672
29567,284.70531
29568,284.68927
29569,284.67888
29570,284.83592
29571,285.17508
29572,285.12473
29573,285.5283
29574,285.23555
29575,285.29274
29576,285.34138
29577,285.25109
29578,285.16415
29579,284.99127
29580,285.11585
29581,285.05556
29582,285.24775
29583,284.95952
29584,284.8884
29585,285.06531
29586,284.98825
29587,284.95824
29588,286.64286
29589,293.72887
29590,305.82997
29591,327.54054
29592,354.08922
29593,380.28493
29594,408.87165
29595,429.69009
29596,445.98929
29597,460.2439
29598,471.61669
29599,483.18007
29600,495.22737
29601,508.13165
29602,520.27993
29603,530.09175
29604,539.60512
29605,547.63242
29606,548.28219
29607,548.55097
29608,548.9093
29609,549.00549
29610,550.05521
29611,550.5854
29612,550.82132
29613,550.75879
29614,550.93287
29615,550.90895
29616,551.84112
29617,551.81123
29618,551.02025
29619,550.15962
29620,549.1012
29621,548.0656
29622,544.58642
29623,538.45018
29624,531.05522
29625,519.94027
29626,505.4871
29627,489.07783
29628,473.08613
29629,457.55591
29630,442.92898
29631,431.29943
29632,422.63929
29633,414.20152
29634,404.47644
29635,395.9628
29636,383.55926
29637,372.35541
29638,358.97416
29639,343.17512
29640,328.94828
29641,312.74551
29642,301.28429
29643,290.26496
29644,281.19738
29645,273.41204
29646,267.13464
29647,264.05025
29648,263.0497
29649,264.17053
29650,265.5665
29651,266.49245
29652,267.50665
29653,269.1408
29654,270.67927
29655,272.58401
29656,274.50175
29657,275.12543
29658,275.81787
29659,276.40733
29660,276.88877
29661,276.71761
29662,276.57739
29663,276.79691
29664,276.85823
29665,277.11292
29666,277.20346
29667,277.34194
29668,277.59893
29669,277.47717
29670,277.33333
29671,277.2371
29672,277.41918
29673,277.01743
29674,277.10245
29675,276.98643
29676,276.32804
29677,276.41209
29678,276.16366
29679,276.24887
29680,276.37486
29681,276.10135
29682,275.75819
29683,275.58876
29684,275.81746
29685,275.90755
29686,275.87991
29687,275.74918
29688,275.71444
29689,275.91166
29690,275.63058
29691,275.22775
29692,275.17811
29693,275.23718
29694,275.31097
29695,275.53262
29696,275.55722
29697,275.77054
29698,276.54375
29699,277.04004
29700,284.72573
29701,284.67809
29702,284.66589
29703,284.67307
29704,284.57268
29705,284.49447
29706,284.23086
29707,284.02014
29708,283.80709
29709,283.19713
29710,282.78296
29711,282.3992
29712,281.95753
29713,281.6
29714,281.05872
29715,280.53771
29716,280.20011
29717,279.81479
29718,279.50086
29719,279.41093
29720,279.46076
29721,279.51716
29722,279.50786
29723,279.52931
29724,279.82572
29725,280.58296
29726,282.75891
29727,284.66597
29728,285.10616
29729,283.43565
29730,281.58656
29731,279.31786
29732,279.02664
29733,280.64697
29734,282.68283
29735,284.53592
29736,287.63238
29737,291.9909
29738,298.10204
29739,309.40724
29740,325.55802
29741,344.20327
29742,367.69571
29743,390.0676
29744,413.76482
29745,434.61248
29746,455.93231
29747,475.42546
29748,491.49159
29749,501.8326
29750,505.4919
29751,506.08881
29752,506.09626
29753,506.13819
29754,505.67356
29755,506.38651
29756,506.22403
29757,505.80882
29758,505.54377
29759,505.45702
29760,505.30777
29761,505.31696
29762,505.47227
29763,505.2939
29764,505.22303
29765,505.76452
29766,505.33493
29767,505.77297
29768,505.31253
29769,505.7303
29770,504.66598
29771,502.55688
29772,500.00417
29773,495.24556
29774,490.79591
29775,484.15186
29776,476.72958
29777,468.06436
29778,460.54044
29779,450.80616
29780,440.51193
29781,430.42042
29782,419.98471
29783,409.8125
29784,398.53906
29785,386.82782
29786,374.92689
29787,362.10229
29788,349.97105
29789,338.99164
29790,328.72798
29791,320.03564
29792,312.4162
29793,307.20548
29794,302.7678
29795,298.93333
29796,296.54698
29797,294.25302
29798,292.4981
29799,292.33665
29800,293.13807
29801,294.57958
29802,295.97483
29803,297.99305
29804,299.89322
29805,302.41528
29806,304.96211
29807,307.04767
29808,308.36282
29809,308.23753
29810,306.48355
29811,303.61728
29812,300.73727
29813,297.35418
29814,294.66649
29815,292.22088
29816,290.81165
29817,290.12546
29818,290.12373
29819,290.45965
29820,290.99723
29821,291.18637
29822,291.19595
29823,291.3493
29824,291.51164
29825,291.88464
29826,292.03714
29827,292.32737
29828,292.34667
29829,292.23268
29830,291.90878
29831,291.52422
29832,291.14654
29833,290.76665
29834,290.7108
29835,290.55901
29836,290.50678
29837,290.4215
29838,290.39888
29839,290.3365
29840,290.28627
29841,290.22796
29842,290.18243
29843,290.18991
29844,290.05915
29845,289.91461
29846,289.67246
29847,289.54075
29848,289.41676
29849,289.17905
29850,286.45778
29851,286.46637
29852,286.57297
29853,286.56459
29854,286.85221
29855,286.7376
29856,286.52524
29857,286.61787
29858,286.57611
29859,286.65084
29860,286.88491
29861,286.99368
29862,287.23491
29863,287.67347
29864,287.88596
29865,287.97662
29866,288.05644
29867,288.09597
29868,288.09913
29869,287.92123
29870,287.84845
29871,288.00217
29872,288.66089
29873,289.47368
29874,290.83814
29875,292.8419
29876,293.42324
29877,294.91896
29878,295.23645
29879,292.69868
29880,289.84076
29881,288.69186
29882,288.8739
29883,292.34154
29884,295.79882
29885,296.53591
29886,296.427
29887,300.11014
29888,306.02376
29889,319.36498
29890,332.73047
29891,350.56815
29892,370.19066
29893,390.08449
29894,407.79898
29895,425.99886
29896,443.21845
29897,460.85593
29898,476.62168
29899,488.71529
29900,497.20728
29901,501.13823
29902,502.86715
29903,503.26007
29904,503.55383
29905,503.62048
29906,504.06514
29907,503.94611
29908,504.45372
29909,504.13056
29910,504.2081
29911,504.2035
29912,504.29028
29913,504.32355
29914,504.39149
29915,503.99235
29916,503.67259
29917,503.18719
29918,502.74251
29919,502.66237
29920,502.34783
29921,502.25625
29922,502.09978
29923,501.41821
29924,501.58315
29925,499.42249
29926,496.98587
29927,491.80936
29928,485.18324
29929,475.81639
29930,464.62014
29931,451.24892
29932,436.64474
29933,422.1967
29934,406.98274
29935,395.95736
29936,379.69221
29937,368.79114
29938,356.18657
29939,343.67534
29940,333.79552
29941,325.16984
29942,316.77013
29943,309.32632
29944,303.49378
29945,298.62828
29946,295.51343
29947,294.17601
29948,292.44559
29949,291.05651
29950,290.6801
29951,290.27742
29952,290.32761
29953,290.30769
29954,291.27391
29955,293.64235
29956,295.29839
29957,297.594
29958,299.23186
29959,299.12091
29960,298.20741
29961,296.38602
29962,294.38778
29963,291.74448
29964,289.56047
29965,285.92216
29966,282.94651
29967,280.6964
29968,279.17259
29969,277.95063
29970,277.65965
29971,277.61581
29972,277.81522
29973,278.13399
29974,278.1801
29975,279.08351
29976,280.05011
29977,281.10121
