Time,root.Adiac.d0.s0
50086,0.66524368
50087,0.61421662
50088,0.50122721
50089,0.29487163
50090,0.12387794
50091,-0.0012195354
50092,-0.25262604
50093,-0.39858976
50094,-0.42102217
50095,-0.40485087
50096,-0.34092055
50097,-0.44222306
50098,-0.56214334
50099,-0.60443945
50100,-0.52554743
50101,-0.58042352
50102,-0.60844783
50103,-0.61210628
50104,-0.6901313
50105,-0.90836344
50106,-0.83942072
50107,-0.99657637
50108,-1.1798618
50109,-1.2362385
50110,-1.1091904
50111,-1.229312
50112,-1.3270238
50113,-1.1946988
50114,-1.0413561
50115,-1.09117
50116,-1.1177669
50117,-1.1210679
50118,-1.104327
50119,-1.0675991
50120,-1.010976
50121,-0.93175569
50122,-0.82961181
50123,-0.90436341
50124,-0.94670123
50125,-0.82991344
50126,-0.94489451
50127,-1.0306652
50128,-1.0917355
50129,-1.012537
50130,-0.79058392
50131,-0.78078022
50132,-0.74103072
50133,-0.67689639
50134,-0.69494217
50135,-0.78634146
50136,-0.63979492
50137,-0.46465671
50138,-0.41784035
50139,-0.31734021
50140,-0.10517896
50141,-0.029636211
50142,0.092825376
50143,0.25180884
50144,0.44654228
50145,0.67616514
50146,0.94139786
50147,0.97184182
50148,1.0140247
50149,1.0785094
50150,1.1651233
50151,1.2743611
50152,1.4113893
50153,1.5693851
50154,1.7479425
50155,1.8734534
50156,1.7817682
50157,1.7124387
50158,1.6603422
50159,1.6372342
50160,1.6959578
50161,1.653059
50162,1.6113175
50163,1.5373986
50164,1.4521394
50165,1.3657342
50166,1.2787722
50167,1.212184
50168,1.1258176
50169,1.0377464
50170,0.9503997
50171,0.86387215
50172,0.77575689
50173,0.69088579
50174,0.60598161
50175,0.52174126
50176,0.43423972
50177,0.35073284
50178,0.26780995
50179,0.18099886
50180,0.11173895
50181,0.032101231
50182,-0.053944882
50183,-0.13972195
50184,-0.21943763
50185,-0.30428115
50186,-0.38212153
50187,-0.46566448
50188,-0.54858697
50189,-0.63078218
50190,-0.70366058
50191,-0.78337684
50192,-0.86178398
50193,-0.93860937
50194,-1.0134943
50195,-1.0737781
50196,-1.1422478
50197,-1.2068981
50198,-1.2667986
50199,-1.3204943
50200,-1.3667468
50201,-1.4040173
50202,-1.4307036
50203,-1.4450113
50204,-1.4462192
50205,-1.434467
50206,-1.4104595
50207,-1.3752942
50208,-1.3305701
50209,-1.2781789
50210,-1.2309957
50211,-1.1697606
50212,-1.1034975
50213,-1.0447534
50214,-0.97088923
50215,-0.89476474
50216,-0.83462731
50217,-0.75571637
50218,-0.67558322
50219,-0.60222827
50220,-0.51976452
50221,-0.43660517
50222,-0.35695435
50223,-0.27475158
50224,-0.19040142
50225,-0.12901611
50226,-0.043200531
50227,0.042877228
50228,0.12454018
50229,0.21124166
50230,0.29811184
50231,0.38208722
50232,0.46842824
50233,0.55226701
50234,0.6398986
50235,0.7244002
50236,0.81229271
50237,0.89736047
50238,0.98278366
50239,1.0710112
50240,1.1571367
50241,1.2449629
50242,1.3307385
50243,1.3981662
50244,1.4834249
50245,1.5686392
50246,1.6471048
50247,1.6881545
50248,1.6959515
50249,1.6765659
50250,1.6102672
50251,1.5246698
50252,1.4390813
50253,1.3525055
50254,1.2677077
50255,1.1792082
50256,1.1127103
50257,1.0264836
50258,0.9387958
50259,0.85391916
50260,0.76763414
50261,0.67967536
50262,0.59501165
50263,0.51079781
50264,0.42331037
50265,0.35451426
50266,0.27232063
50267,0.18955006
50268,0.1028985
50269,0.021335164
50270,-0.064686458
50271,-0.14489552
50272,-0.230063
50273,-0.31485101
50274,-0.37590366
50275,-0.45745904
50276,-0.5404413
50277,-0.6227058
50278,-0.70412325
50279,-0.77558644
50280,-0.854122
50281,-0.93110052
50282,-1.006183
50283,-1.0789123
50284,-1.1486142
50285,-1.2146541
50286,-1.2610537
50287,-1.3316357
50288,-1.3527963
50289,-1.3930774
50290,-1.4423544
50291,-1.4615629
50292,-1.4672452
50293,-1.4592754
50294,-1.4383635
50295,-1.4057526
50296,-1.3628909
50297,-1.321827
50298,-1.2536554
50299,-1.2012921
50300,-1.1352222
50301,-1.0633501
50302,-0.9889
50303,-0.91237106
50304,-0.83417526
50305,-0.76295514
50306,-0.68165871
50307,-0.59946626
50308,-0.52303006
50309,-0.43943672
50310,-0.35496031
50311,-0.27004865
50312,-0.18476029
50313,-0.10433241
50314,-0.018197472
50315,0.056561344
50316,0.13091545
50317,0.21369056
50318,0.3008934
50319,0.38822328
50320,0.46038863
50321,0.54018643
50322,0.62473631
50323,0.71265279
50324,0.79857224
50325,0.88337526
50326,0.97152811
50327,1.0598245
50328,1.1481585
50329,1.2342941
50330,1.3206957
50331,1.4073432
50332,1.4932252
50333,1.5607096
50334,1.641253
50335,1.6766542
50336,1.5734729
50337,1.5637943
50338,1.5477401
50339,1.5216183
50340,1.4582894
50341,1.3779849
50342,1.2938014
50343,1.2086302
50344,1.1199315
50345,1.0324037
50346,0.94486262
50347,0.85653749
50348,0.7769544
50349,0.69414994
50350,0.60740424
50351,0.5219358
50352,0.43601989
50353,0.35088762
50354,0.26578904
50355,0.18072834
50356,0.10664603
50357,0.021669377
50358,-0.061847797
50359,-0.14664161
50360,-0.23135782
50361,-0.31598415
50362,-0.40050555
50363,-0.48299904
50364,-0.56713002
50365,-0.65106908
50366,-0.73477532
50367,-0.81819559
50368,-0.90125946
50369,-0.98387186
50370,-1.0659015
50371,-1.1434683
50372,-1.2193834
50373,-1.2916975
50374,-1.3503778
50375,-1.3982868
50376,-1.4208276
50377,-1.4137537
50378,-1.380955
50379,-1.3629477
50380,-1.3428339
50381,-1.3410785
50382,-1.3370109
50383,-1.3451187
50384,-1.3337581
50385,-1.3042748
50386,-1.2630737
50387,-1.1979862
50388,-1.1317405
50389,-1.0581951
50390,-0.97864362
50391,-0.89811841
50392,-0.81683288
50393,-0.73494369
50394,-0.652568
50395,-0.56979499
50396,-0.48669361
50397,-0.40331794
50398,-0.32182511
50399,-0.23803414
50400,-0.15395922
50401,-0.078165801
50402,0.0019263864
50403,0.084758648
50404,0.16941
50405,0.25391562
50406,0.33749432
50407,0.42238882
50408,0.50733032
50409,0.59231393
50410,0.67857351
50411,0.76483356
50412,0.85285215
50413,0.94031229
50414,1.0290524
50415,1.1167926
50416,1.2045386
50417,1.2893089
50418,1.3717797
50419,1.4517431
50420,1.5133431
50421,1.5463403
50422,1.5561378
50423,1.562705
50424,1.5627229
50425,1.5648563
50426,1.5387838
50427,1.5125636
50428,1.4499782
50429,1.3714316
50430,1.2889405
50431,1.2042119
50432,1.1273183
50433,1.0396163
50434,0.95205699
50435,0.86415359
50436,0.77568796
50437,0.68892254
50438,0.60265918
50439,0.51771587
50440,0.43144988
50441,0.34655005
50442,0.26170221
50443,0.1769127
50444,0.092188679
50445,0.020084682
50446,-0.064416548
50447,-0.14881579
50448,-0.23309773
50449,-0.31724385
50450,-0.4012316
50451,-0.4850319
50452,-0.56861042
50453,-0.65192359
50454,-0.73491534
50455,-0.81751291
50456,-0.89962036
50457,-0.98110884
50458,-1.0579099
50459,-1.1327408
50460,-1.2100099
50461,-1.2690987
50462,-1.3193895
50463,-1.3481496
50464,-1.3616282
50465,-1.3532713
50466,-1.3489145
50467,-1.3422059
50468,-1.3530916
50469,-1.3839978
50470,-1.4083688
50471,-1.4132573
50472,-1.3981169
50473,-1.3521628
50474,-1.3042491
50475,-1.237433
50476,-1.1623593
50477,-1.0816863
50478,-1.000123
50479,-0.92560802
50480,-0.84847815
50481,-0.76517824
50482,-0.68156908
50483,-0.59770943
50484,-0.51558964
50485,-0.43124324
50486,-0.34842574
50487,-0.26375065
50488,-0.18041942
50489,-0.09551614
50490,-0.010553984
50491,0.074459521
50492,0.15951807
50493,0.24461636
50494,0.32869747
50495,0.41390097
50496,0.50010803
50497,0.58532628
50498,0.67152744
50499,0.7581905
50500,0.83401595
50501,0.92158152
50502,1.0100203
50503,1.0986278
50504,1.1862045
50505,1.2724698
50506,1.3574212
50507,1.4393166
50508,1.5031884
50509,1.5394706
50510,1.5648019
50511,1.5738659
50512,1.7738113
50513,1.7554924
50514,1.7078358
50515,1.6352887
50516,1.5368022
50517,1.4359301
50518,1.3341065
50519,1.232783
50520,1.1321943
50521,1.0318711
50522,0.9362842
50523,0.84436944
50524,0.75740766
50525,0.67009989
50526,0.58906798
50527,0.50290186
50528,0.41403978
50529,0.33151648
50530,0.24587304
50531,0.16018919
50532,0.088410092
50533,0.0012559915
50534,-0.084389775
50535,-0.15594312
50536,-0.23727157
50537,-0.31821439
50538,-0.40438554
50539,-0.48241001
50540,-0.5599792
50541,-0.63108208
50542,-0.70277254
50543,-0.77165241
50544,-0.84253671
50545,-0.89866937
50546,-0.95673161
50547,-1.0224938
50548,-1.0617288
50549,-1.1185706
50550,-1.1700866
50551,-1.2011268
50552,-1.2396748
50553,-1.2709784
50554,-1.2946217
50555,-1.3101695
50556,-1.3173163
50557,-1.3157684
50558,-1.3056646
50559,-1.2970248
50560,-1.2760984
50561,-1.24179
50562,-1.2048095
50563,-1.1665371
50564,-1.1258483
50565,-1.066232
50566,-1.0141375
50567,-0.95694351
50568,-0.88420937
50569,-0.81893167
50570,-0.74997451
50571,-0.67775161
50572,-0.60264816
50573,-0.52324169
50574,-0.44503508
50575,-0.36488991
50576,-0.28259581
50577,-0.20057349
50578,-0.11336331
50579,-0.025780871
50580,0.056960474
50581,0.13946362
50582,0.22780458
50583,0.31112042
50584,0.3965932
50585,0.47220222
50586,0.55523119
50587,0.63998239
50588,0.72853616
50589,0.82114619
50590,0.91859357
50591,1.0163881
50592,1.1174984
50593,1.2200487
50594,1.3226134
50595,1.424136
50596,1.5257861
50597,1.6256727
50598,1.7024303
50599,1.7260038
50600,1.7273617
50601,1.7145339
50602,1.6989529
50603,1.6302441
50604,1.5476091
50605,1.4471192
50606,1.3449566
50607,1.2428296
50608,1.1407413
50609,1.0407139
50610,0.94352517
50611,0.84970763
50612,0.75905396
50613,0.67228157
50614,0.58781985
50615,0.50675541
50616,0.42588536
50617,0.34413528
50618,0.2537907
50619,0.16882676
50620,0.096737953
50621,0.0098603118
50622,-0.07484636
50623,-0.16672465
50624,-0.24936299
50625,-0.33456134
50626,-0.41539855
50627,-0.50277338
50628,-0.57961855
50629,-0.66335821
50630,-0.74512816
50631,-0.81514793
50632,-0.89070263
50633,-0.96412343
50634,-1.0269842
50635,-1.0877025
50636,-1.1487544
50637,-1.2046212
50638,-1.2547247
50639,-1.2983762
50640,-1.3197621
50641,-1.347966
50642,-1.3678326
50643,-1.3789804
50644,-1.3811608
50645,-1.3755329
50646,-1.3739835
50647,-1.3492659
50648,-1.3164512
50649,-1.2761613
50650,-1.2428228
50651,-1.1889847
50652,-1.142449
50653,-1.0778862
50654,-1.0316482
50655,-0.95923065
50656,-0.883619
50657,-0.81525511
50658,-0.73398515
50659,-0.65966108
50660,-0.57405483
50661,-0.49510176
50662,-0.41341381
50663,-0.32572472
50664,-0.25348846
50665,-0.16774777
50666,-0.079500092
50667,-0.0069122232
50668,0.082527373
50669,0.17023305
50670,0.25546089
50671,0.34686525
50672,0.4305337
50673,0.51442749
50674,0.59757174
50675,0.68295901
50676,0.75335764
50677,0.84217994
50678,0.93656438
50679,1.034704
50680,1.1355641
50681,1.2365976
50682,1.3377904
50683,1.4403095
50684,1.5428439
50685,1.6430829
50686,1.7195091
50687,1.7518802
50688,1.6460753
50689,1.6164066
50690,1.5892713
50691,1.5437633
50692,1.4829943
50693,1.4098043
50694,1.3419415
50695,1.2481552
50696,1.1509647
50697,1.049556
50698,0.94713629
50699,0.8448347
50700,0.74018117
50701,0.63612249
50702,0.53411135
50703,0.43225869
50704,0.33059363
50705,0.22912405
50706,0.13324361
50707,0.037110286
50708,-0.060384628
50709,-0.15078626
50710,-0.23962271
50711,-0.32415782
50712,-0.40458534
50713,-0.48568965
50714,-0.56549993
50715,-0.63177342
50716,-0.69335507
50717,-0.7618371
50718,-0.82644893
50719,-0.88637098
50720,-0.93906801
50721,-0.97987006
50722,-1.047056
50723,-1.0925923
50724,-1.1317472
50725,-1.1640623
50726,-1.2084185
50727,-1.2462663
50728,-1.2562032
50729,-1.2787987
50730,-1.282032
50731,-1.2793812
50732,-1.2757298
50733,-1.2835102
50734,-1.2718575
50735,-1.2467863
50736,-1.234047
50737,-1.1939386
50738,-1.1660279
50739,-1.1129358
50740,-1.0718442
50741,-1.0244735
50742,-0.97158642
50743,-0.9134749
50744,-0.85088412
50745,-0.79717047
50746,-0.72603113
50747,-0.66309149
50748,-0.59389071
50749,-0.51747228
50750,-0.44742152
50751,-0.36509578
50752,-0.28310473
50753,-0.19406953
50754,-0.10846905
50755,-0.015963436
50756,0.075345326
50757,0.17328299
50758,0.26897805
50759,0.37033829
50760,0.47190974
50761,0.57366247
50762,0.6755862
50763,0.77766124
50764,0.8842067
50765,0.98642567
50766,1.0887673
50767,1.1912242
50768,1.2895445
50769,1.3854488
50770,1.4785685
50771,1.5473885
50772,1.5990921
50773,1.6006821
50774,1.6073455
50775,1.6255155
50776,1.6250557
50777,1.6214519
50778,1.5896132
50779,1.550535
50780,1.4947623
50781,1.4218929
50782,1.3311031
50783,1.2418847
50784,1.1432955
50785,1.0408893
50786,0.93860568
50787,0.83205607
50788,0.72990641
50789,0.62409767
50790,0.52137032
50791,0.41954191
50792,0.31789771
50793,0.22006329
50794,0.12149807
50795,0.029311076
50796,-0.062140767
50797,-0.1547565
50798,-0.23884731
50799,-0.32462229
50800,-0.40801235
50801,-0.48451687
50802,-0.55901821
50803,-0.63433819
50804,-0.69473679
50805,-0.76232982
50806,-0.82209902
50807,-0.88469901
50808,-0.93844194
50809,-0.98852047
50810,-1.0384268
50811,-1.0825844
50812,-1.1291912
50813,-1.1700083
50814,-1.2050456
50815,-1.2303815
50816,-1.2594458
50817,-1.260062
50818,-1.2671837
50819,-1.2570081
50820,-1.2749156
50821,-1.2633633
50822,-1.2439
50823,-1.2166285
50824,-1.1836108
50825,-1.1602285
50826,-1.1125431
50827,-1.0766177
50828,-1.0344935
50829,-0.9862712
50830,-0.93268765
50831,-0.88867589
50832,-0.82177411
50833,-0.76019368
50834,-0.70640399
50835,-0.64531343
50836,-0.57252231
50837,-0.4949971
50838,-0.42355266
50839,-0.3403347
50840,-0.25487692
50841,-0.1746104
50842,-0.082476011
50843,0.011833667
50844,0.10559722
50845,0.2063621
50846,0.30219466
50847,0.40362773
50848,0.510112
50849,0.61177008
50850,0.71417119
50851,0.82285852
50852,0.9266579
50853,1.0331923
50854,1.1352074
50855,1.2354737
50856,1.3317748
50857,1.4214565
50858,1.4931287
50859,1.5550427
50860,1.5958249
50861,1.6182978
50862,1.6434648
50863,1.6647887
50864,1.7164862
50865,1.7014539
50866,1.6715327
50867,1.6094601
50868,1.5357222
50869,1.4415442
50870,1.3462316
50871,1.2520185
50872,1.1589881
50873,1.0638804
50874,0.97100908
50875,0.8777872
50876,0.78347642
50877,0.69188313
50878,0.59934922
50879,0.51006464
50880,0.41856846
50881,0.32979537
50882,0.23401099
50883,0.14928249
50884,0.06511473
50885,-0.022805491
50886,-0.10872674
50887,-0.19459843
50888,-0.27816787
50889,-0.36021175
50890,-0.43972869
50891,-0.52684702
50892,-0.60243268
50893,-0.65562568
50894,-0.72307424
50895,-0.79837413
50896,-0.87359481
50897,-0.92112609
50898,-0.98985817
50899,-1.040823
50900,-1.0882284
50901,-1.131644
50902,-1.1745708
50903,-1.2089029
50904,-1.2232581
50905,-1.2534075
50906,-1.2760229
50907,-1.2907045
50908,-1.2971777
50909,-1.2953168
50910,-1.2851575
50911,-1.2838997
50912,-1.2575266
50913,-1.2399603
50914,-1.1988137
50915,-1.1513546
50916,-1.1128117
50917,-1.0539807
50918,-1.0126391
50919,-0.94781693
50920,-0.88923397
50921,-0.8146281
50922,-0.76181126
50923,-0.68795841
50924,-0.61546107
50925,-0.54519455
50926,-0.45839005
50927,-0.39104922
50928,-0.30572687
50929,-0.22201531
50930,-0.14400018
50931,-0.056851466
50932,0.030329548
50933,0.11409359
50934,0.20021149
50935,0.28701398
50936,0.38012744
50937,0.46953011
50938,0.5644349
50939,0.63922912
50940,0.7278334
50941,0.82150592
50942,0.91532813
50943,1.0084318
50944,1.1047414
50945,1.1993156
50946,1.2950131
50947,1.3917526
50948,1.4894595
50949,1.5862673
50950,1.6836228
50951,1.7416841
50952,1.7514339
50953,1.7476638
50954,1.7180031
50955,1.651901
50956,1.5585245
50957,1.4619774
50958,1.383694
50959,1.2919124
50960,1.1958486
50961,1.1037489
50962,1.0060246
50963,0.90869285
50964,0.81918842
50965,0.72724462
50966,0.63634264
50967,0.54286757
50968,0.45428883
50969,0.36153606
50970,0.27327112
50971,0.18836128
50972,0.10152803
50973,0.0063923034
50974,-0.080961334
50975,-0.16694042
50976,-0.25628886
50977,-0.3341431
50978,-0.42382171
50979,-0.50304141
50980,-0.58963185
50981,-0.67278743
50982,-0.74701578
50983,-0.82742086
50984,-0.8935995
50985,-0.96808221
50986,-1.0392287
50987,-1.1065603
50988,-1.1480019
50989,-1.1910406
50990,-1.240939
50991,-1.2710527
50992,-1.3096854
50993,-1.3240506
50994,-1.346871
50995,-1.361298
50996,-1.3496113
50997,-1.3465687
50998,-1.3348972
50999,-1.314837
51000,-1.2867815
51001,-1.2568148
51002,-1.2243938
51003,-1.1751309
51004,-1.1201975
51005,-1.0740531
51006,-1.022208
51007,-0.95268085
51008,-0.87972014
51009,-0.81522081
51010,-0.73611809
51011,-0.66513929
51012,-0.59117985
51013,-0.51456139
51014,-0.4338851
51015,-0.34604762
51016,-0.27892393
51017,-0.19483959
51018,-0.10918518
51019,-0.026256027
51020,0.062559462
51021,0.14951626
51022,0.24034875
51023,0.32660812
51024,0.41743819
51025,0.50651081
51026,0.59680234
51027,0.68934747
51028,0.78154385
51029,0.87766489
51030,0.9682732
51031,1.0633221
51032,1.1593051
51033,1.2555841
51034,1.3503307
51035,1.4461535
51036,1.5223855
51037,1.6167913
51038,1.664954
51039,1.6997532
51040,1.5385001
51041,1.4387195
51042,1.3396086
51043,1.2405563
51044,1.1426897
51045,1.0460114
51046,0.95100482
51047,0.85803304
51048,0.76657395
51049,0.67775176
51050,0.58939032
51051,0.50087435
51052,0.41569078
51053,0.3313546
51054,0.25270193
51055,0.16685205
51056,0.094269251
51057,0.012284647
51058,-0.060961382
51059,-0.13870724
51060,-0.20622656
51061,-0.27881381
51062,-0.33943719
51063,-0.41255344
51064,-0.46868388
51065,-0.5390074
51066,-0.59504089
51067,-0.64827636
51068,-0.70632754
51069,-0.74697943
51070,-0.79598963
51071,-0.83222172
51072,-0.8641549
51073,-0.90860881
51074,-0.92414426
51075,-0.96143991
51076,-0.97609167
51077,-0.98403409
51078,-1.0024844
51079,-1.0143856
51080,-1.0191639
51081,-1.01877
51082,-1.0115799
51083,-1.0118115
51084,-0.99422288
51085,-0.98397548
51086,-0.96702509
51087,-0.94358948
51088,-0.91395482
51089,-0.89265929
51090,-0.83738905
51091,-0.80495181
51092,-0.75357187
51093,-0.71036264
51094,-0.66202437
51095,-0.59889094
51096,-0.55103195
51097,-0.48022074
51098,-0.4219372
51099,-0.3525563
51100,-0.28035051
51101,-0.21315567
51102,-0.13558423
51103,-0.062765548
51104,0.013616308
51105,0.092263651
51106,0.17328459
51107,0.25209498
51108,0.33769757
51109,0.42166536
51110,0.51107597
51111,0.59941073
51112,0.68987421
51113,0.7839776
51114,0.87778856
51115,0.97326796
51116,1.0709216
51117,1.1693965
51118,1.2686287
51119,1.368553
51120,1.4691171
51121,1.5710242
51122,1.6541944
51123,1.6747092
51124,1.6839631
51125,1.6819141
51126,1.6526514
51127,1.5675683
51128,1.5596961
51129,1.5226612
51130,1.4250304
51131,1.3238388
51132,1.2260795
51133,1.1155876
51134,1.0074515
51135,0.91115174
51136,0.8162607
51137,0.72325002
51138,0.62630021
51139,0.53417808
51140,0.44090892
51141,0.34674209
51142,0.25294878
51143,0.1612856
51144,0.066539636
51145,-0.027779262
51146,-0.12162094
51147,-0.20839839
51148,-0.3008305
51149,-0.3925606
51150,-0.4834931
51151,-0.57351533
51152,-0.66248042
51153,-0.75022969
51154,-0.83657825
51155,-0.91630353
51156,-1.0041061
51157,-1.0739124
51158,-1.1512069
51159,-1.2252726
51160,-1.2955238
51161,-1.3612739
51162,-1.4148325
51163,-1.4606977
51164,-1.5068115
51165,-1.5445858
51166,-1.5728657
51167,-1.5908216
51168,-1.5978898
51169,-1.5938179
51170,-1.5787544
51171,-1.5698927
51172,-1.5340975
51173,-1.4894527
51174,-1.4371627
51175,-1.3783313
51176,-1.3269094
51177,-1.2570748
51178,-1.183309
51179,-1.1170275
51180,-1.0365452
51181,-0.95375738
51182,-0.87267905
51183,-0.78263004
51184,-0.7029518
51185,-0.61352924
51186,-0.52307934
51187,-0.43172567
51188,-0.33959382
51189,-0.24678132
51190,-0.15948291
51191,-0.065302257
51192,0.029334104
51193,0.12437691
51194,0.21978856
51195,0.31054545
51196,0.40674225
51197,0.49862857
51198,0.59545552
51199,0.68828724
51200,0.78557499
51201,0.87925864
51202,0.97435831
51203,1.0713315
51204,1.166037
51205,1.2611043
51206,1.3565067
51207,1.4551179
51208,1.5509963
51209,1.6452374
51210,1.7236225
51211,1.7443089
51212,1.7449773
51213,1.7530569
51214,1.6985282
51215,1.6289811
51216,1.7299014
51217,1.7073205
51218,1.6604215
51219,1.5922084
51220,1.5065469
51221,1.4171948
51222,1.3261381
51223,1.2359568
51224,1.1467241
51225,1.0586293
51226,0.96968914
51227,0.88208691
51228,0.7947367
51229,0.70819224
51230,0.62142745
51231,0.53366266
51232,0.44965318
51233,0.36309232
51234,0.28035889
51235,0.19816504
51236,0.11356984
51237,0.031371963
51238,-0.052886006
51239,-0.13652807
51240,-0.22279216
51241,-0.30863483
51242,-0.39399121
51243,-0.47878774
51244,-0.56293152
51245,-0.64630421
51246,-0.727197
51247,-0.80528566
51248,-0.8806702
51249,-0.95753418
51250,-1.033229
51251,-1.0998864
51252,-1.1502039
51253,-1.204696
51254,-1.2476043
51255,-1.2804065
51256,-1.2946448
51257,-1.307258
51258,-1.308618
51259,-1.314959
51260,-1.3183814
51261,-1.3323352
51262,-1.3401606
51263,-1.3446991
51264,-1.3366844
51265,-1.3166067
51266,-1.277028
51267,-1.2372421
51268,-1.1717285
51269,-1.1196853
51270,-1.0493481
51271,-0.97076014
51272,-0.89049328
51273,-0.8132734
51274,-0.73024389
51275,-0.64631584
51276,-0.56163942
51277,-0.47284208
51278,-0.38717059
51279,-0.29781194
51280,-0.21140467
51281,-0.12755774
51282,-0.04348267
51283,0.02806247
51284,0.11000465
51285,0.19445738
51286,0.27882502
51287,0.36451023
51288,0.44058323
51289,0.52638115
51290,0.61192095
51291,0.70008807
51292,0.78812449
51293,0.86562077
51294,0.95361474
51295,1.0421945
51296,1.1309524
51297,1.2212473
51298,1.3115525
51299,1.4018673
51300,1.4912481
51301,1.5799096
51302,1.6571144
51303,1.6979242
51304,1.6988997
51305,1.6908995
51306,1.6309943
51307,1.5455622
51308,1.4563569
51309,1.3645681
51310,1.2838881
51311,1.1939724
51312,1.115202
51313,1.0251191
51314,0.93503703
51315,0.85787156
51316,0.76973655
51317,0.6819172
51318,0.59507003
51319,0.50704863
51320,0.42349254
51321,0.33920027
51322,0.2587261
51323,0.19075318
51324,0.11935465
51325,0.036425328
51326,-0.050525284
51327,-0.13397733
51328,-0.22341071
51329,-0.31044917
51330,-0.38924357
51331,-0.47371808
51332,-0.56153922
51333,-0.6495262
51334,-0.72853708
51335,-0.81060374
51336,-0.88646472
51337,-0.95625953
51338,-1.02875
51339,-1.1019941
51340,-1.1538883
51341,-1.2053988
51342,-1.2497352
51343,-1.2856851
51344,-1.3185105
51345,-1.3322174
51346,-1.3428747
51347,-1.3362979
51348,-1.3396699
51349,-1.3427025
51350,-1.334654
51351,-1.3358646
51352,-1.3242296
51353,-1.2971057
51354,-1.2590714
51355,-1.2184005
51356,-1.1644296
51357,-1.1132416
51358,-1.0410436
51359,-0.9756105
51360,-0.89859041
51361,-0.81147375
51362,-0.72890229
51363,-0.6530917
51364,-0.56819694
51365,-0.48250045
51366,-0.39408077
51367,-0.30681998
51368,-0.22405918
51369,-0.13718391
51370,-0.056331854
51371,0.027171755
51372,0.10802347
51373,0.18994788
51374,0.27415165
51375,0.36172048
51376,0.43722467
51377,0.52278425
51378,0.60927924
51379,0.69766707
51380,0.7876858
51381,0.87539304
51382,0.9635702
51383,1.0526956
51384,1.14296
51385,1.2323032
51386,1.322576
51387,1.4131572
51388,1.5048108
51389,1.594241
51390,1.6703841
51391,1.7177108
51392,1.7733452
51393,1.7379186
51394,1.7325363
51395,1.6797874
51396,1.6304017
51397,1.5406864
51398,1.4293963
51399,1.3194081
51400,1.2107288
51401,1.0986063
51402,0.98773474
51403,0.87745637
51404,0.76872724
51405,0.66292955
51406,0.56257038
51407,0.45899661
51408,0.35695528
51409,0.26293203
51410,0.16625393
51411,0.068840564
51412,-0.017111898
51413,-0.10463353
51414,-0.19611713
51415,-0.27188189
51416,-0.34737359
51417,-0.43123587
51418,-0.49415968
51419,-0.55413119
51420,-0.62827393
51421,-0.71021994
51422,-0.76988175
51423,-0.81876349
51424,-0.87751116
51425,-0.92583778
51426,-0.99195432
51427,-1.0252893
51428,-1.058346
51429,-1.1040728
51430,-1.1511197
51431,-1.1915162
51432,-1.2254696
51433,-1.2181664
51434,-1.2355479
51435,-1.2476151
51436,-1.2521423
51437,-1.2857014
51438,-1.2750871
51439,-1.2566087
51440,-1.2308616
51441,-1.1984196
51442,-1.1587409
51443,-1.1467321
51444,-1.0943976
51445,-1.0784985
51446,-1.0242601
51447,-0.98136109
51448,-0.94316313
51449,-0.89337566
51450,-0.81123441
51451,-0.76084058
51452,-0.69008568
51453,-0.62285374
51454,-0.55676943
51455,-0.4944026
51456,-0.41670474
51457,-0.33579598
51458,-0.2600773
51459,-0.17363559
51460,-0.081444796
51461,0.0047507291
51462,0.098132174
51463,0.19879838
51464,0.29310054
51465,0.39203845
51466,0.49897444
51467,0.59958496
51468,0.70304748
51469,0.81454257
51470,0.92013374
51471,1.0273594
51472,1.14213
51473,1.2573
51474,1.3675737
51475,1.4792
51476,1.5594049
51477,1.6698751
51478,1.7273064
51479,1.7779657
51480,1.7742469
51481,1.7733932
51482,1.7395816
51483,1.7214274
51484,1.6606854
51485,1.5485558
51486,1.4397526
51487,1.3335788
51488,1.2194019
51489,1.1093396
51490,1.0020266
51491,0.89118916
51492,0.78408866
51493,0.68128889
51494,0.57494469
51495,0.47136925
51496,0.37429002
51497,0.27396599
51498,0.17469184
51499,0.084890629
51500,-0.0073879624
51501,-0.10129284
51502,-0.1817962
51503,-0.26341772
51504,-0.35034594
51505,-0.41916508
51506,-0.48687367
51507,-0.56487789
51508,-0.62954917
51509,-0.69445702
51510,-0.76228862
51511,-0.83665298
51512,-0.88827313
51513,-0.94335647
51514,-1.0003855
51515,-1.0373558
51516,-1.0748295
51517,-1.1103999
51518,-1.1301449
51519,-1.1609113
51520,-1.1937044
51521,-1.1951511
51522,-1.2008812
51523,-1.2118984
51524,-1.2151072
51525,-1.2112744
51526,-1.1999485
51527,-1.1812338
51528,-1.1916115
51529,-1.1584729
51530,-1.1189064
51531,-1.0734199
51532,-1.0419334
51533,-1.0047912
51534,-0.96508683
51535,-0.896684
51536,-0.82861566
51537,-0.77591988
51538,-0.70626428
51539,-0.63868088
51540,-0.57457843
51541,-0.51466574
51542,-0.43605042
51543,-0.37298945
51544,-0.30632628
51545,-0.21909325
51546,-0.14153258
51547,-0.063048733
51548,0.030940978
51549,0.11977336
51550,0.1733999
51551,0.2641223
51552,0.35752664
51553,0.46358329
51554,0.56219931
51555,0.66194599
51556,0.76382224
51557,0.86765161
