Time,root.MelbournePedestrian.d0.s0
51348,1463.0
51349,1127.0
51350,1390.0
51351,1487.0
51352,1536.0
51353,1643.0
51354,1651.0
51355,1010.0
51356,936.0
51357,783.0
51358,524.0
51359,351.0
51360,230.0
51361,80.0
51362,37.0
51363,44.0
51364,53.0
51365,232.0
51366,686.0
51367,1933.0
51368,4285.0
51369,2234.0
51370,1323.0
51371,1393.0
51372,2394.0
51373,2473.0
51374,2162.0
51375,2420.0
51376,3174.0
51377,4451.0
51378,3068.0
51379,2192.0
51380,1753.0
51381,1585.0
51382,1585.0
51383,1180.0
51384,725.0
51385,722.0
51386,441.0
51387,257.0
51388,150.0
51389,199.0
51390,201.0
51391,309.0
51392,627.0
51393,892.0
51394,1283.0
51395,1587.0
51396,1747.0
51397,1948.0
51398,2295.0
51399,2149.0
51400,2093.0
51401,1920.0
51402,1648.0
51403,1186.0
51404,986.0
51405,904.0
51406,585.0
51407,441.0
51408,145.0
51409,46.0
51410,22.0
51411,20.0
51412,75.0
51413,205.0
51414,836.0
51415,2019.0
51416,4382.0
51417,2045.0
51418,1372.0
51419,1499.0
51420,2419.0
51421,2502.0
51422,2175.0
51423,2442.0
51424,3234.0
51425,5024.0
51426,3168.0
51427,1731.0
51428,1401.0
51429,1168.0
51430,816.0
51431,625.0
51432,3555.0
51433,2415.0
51434,1710.0
51435,1125.0
51436,707.0
51437,449.0
51438,370.0
51439,351.0
51440,496.0
51441,670.0
51442,1028.0
51443,1088.0
51444,1196.0
51445,1348.0
51446,1449.0
51447,1582.0
51448,1494.0
51449,1436.0
51450,1212.0
51451,1090.0
51452,921.0
51453,738.0
51454,650.0
51455,475.0
51456,273.0
51457,148.0
51458,74.0
51459,26.0
51460,59.0
51461,121.0
51462,423.0
51463,1214.0
51464,2498.0
51465,1535.0
51466,1392.0
51467,1642.0
51468,2484.0
51469,2453.0
51470,2306.0
51471,2237.0
51472,2803.0
51473,3658.0
51474,2565.0
51475,1657.0
51476,1444.0
51477,1607.0
51478,1253.0
51479,919.0
51480,589.0
51481,323.0
51482,236.0
51483,148.0
51484,142.0
51485,98.0
51486,119.0
51487,192.0
51488,501.0
51489,625.0
51490,958.0
51491,1462.0
51492,1408.0
51493,1682.0
51494,1990.0
51495,2005.0
51496,2180.0
51497,2273.0
51498,2048.0
51499,1683.0
51500,1499.0
51501,1378.0
51502,1367.0
51503,1070.0
51504,267.0
51505,75.0
51506,23.0
51507,35.0
51508,63.0
51509,214.0
51510,659.0
51511,2082.0
51512,4743.0
51513,2448.0
51514,1581.0
51515,1632.0
51516,2637.0
51517,2658.0
51518,2075.0
51519,2324.0
51520,3219.0
51521,5479.0
51522,3447.0
51523,1851.0
51524,1490.0
51525,1463.0
51526,801.0
51527,639.0
51528,253.0
51529,90.0
51530,39.0
51531,24.0
51532,45.0
51533,238.0
51534,806.0
51535,2247.0
51536,4276.0
51537,2234.0
51538,1440.0
51539,1366.0
51540,2356.0
51541,2483.0
51542,1869.0
51543,1922.0
51544,2888.0
51545,4973.0
51546,3259.0
51547,1877.0
51548,1559.0
51549,1415.0
51550,1052.0
51551,686.0
51552,1025.0
51553,655.0
51554,443.0
51555,403.0
51556,306.0
51557,240.0
51558,327.0
51559,393.0
51560,700.0
51561,1094.0
51562,1446.0
51563,1801.0
51564,1985.0
51565,2256.0
51566,2244.0
51567,2527.0
51568,2336.0
51569,2176.0
51570,1931.0
51571,1600.0
51572,1482.0
51573,1338.0
51574,1078.0
51575,562.0
51576,1014.0
51577,720.0
51578,414.0
51579,372.0
51580,236.0
51581,218.0
51582,230.0
51583,352.0
51584,517.0
51585,876.0
51586,1141.0
51587,1525.0
51588,1656.0
51589,1977.0
51590,2247.0
51591,2339.0
51592,2215.0
51593,1990.0
51594,1692.0
51595,1499.0
51596,1081.0
51597,944.0
51598,614.0
51599,471.0
51600,127.0
51601,48.0
51602,34.0
51603,20.0
51604,39.0
51605,234.0
51606,897.0
51607,2178.0
51608,4162.0
51609,2157.0
51610,1267.0
51611,1316.0
51612,2305.0
51613,2554.0
51614,1869.0
51615,2140.0
51616,3029.0
51617,5213.0
51618,3120.0
51619,1674.0
51620,1261.0
51621,982.0
51622,795.0
51623,511.0
51624,141.0
51625,72.0
51626,44.0
51627,31.0
51628,41.0
51629,207.0
51630,759.0
51631,1991.0
51632,4213.0
51633,2253.0
51634,1116.0
51635,1133.0
51636,1610.0
51637,1524.0
51638,1501.0
51639,2066.0
51640,2882.0
51641,4752.0
51642,2973.0
51643,1403.0
51644,1238.0
51645,1098.0
51646,755.0
51647,563.0
51648,212.0
51649,72.0
51650,48.0
51651,41.0
51652,48.0
51653,244.0
51654,825.0
51655,2079.0
51656,4291.0
51657,2269.0
51658,1303.0
51659,1433.0
51660,2500.0
51661,2476.0
51662,2033.0
51663,2526.0
51664,3082.0
51665,4846.0
51666,3040.0
51667,2106.0
51668,1698.0
51669,1700.0
51670,1636.0
51671,1262.0
51672,478.0
51673,192.0
51674,95.0
51675,72.0
51676,73.0
51677,265.0
51678,969.0
51679,2102.0
51680,4500.0
51681,2470.0
51682,1750.0
51683,2149.0
51684,3465.0
51685,3102.0
51686,2961.0
51687,3423.0
51688,4171.0
51689,5559.0
51690,4011.0
51691,3308.0
51692,2941.0
51693,2638.0
51694,2734.0
51695,2184.0
51696,1077.0
51697,760.0
51698,504.0
51699,363.0
51700,356.0
51701,179.0
51702,242.0
51703,254.0
51704,523.0
51705,829.0
51706,1310.0
51707,1616.0
51708,1746.0
51709,1848.0
51710,1927.0
51711,2082.0
51712,1937.0
51713,1906.0
51714,1607.0
51715,1204.0
51716,1273.0
51717,1062.0
51718,922.0
51719,785.0
51720,243.0
51721,98.0
51722,56.0
51723,46.0
51724,72.0
51725,234.0
51726,782.0
51727,1884.0
51728,4390.0
51729,2234.0
51730,1373.0
51731,1515.0
51732,2318.0
51733,2459.0
51734,2045.0
51735,2248.0
51736,3203.0
51737,4566.0
51738,3198.0
51739,2024.0
51740,1618.0
51741,1564.0
51742,1532.0
51743,1196.0
51744,705.0
51745,313.0
51746,201.0
51747,142.0
51748,119.0
51749,198.0
51750,249.0
51751,350.0
51752,539.0
51753,853.0
51754,1346.0
51755,1483.0
51756,1585.0
51757,1685.0
51758,1978.0
51759,2308.0
51760,2380.0
51761,2233.0
51762,2174.0
51763,1827.0
51764,1612.0
51765,1559.0
51766,1646.0
51767,1505.0
51768,263.0
51769,112.0
51770,75.0
51771,35.0
51772,63.0
51773,246.0
51774,802.0
51775,2033.0
51776,4397.0
51777,2121.0
51778,1391.0
51779,1676.0
51780,2378.0
51781,2442.0
51782,2302.0
51783,2514.0
51784,3234.0
51785,4857.0
51786,3269.0
51787,2152.0
51788,1850.0
51789,1929.0
51790,1650.0
51791,1365.0
51792,263.0
51793,67.0
51794,38.0
51795,24.0
51796,89.0
51797,208.0
51798,761.0
51799,1980.0
51800,4279.0
51801,2285.0
51802,1263.0
51803,1506.0
51804,2444.0
51805,2644.0
51806,2218.0
51807,2365.0
51808,3131.0
51809,4823.0
51810,3246.0
51811,2080.0
51812,1765.0
51813,1597.0
51814,1765.0
51815,1383.0
51816,164.0
51817,52.0
51818,31.0
51819,35.0
51820,39.0
51821,233.0
51822,781.0
51823,2004.0
51824,4362.0
51825,2226.0
51826,1184.0
51827,1282.0
51828,2088.0
51829,2131.0
51830,1880.0
51831,1876.0
51832,2834.0
51833,4697.0
51834,2662.0
51835,1387.0
51836,1205.0
51837,969.0
51838,771.0
51839,460.0
51840,196.0
51841,51.0
51842,50.0
51843,28.0
51844,61.0
51845,260.0
51846,839.0
51847,2071.0
51848,4384.0
51849,2228.0
51850,1298.0
51851,1362.0
51852,1948.0
51853,2172.0
51854,1840.0
51855,2160.0
51856,2935.0
51857,5104.0
51858,3250.0
51859,1857.0
51860,1529.0
51861,1262.0
51862,929.0
51863,673.0
51864,278.0
51865,106.0
51866,47.0
51867,36.0
51868,74.0
51869,242.0
51870,844.0
51871,2063.0
51872,4268.0
51873,2164.0
51874,1265.0
51875,1360.0
51876,2382.0
51877,2456.0
51878,2178.0
51879,2684.0
51880,3785.0
51881,5115.0
51882,3560.0
51883,2419.0
51884,2101.0
51885,2032.0
51886,1693.0
51887,1368.0
51888,234.0
51889,74.0
51890,43.0
51891,27.0
51892,63.0
51893,260.0
51894,800.0
51895,2042.0
51896,4290.0
51897,2267.0
51898,1315.0
51899,1342.0
51900,2234.0
51901,2308.0
51902,1898.0
51903,2188.0
51904,2982.0
51905,4697.0
51906,2946.0
51907,1930.0
51908,1727.0
51909,1561.0
51910,1405.0
51911,1303.0
51912,300.0
51913,145.0
51914,96.0
51915,38.0
51916,100.0
51917,235.0
51918,890.0
51919,1946.0
51920,4325.0
51921,2265.0
51922,1566.0
51923,1846.0
51924,2847.0
51925,2891.0
51926,2398.0
51927,2606.0
51928,3325.0
51929,5383.0
51930,3484.0
51931,2172.0
51932,1631.0
51933,1527.0
51934,1249.0
51935,835.0
51936,227.0
51937,67.0
51938,46.0
51939,19.0
51940,54.0
51941,254.0
51942,893.0
51943,2133.0
51944,4314.0
51945,2312.0
51946,1288.0
51947,1344.0
51948,2073.0
51949,2129.0
51950,1878.0
51951,2022.0
51952,2926.0
51953,5022.0
51954,2939.0
51955,1644.0
51956,1270.0
51957,1067.0
51958,874.0
51959,608.0
51960,179.0
51961,29.0
51962,30.0
51963,29.0
51964,133.0
51965,219.0
51966,809.0
51967,1919.0
51968,4316.0
51969,2088.0
51970,1122.0
51971,1098.0
51972,1815.0
51973,2044.0
51974,1563.0
51975,1769.0
51976,2789.0
51977,4765.0
51978,2742.0
51979,1358.0
51980,970.0
51981,839.0
51982,566.0
51983,390.0
51984,860.0
51985,450.0
51986,339.0
51987,199.0
51988,138.0
51989,155.0
51990,228.0
51991,416.0
51992,615.0
51993,927.0
51994,1229.0
51995,1379.0
51996,1722.0
51997,1848.0
51998,1999.0
51999,2211.0
52000,2493.0
52001,2383.0
52002,2014.0
52003,1874.0
52004,1759.0
52005,1629.0
52006,1577.0
52007,1363.0
52008,164.0
52009,78.0
52010,48.0
52011,24.0
52012,85.0
52013,203.0
52014,592.0
52015,1901.0
52016,4552.0
52017,2361.0
52018,1237.0
52019,1327.0
52020,2103.0
52021,2149.0
52022,1872.0
52023,2054.0
52024,3028.0
52025,5185.0
52026,2852.0
52027,1339.0
52028,1033.0
52029,878.0
52030,623.0
52031,455.0
52032,188.0
52033,44.0
52034,48.0
52035,24.0
52036,83.0
52037,162.0
52038,545.0
52039,1697.0
52040,4032.0
52041,2261.0
52042,1443.0
52043,1540.0
52044,2257.0
52045,2553.0
52046,2073.0
52047,2352.0
52048,3113.0
52049,4935.0
52050,3059.0
52051,1718.0
52052,1364.0
52053,1160.0
52054,829.0
52055,488.0
52056,125.0
52057,54.0
52058,55.0
52059,9.0
52060,67.0
52061,246.0
52062,832.0
52063,2098.0
52064,4250.0
52065,2306.0
52066,1235.0
52067,1494.0
52068,2190.0
52069,2165.0
52070,1872.0
52071,1927.0
52072,2960.0
52073,5134.0
52074,3045.0
52075,1598.0
52076,1198.0
52077,1131.0
52078,712.0
52079,579.0
52080,289.0
52081,63.0
52082,52.0
52083,38.0
52084,45.0
52085,221.0
52086,749.0
52087,1823.0
52088,4182.0
52089,2127.0
52090,1315.0
52091,1559.0
52092,2181.0
52093,2298.0
52094,2100.0
52095,2160.0
52096,3169.0
52097,4950.0
52098,3223.0
52099,2037.0
52100,1429.0
52101,1048.0
52102,944.0
52103,544.0
52104,684.0
52105,350.0
52106,246.0
52107,172.0
52108,147.0
52109,148.0
52110,221.0
52111,432.0
52112,569.0
52113,967.0
52114,1087.0
52115,1428.0
52116,1529.0
52117,1826.0
52118,2021.0
52119,2198.0
52120,2425.0
52121,2455.0
52122,2048.0
52123,1628.0
52124,1423.0
52125,1355.0
52126,1209.0
52127,1075.0
52128,132.0
52129,50.0
52130,31.0
52131,23.0
52132,49.0
52133,221.0
52134,803.0
52135,1903.0
52136,4275.0
52137,2166.0
52138,1227.0
52139,1335.0
52140,2165.0
52141,2349.0
52142,1865.0
52143,2134.0
52144,2970.0
52145,5152.0
52146,2955.0
52147,1650.0
52148,1238.0
52149,1037.0
52150,663.0
52151,504.0
52152,114.0
52153,46.0
52154,27.0
52155,16.0
52156,46.0
52157,188.0
52158,587.0
52159,1969.0
52160,4252.0
52161,2286.0
52162,1124.0
52163,1364.0
52164,1988.0
52165,2009.0
52166,1588.0
52167,1841.0
52168,2753.0
52169,4675.0
52170,3237.0
52171,1567.0
52172,1020.0
52173,965.0
52174,591.0
52175,359.0
52176,250.0
52177,157.0
52178,120.0
52179,121.0
52180,101.0
52181,75.0
52182,107.0
52183,227.0
52184,411.0
52185,691.0
52186,1043.0
52187,1317.0
52188,1506.0
52189,1658.0
52190,1665.0
52191,1292.0
52192,845.0
52193,644.0
52194,615.0
52195,532.0
52196,549.0
52197,419.0
52198,332.0
52199,304.0
52200,137.0
52201,98.0
52202,68.0
52203,68.0
52204,45.0
52205,82.0
52206,152.0
52207,342.0
52208,569.0
52209,746.0
52210,944.0
52211,1171.0
52212,1664.0
52213,1582.0
52214,1139.0
52215,858.0
52216,658.0
52217,735.0
52218,650.0
52219,534.0
52220,438.0
52221,375.0
52222,277.0
52223,230.0
52224,147.0
52225,90.0
52226,84.0
52227,90.0
52228,53.0
52229,43.0
52230,56.0
52231,169.0
52232,275.0
52233,555.0
52234,875.0
52235,1213.0
52236,1416.0
52237,1487.0
52238,1402.0
52239,1310.0
52240,844.0
52241,530.0
52242,398.0
52243,441.0
52244,342.0
52245,350.0
52246,258.0
52247,188.0
52248,221.0
52249,189.0
52250,163.0
52251,138.0
52252,71.0
52253,94.0
52254,125.0
52255,209.0
52256,444.0
52257,692.0
52258,1118.0
52259,1390.0
52260,1634.0
52261,1724.0
52262,1537.0
52263,1251.0
52264,793.0
52265,589.0
52266,525.0
52267,522.0
52268,441.0
52269,306.0
52270,301.0
52271,263.0
52272,192.0
52273,191.0
52274,100.0
52275,106.0
52276,56.0
52277,67.0
52278,118.0
52279,218.0
52280,395.0
52281,629.0
52282,891.0
52283,1032.0
52284,1077.0
52285,1205.0
52286,1158.0
52287,692.0
52288,392.0
52289,293.0
52290,279.0
52291,235.0
52292,277.0
52293,255.0
52294,211.0
52295,237.0
52296,93.0
52297,59.0
52298,51.0
52299,40.0
52300,28.0
52301,68.0
52302,104.0
52303,294.0
52304,624.0
52305,731.0
52306,796.0
52307,984.0
52308,1590.0
52309,1695.0
52310,1023.0
52311,780.0
52312,699.0
52313,721.0
52314,665.0
52315,529.0
52316,413.0
52317,360.0
52318,248.0
52319,173.0
52320,207.0
52321,160.0
52322,102.0
52323,68.0
52324,27.0
52325,89.0
52326,177.0
52327,327.0
52328,645.0
52329,762.0
52330,936.0
52331,1160.0
52332,1763.0
52333,1847.0
52334,1372.0
52335,1198.0
52336,1036.0
52337,884.0
52338,803.0
52339,703.0
52340,555.0
52341,481.0
52342,465.0
52343,431.0
52344,261.0
52345,175.0
52346,139.0
52347,112.0
52348,87.0
52349,101.0
52350,116.0
52351,288.0
52352,463.0
52353,726.0
52354,1096.0
52355,1447.0
52356,1629.0
52357,1601.0
52358,1496.0
52359,1259.0
52360,776.0
52361,607.0
52362,530.0
52363,619.0
52364,502.0
52365,395.0
52366,335.0
52367,277.0
52368,144.0
52369,85.0
52370,39.0
52371,17.0
52372,28.0
52373,40.0
52374,124.0
52375,235.0
52376,440.0
52377,465.0
52378,471.0
52379,614.0
52380,962.0
52381,848.0
52382,521.0
52383,516.0
52384,475.0
52385,603.0
52386,450.0
52387,376.0
52388,280.0
52389,227.0
52390,161.0
52391,160.0
52392,104.0
52393,62.0
52394,30.0
52395,33.0
52396,21.0
52397,59.0
52398,173.0
52399,334.0
52400,649.0
52401,758.0
52402,1015.0
52403,1336.0
52404,1957.0
52405,1862.0
52406,1358.0
52407,977.0
52408,728.0
52409,799.0
52410,732.0
52411,636.0
52412,435.0
52413,372.0
52414,256.0
52415,260.0
52416,114.0
52417,101.0
52418,57.0
52419,33.0
52420,31.0
52421,72.0
52422,140.0
52423,364.0
52424,656.0
52425,767.0
52426,877.0
52427,1131.0
52428,1746.0
52429,1705.0
52430,1288.0
52431,1055.0
52432,971.0
52433,832.0
52434,760.0
52435,607.0
52436,453.0
52437,404.0
52438,351.0
52439,336.0
52440,164.0
52441,101.0
52442,66.0
52443,58.0
52444,31.0
52445,62.0
52446,142.0
52447,340.0
52448,601.0
52449,650.0
52450,691.0
52451,873.0
52452,1282.0
52453,1213.0
52454,760.0
52455,518.0
52456,475.0
52457,485.0
52458,374.0
52459,399.0
52460,469.0
52461,398.0
52462,283.0
52463,202.0
52464,157.0
52465,131.0
52466,74.0
52467,38.0
52468,36.0
52469,83.0
52470,176.0
52471,330.0
52472,587.0
52473,617.0
52474,875.0
52475,1218.0
52476,1681.0
52477,1420.0
52478,993.0
52479,614.0
52480,488.0
52481,540.0
52482,440.0
52483,345.0
52484,334.0
52485,321.0
52486,208.0
52487,203.0
52488,239.0
52489,210.0
52490,150.0
52491,127.0
52492,93.0
52493,77.0
52494,97.0
52495,210.0
52496,353.0
52497,744.0
52498,1114.0
52499,1353.0
52500,1622.0
52501,1709.0
52502,1445.0
52503,1254.0
52504,800.0
52505,525.0
52506,499.0
52507,495.0
52508,435.0
52509,358.0
52510,252.0
52511,178.0
52512,101.0
52513,39.0
52514,25.0
52515,32.0
52516,14.0
52517,32.0
52518,98.0
52519,233.0
52520,562.0
52521,563.0
52522,624.0
52523,745.0
52524,1275.0
52525,1202.0
52526,772.0
52527,648.0
52528,845.0
52529,1119.0
52530,1436.0
52531,1432.0
52532,1171.0
52533,886.0
52534,448.0
52535,181.0
52536,117.0
52537,84.0
52538,55.0
52539,32.0
52540,39.0
52541,65.0
52542,121.0
52543,297.0
52544,688.0
52545,709.0
52546,890.0
52547,1106.0
52548,1592.0
52549,1784.0
52550,1168.0
52551,1059.0
52552,895.0
52553,752.0
52554,676.0
52555,626.0
52556,485.0
52557,487.0
52558,359.0
52559,301.0
52560,90.0
52561,75.0
52562,25.0
52563,17.0
52564,34.0
52565,46.0
52566,140.0
52567,219.0
52568,462.0
52569,465.0
52570,595.0
52571,685.0
52572,1122.0
52573,973.0
52574,707.0
52575,636.0
52576,716.0
52577,1040.0
52578,1341.0
52579,1161.0
52580,1118.0
52581,879.0
52582,517.0
52583,212.0
52584,193.0
52585,118.0
52586,97.0
52587,79.0
52588,50.0
52589,38.0
52590,68.0
52591,111.0
52592,263.0
52593,461.0
52594,477.0
52595,695.0
52596,762.0
52597,753.0
52598,617.0
52599,510.0
52600,481.0
52601,483.0
52602,533.0
52603,432.0
52604,493.0
52605,402.0
52606,243.0
52607,177.0
52608,240.0
52609,179.0
52610,162.0
52611,146.0
52612,125.0
52613,89.0
52614,163.0
52615,332.0
52616,466.0
52617,834.0
52618,1069.0
52619,1560.0
52620,1533.0
52621,1519.0
52622,1390.0
52623,1021.0
52624,405.0
52625,601.0
52626,469.0
52627,509.0
52628,391.0
52629,365.0
52630,287.0
52631,266.0
52632,243.0
52633,166.0
52634,148.0
52635,131.0
52636,91.0
52637,75.0
52638,81.0
52639,150.0
52640,352.0
52641,692.0
52642,1073.0
52643,1464.0
52644,1743.0
52645,1928.0
52646,1798.0
52647,1316.0
52648,957.0
52649,676.0
52650,583.0
52651,528.0
52652,477.0
52653,365.0
52654,352.0
52655,249.0
52656,70.0
52657,93.0
52658,36.0
52659,14.0
52660,29.0
52661,37.0
52662,104.0
52663,201.0
52664,448.0
52665,405.0
52666,526.0
52667,617.0
52668,921.0
52669,1009.0
52670,775.0
52671,595.0
52672,583.0
52673,680.0
52674,595.0
52675,472.0
52676,318.0
52677,265.0
52678,158.0
52679,191.0
52680,226.0
52681,165.0
52682,88.0
52683,81.0
52684,77.0
52685,80.0
52686,132.0
52687,252.0
52688,451.0
52689,713.0
52690,1025.0
52691,1412.0
52692,1557.0
52693,1697.0
52694,1632.0
52695,1239.0
52696,653.0
52697,514.0
52698,541.0
52699,540.0
52700,427.0
52701,370.0
52702,323.0
52703,266.0
52704,111.0
52705,73.0
52706,45.0
52707,23.0
52708,32.0
52709,50.0
52710,120.0
52711,324.0
52712,809.0
52713,771.0
52714,802.0
52715,971.0
52716,1339.0
52717,1432.0
52718,1100.0
52719,1130.0
52720,1282.0
52721,1655.0
52722,1676.0
52723,1698.0
52724,1361.0
52725,978.0
52726,519.0
52727,218.0
52728,210.0
52729,151.0
52730,153.0
52731,136.0
52732,102.0
52733,67.0
52734,120.0
52735,243.0
52736,478.0
52737,825.0
52738,1302.0
52739,1556.0
52740,1772.0
52741,1821.0
52742,1837.0
52743,1544.0
52744,796.0
52745,644.0
52746,656.0
52747,630.0
52748,533.0
52749,495.0
52750,409.0
52751,332.0
52752,87.0
52753,96.0
52754,66.0
52755,44.0
52756,27.0
52757,72.0
52758,131.0
52759,350.0
52760,854.0
52761,857.0
52762,962.0
52763,1131.0
52764,1845.0
52765,2082.0
52766,1392.0
52767,1226.0
52768,926.0
52769,750.0
52770,647.0
52771,542.0
52772,437.0
52773,394.0
52774,343.0
52775,219.0
52776,121.0
52777,71.0
52778,46.0
52779,32.0
52780,40.0
52781,76.0
52782,135.0
52783,472.0
52784,1003.0
52785,988.0
52786,1023.0
52787,1463.0
52788,2115.0
52789,2147.0
52790,1415.0
52791,1177.0
52792,1207.0
52793,1402.0
52794,590.0
52795,416.0
52796,409.0
52797,355.0
52798,241.0
52799,187.0
52800,76.0
52801,52.0
52802,23.0
52803,30.0
52804,15.0
52805,53.0
52806,116.0
52807,299.0
52808,587.0
52809,686.0
52810,763.0
52811,988.0
52812,1317.0
52813,1433.0
52814,968.0
52815,613.0
52816,520.0
52817,542.0
52818,432.0
52819,360.0
52820,336.0
52821,275.0
52822,215.0
52823,164.0
52824,179.0
52825,129.0
52826,79.0
52827,78.0
52828,50.0
52829,55.0
52830,153.0
52831,380.0
52832,1030.0
52833,1062.0
52834,1307.0
52835,1665.0
52836,2440.0
52837,2581.0
52838,1844.0
52839,1263.0
52840,933.0
52841,752.0
52842,746.0
52843,656.0
52844,566.0
52845,524.0
52846,364.0
52847,348.0
52848,167.0
52849,97.0
52850,110.0
52851,80.0
52852,57.0
52853,85.0
52854,184.0
52855,351.0
52856,636.0
52857,718.0
52858,803.0
52859,988.0
52860,1518.0
52861,1588.0
52862,1106.0
52863,1057.0
52864,880.0
52865,746.0
52866,712.0
52867,657.0
52868,517.0
52869,614.0
52870,389.0
52871,303.0
52872,116.0
52873,73.0
52874,51.0
52875,27.0
52876,17.0
52877,37.0
52878,122.0
52879,202.0
52880,497.0
52881,495.0
52882,515.0
52883,600.0
52884,1011.0
52885,975.0
52886,657.0
52887,670.0
52888,677.0
52889,717.0
52890,594.0
52891,462.0
52892,385.0
52893,315.0
52894,218.0
52895,134.0
52896,117.0
52897,103.0
52898,59.0
52899,36.0
52900,31.0
52901,25.0
52902,40.0
52903,62.0
52904,139.0
52905,292.0
52906,454.0
52907,472.0
52908,616.0
52909,576.0
52910,624.0
52911,529.0
52912,489.0
52913,439.0
52914,423.0
52915,350.0
52916,303.0
52917,261.0
52918,202.0
52919,137.0
52920,127.0
52921,119.0
52922,99.0
52923,103.0
52924,69.0
52925,46.0
52926,49.0
52927,129.0
52928,298.0
52929,546.0
52930,869.0
52931,1229.0
52932,1570.0
52933,1644.0
52934,1605.0
52935,1365.0
52936,869.0
52937,460.0
52938,454.0
52939,308.0
52940,283.0
52941,247.0
52942,200.0
52943,120.0
52944,199.0
52945,162.0
52946,131.0
52947,95.0
52948,90.0
52949,42.0
52950,86.0
52951,196.0
52952,375.0
52953,632.0
52954,993.0
52955,1266.0
52956,1632.0
52957,1817.0
52958,1760.0
52959,1373.0
52960,868.0
52961,549.0
52962,515.0
52963,435.0
52964,368.0
52965,327.0
52966,233.0
52967,181.0
52968,133.0
52969,119.0
52970,79.0
52971,68.0
52972,26.0
52973,75.0
52974,135.0
52975,324.0
52976,656.0
52977,725.0
52978,814.0
52979,1018.0
52980,1488.0
52981,1613.0
52982,1104.0
52983,995.0
52984,924.0
52985,802.0
52986,666.0
52987,565.0
52988,616.0
52989,469.0
52990,401.0
52991,325.0
52992,85.0
52993,82.0
52994,49.0
52995,14.0
52996,16.0
52997,38.0
52998,87.0
52999,207.0
53000,497.0
53001,511.0
53002,571.0
53003,663.0
53004,1080.0
53005,1089.0
53006,691.0
53007,705.0
53008,754.0
53009,1056.0
53010,1367.0
53011,1478.0
53012,1214.0
53013,925.0
53014,468.0
53015,182.0
53016,229.0
53017,137.0
53018,156.0
53019,140.0
53020,91.0
53021,62.0
53022,90.0
53023,171.0
53024,330.0
53025,694.0
53026,1045.0
53027,1288.0
53028,1466.0
53029,1408.0
53030,1261.0
53031,1216.0
53032,890.0
53033,480.0
53034,470.0
53035,425.0
53036,412.0
53037,389.0
53038,280.0
53039,168.0
53040,69.0
53041,79.0
53042,31.0
53043,26.0
53044,21.0
53045,77.0
53046,119.0
53047,313.0
53048,710.0
53049,805.0
53050,870.0
53051,945.0
53052,1606.0
53053,1621.0
53054,971.0
53055,706.0
53056,667.0
53057,748.0
53058,602.0
53059,488.0
53060,406.0
53061,416.0
53062,289.0
53063,174.0
53064,82.0
53065,57.0
53066,40.0
53067,37.0
53068,18.0
53069,66.0
53070,119.0
53071,288.0
53072,672.0
53073,694.0
53074,837.0
53075,1076.0
53076,1566.0
53077,1498.0
53078,978.0
53079,738.0
53080,661.0
53081,751.0
53082,621.0
53083,499.0
53084,375.0
53085,288.0
53086,222.0
53087,128.0
53088,214.0
53089,174.0
53090,114.0
53091,126.0
53092,94.0
53093,117.0
53094,175.0
53095,235.0
53096,439.0
53097,802.0
53098,1298.0
53099,1501.0
53100,1642.0
53101,1581.0
53102,1378.0
53103,1148.0
53104,635.0
53105,586.0
53106,510.0
53107,434.0
53108,355.0
53109,347.0
53110,300.0
53111,257.0
53112,94.0
53113,79.0
53114,46.0
53115,33.0
53116,18.0
53117,36.0
53118,64.0
53119,183.0
53120,445.0
53121,432.0
53122,443.0
53123,505.0
53124,818.0
53125,794.0
53126,536.0
53127,567.0
53128,569.0
53129,712.0
53130,649.0
53131,513.0
53132,381.0
53133,346.0
53134,212.0
53135,141.0
53136,140.0
53137,99.0
53138,88.0
53139,60.0
53140,37.0
53141,69.0
53142,117.0
53143,311.0
53144,541.0
53145,731.0
53146,851.0
53147,1149.0
53148,1588.0
53149,1700.0
53150,1219.0
53151,1050.0
53152,987.0
53153,725.0
53154,696.0
53155,526.0
53156,458.0
53157,532.0
53158,383.0
53159,281.0
53160,132.0
53161,83.0
53162,88.0
53163,42.0
53164,39.0
53165,44.0
53166,135.0
53167,230.0
53168,497.0
53169,518.0
53170,562.0
53171,706.0
53172,1092.0
53173,997.0
53174,704.0
53175,651.0
53176,729.0
53177,1037.0
53178,1224.0
53179,1294.0
53180,1113.0
53181,1039.0
53182,712.0
53183,210.0
53184,111.0
53185,80.0
53186,52.0
53187,45.0
53188,35.0
53189,49.0
53190,97.0
53191,224.0
53192,515.0
53193,552.0
53194,546.0
53195,637.0
53196,1018.0
53197,927.0
53198,581.0
53199,651.0
53200,580.0
53201,677.0
53202,711.0
53203,460.0
53204,440.0
53205,400.0
53206,304.0
53207,213.0
53208,185.0
53209,82.0
53210,59.0
53211,21.0
53212,26.0
53213,66.0
53214,138.0
53215,277.0
53216,559.0
53217,707.0
53218,947.0
53219,1063.0
53220,1651.0
53221,1555.0
53222,1069.0
53223,890.0
53224,701.0
53225,747.0
53226,533.0
53227,453.0
53228,434.0
53229,425.0
53230,250.0
53231,209.0
53232,118.0
53233,97.0
53234,63.0
53235,46.0
53236,32.0
53237,59.0
53238,146.0
53239,324.0
53240,835.0
53241,770.0
53242,922.0
