Time,root.Fungi.d0.s0
22858,0.98900959
22859,0.99663636
22860,0.96091362
22861,0.87196136
22862,0.79993627
22863,0.82248568
22864,0.87316994
22865,0.86069723
22866,0.83116474
22867,0.86318853
22868,0.92428593
22869,0.9450884
22870,0.92569279
22871,0.87155226
22872,0.80804579
22873,0.81167152
22874,0.87037187
22875,0.91957398
22876,0.95031354
22877,0.94944081
22878,0.92338001
22879,0.91815595
22880,0.9348628
22881,0.9285903
22882,0.89185794
22883,0.83827989
22884,0.77707614
22885,0.78217181
22886,0.87585993
22887,1.0102969
22888,0.98557032
22889,0.81240364
22890,0.66059241
22891,0.5521817
22892,0.47294672
22893,0.42171832
22894,0.41014379
22895,0.43515286
22896,0.43418439
22897,0.39318574
22898,0.3607396
22899,0.35105412
22900,0.31613289
22901,0.23738622
22902,0.15428178
22903,0.086889101
22904,0.060238636
22905,0.089452933
22906,0.14855845
22907,0.21809103
22908,0.2526646
22909,0.21003956
22910,0.11441105
22911,-0.006001618
22912,-0.10380792
22913,-0.11070314
22914,-0.000738415
22915,0.04169652
22916,0.12872484
22917,0.27330828
22918,0.40371262
22919,0.50439714
22920,0.61171816
22921,0.73825515
22922,0.90742531
22923,1.1241128
22924,1.2709821
22925,1.2943641
22926,1.2249418
22927,1.0809367
22928,0.97538802
22929,0.98632691
22930,1.1088172
22931,1.2856917
22932,1.4943563
22933,1.6340897
22934,1.6699703
22935,1.6064031
22936,1.4476488
22937,1.2878013
22938,1.1759211
22939,1.1500401
22940,1.2340246
22941,1.3970259
22942,1.6150901
22943,1.7585136
22944,1.70186
22945,1.6060362
22946,1.6657693
22947,1.8165754
22948,1.9614768
22949,2.0925834
22950,2.1971764
22951,2.2974118
22952,2.4432249
22953,2.6206677
22954,2.7869803
22955,2.944562
22956,3.1092387
22957,3.287815
22958,3.5027812
22959,3.7337135
22960,3.8664356
22961,3.8852527
22962,3.8153013
22963,3.7079095
22964,3.5804282
22965,3.4722049
22966,3.4052482
22967,3.4405345
22968,3.526235
22969,3.4553135
22970,3.2493385
22971,3.094624
22972,3.0133502
22973,3.0013803
22974,3.0700716
22975,3.3056199
22976,3.7141309
22977,4.1941429
22978,4.7170233
22979,5.2348275
22980,5.739044
22981,6.3320924
22982,7.0458891
22983,7.7349033
22984,8.3305839
22985,8.6567027
22986,8.6179636
22987,8.2214823
22988,7.4725469
22989,6.6020659
22990,5.798619
22991,5.1638125
22992,4.8014147
22993,4.7099797
22994,4.8578845
22995,5.2287695
22996,5.700847
22997,6.2137263
22998,6.7683169
22999,7.3651247
23000,7.9957691
23001,8.6540167
23002,9.3337298
23003,10.02924
23004,10.601115
23005,10.887938
23006,10.906649
23007,10.681817
23008,10.402672
23009,10.401048
23010,10.686872
23011,11.268174
23012,12.231043
23013,13.798863
23014,15.958547
23015,18.631936
23016,21.728414
23017,24.918687
23018,28.174006
23019,31.514502
23020,35.017019
23021,39.125794
23022,43.660849
23023,46.689183
23024,47.809034
23025,46.347415
23026,40.34881
23027,30.676546
23028,20.83541
23029,11.64892
23030,5.3626291
23031,2.0087646
23032,0.34383143
23033,0.039317371
23034,0.12451312
23035,0.38998232
23036,0.60471858
23037,0.71784037
23038,0.76680209
23039,0.76715529
23040,0.79666787
23041,0.88081027
23042,0.97564982
23043,1.061499
23044,1.1011118
23045,1.0759441
23046,1.0526179
23047,1.0733686
23048,1.1182519
23049,1.171674
23050,1.214903
23051,1.2296824
23052,1.2409885
23053,1.2792697
23054,1.3220216
23055,1.3352811
23056,1.3190809
23057,1.2947834
23058,1.2748833
23059,1.2714367
23060,1.2929988
23061,1.3031851
23062,1.269879
23063,1.2125632
23064,1.1528003
23065,1.1191518
23066,1.1508147
23067,1.2228942
23068,1.2930363
23069,1.3417759
23070,1.330498
23071,1.2736097
23072,1.2100448
23073,1.1369801
23074,1.0401608
23075,0.94852482
23076,0.97347785
23077,1.0934992
23078,1.161668
23079,1.1687172
23080,1.1658272
23081,1.1594094
23082,1.1371225
23083,1.0959914
23084,1.0311254
23085,0.94384506
23086,0.8659309
23087,0.80696671
23088,0.7665741
23089,0.74317184
23090,0.73148189
23091,0.70508406
23092,0.66029698
23093,0.59769996
23094,0.51721911
23095,0.41736628
23096,0.3025287
23097,0.22468111
23098,0.19836503
23099,0.22661825
23100,0.30691435
23101,0.36064245
23102,0.3555838
23103,0.29304347
23104,0.17476624
23105,0.076112048
23106,0.04287742
23107,0.049594726
23108,0.077186502
23109,0.10479502
23110,0.11300858
23111,0.098598998
23112,0.057801201
23113,0.011848689
23114,-0.008619967
23115,0.080952769
23116,0.17267178
23117,0.30333477
23118,0.46779704
23119,0.64567717
23120,0.77877931
23121,0.86344136
23122,0.92080197
23123,0.97579124
23124,1.0531882
23125,1.1890552
23126,1.314584
23127,1.3063805
23128,1.2258621
23129,1.2119254
23130,1.2706127
23131,1.4051416
23132,1.5729956
23133,1.6364976
23134,1.6145802
23135,1.6233409
23136,1.6490106
23137,1.5663595
23138,1.3908206
23139,1.3186308
23140,1.3775816
23141,1.5250296
23142,1.7427437
23143,1.9370533
23144,2.0829362
23145,2.1725466
23146,2.2033784
23147,2.1931879
23148,2.220801
23149,2.3004341
23150,2.4586833
23151,2.6782875
23152,2.8105248
23153,2.8471068
23154,2.9709599
23155,3.2099372
23156,3.3750345
23157,3.4198062
23158,3.4923108
23159,3.6417113
23160,3.776014
23161,3.8547436
23162,3.8552599
23163,3.7660556
23164,3.6276151
23165,3.4662997
23166,3.3465249
23167,3.3195723
23168,3.347744
23169,3.3935774
23170,3.4536511
23171,3.5237169
23172,3.6033863
23173,3.6802551
23174,3.7499696
23175,3.9140724
23176,4.2327409
23177,4.7331439
23178,5.4349035
23179,6.2207443
23180,6.9851835
23181,7.6498905
23182,8.1265247
23183,8.37967
23184,8.3599398
23185,8.0847008
23186,7.5842926
23187,6.9589366
23188,6.41703
23189,5.924391
23190,5.3774595
23191,4.859054
23192,4.6415113
23193,4.7140162
23194,4.9622569
23195,5.3749368
23196,5.9509512
23197,6.6901599
23198,7.5221604
23199,8.3120481
23200,9.0066959
23201,9.4899287
23202,9.8040306
23203,10.082545
23204,10.312303
23205,10.419448
23206,10.417454
23207,10.390316
23208,10.391176
23209,10.650288
23210,11.21675
23211,12.193808
23212,13.602996
23213,15.46611
23214,17.79156
23215,20.618088
23216,23.94017
23217,27.502111
23218,31.212919
23219,34.995755
23220,38.818565
23221,42.531271
23222,45.235521
23223,46.527568
23224,44.470368
23225,38.792463
23226,30.796809
23227,21.047214
23228,12.628025
23229,6.5012552
23230,2.5385879
23231,0.66023
23232,-0.045358711
23233,-0.011456791
23234,0.28874837
23235,0.58619959
23236,0.80681741
23237,0.8992031
23238,0.93371365
23239,0.97085232
23240,1.0007203
23241,1.012649
23242,1.0324089
23243,1.0945183
23244,1.1642383
23245,1.1841159
23246,1.153826
23247,1.1156223
23248,1.0963853
23249,1.1088884
23250,1.1631174
23251,1.2413194
23252,1.3261925
23253,1.3861887
23254,1.3828482
23255,1.3384969
23256,1.2868583
23257,1.2392084
23258,1.2156822
23259,1.2230014
23260,1.2752506
23261,1.3452127
23262,1.3572296
23263,1.3151886
23264,1.246272
23265,1.1695259
23266,1.1537539
23267,1.1990204
23268,1.2685492
23269,1.3492157
23270,1.3902412
23271,1.3827112
23272,1.3327998
23273,1.2559492
23274,1.1722466
23275,1.140622
23276,1.1567638
23277,1.1894576
23278,1.2268562
23279,1.2281467
23280,1.1914313
23281,1.1347928
23282,1.0650966
23283,1.0112803
23284,0.97908227
23285,0.96835232
23286,0.97690048
23287,0.97761725
23288,0.96242013
23289,0.93295332
23290,0.88888112
23291,0.80488507
23292,0.67093855
23293,0.54726243
23294,0.46643115
23295,0.40447567
23296,0.34541807
23297,0.28990006
23298,0.2449865
23299,0.21358925
23300,0.21027963
23301,0.23689233
23302,0.22529998
23303,0.14950666
23304,0.079503782
23305,0.050155483
23306,0.05573865
23307,0.092616635
23308,0.13133579
23309,0.14983884
23310,0.14293568
23311,0.10579605
23312,0.061948013
23313,0.038832884
23314,0.023653192
23315,-0.002109729
23316,0.82139916
23317,0.97982627
23318,1.1574714
23319,1.3037921
23320,1.3785333
23321,1.3181649
23322,1.217132
23323,1.2610287
23324,1.4009358
23325,1.5086798
23326,1.5626333
23327,1.515761
23328,1.3894935
23329,1.2716115
23330,1.1882109
23331,1.2202976
23332,1.3445945
23333,1.3778628
23334,1.3162462
23335,1.3325672
23336,1.4478703
23337,1.5451203
23338,1.5984012
23339,1.6393265
23340,1.6775137
23341,1.7153691
23342,1.7549448
23343,1.8281623
23344,1.9494984
23345,2.1239021
23346,2.3528622
23347,2.497014
23348,2.4618951
23349,2.4045363
23350,2.4576926
23351,2.5863369
23352,2.7531189
23353,2.9561935
23354,3.1513221
23355,3.3193507
23356,3.4485133
23357,3.532337
23358,3.5427026
23359,3.4619983
23360,3.4305021
23361,3.5598909
23362,3.7208745
23363,3.784061
23364,3.7841131
23365,3.7646335
23366,3.6984199
23367,3.5428317
23368,3.3715143
23369,3.32664
23370,3.3787876
23371,3.4506316
23372,3.5522559
23373,3.7219011
23374,3.9398953
23375,4.1283441
23376,4.307629
23377,4.5964862
23378,5.0239802
23379,5.6731012
23380,6.5196462
23381,7.3083963
23382,7.9733696
23383,8.3601117
23384,8.4361459
23385,8.2554637
23386,7.837096
23387,7.2344418
23388,6.4738969
23389,5.7414426
23390,5.1205966
23391,4.6615636
23392,4.3918488
23393,4.3366651
23394,4.51288
23395,4.9268476
23396,5.5838453
23397,6.3894544
23398,7.2448318
23399,8.0395305
23400,8.6286912
23401,9.1113045
23402,9.6490833
23403,10.103933
23404,10.196094
23405,10.054167
23406,10.010831
23407,10.081154
23408,10.279283
23409,10.619111
23410,11.158995
23411,11.971075
23412,13.13273
23413,14.762347
23414,16.881485
23415,19.528392
23416,22.587266
23417,25.78841
23418,29.206477
23419,33.083289
23420,37.396887
23421,42.020034
23422,46.52568
23423,49.127211
23424,49.277624
23425,45.138609
23426,36.863019
23427,27.347968
23428,17.420154
23429,9.5698471
23430,4.3455866
23431,1.3134546
23432,0.27467992
23433,0.011586067
23434,0.079859433
23435,0.2149158
23436,0.30294924
23437,0.41360748
23438,0.58318255
23439,0.7239458
23440,0.77829688
23441,0.7752049
23442,0.73831126
23443,0.71384214
23444,0.74930114
23445,0.81113028
23446,0.85606156
23447,0.87693307
23448,0.86258133
23449,0.82121625
23450,0.76922717
23451,0.73230313
23452,0.77110574
23453,0.85743126
23454,0.90052713
23455,0.90328652
23456,0.89750504
23457,0.88305302
23458,0.8464791
23459,0.79509399
23460,0.77895029
23461,0.80582843
23462,0.85168504
23463,0.86183371
23464,0.84733227
23465,0.84485581
23466,0.84620287
23467,0.81596704
23468,0.76206252
23469,0.73031833
23470,0.72360752
23471,0.73006487
23472,0.74682404
23473,0.76626945
23474,0.78541549
23475,0.79060253
23476,0.77994576
23477,0.76815508
23478,0.75768152
23479,0.72011396
23480,0.64753116
23481,0.58987212
23482,0.56822824
23483,0.56824038
23484,0.58221911
23485,0.59776496
23486,0.60679464
23487,0.58697617
23488,0.52040104
23489,0.45584279
23490,0.44249602
23491,0.45569252
23492,0.46417517
23493,0.44849608
23494,0.37828297
23495,0.28571614
23496,0.23362481
23497,0.22242782
23498,0.2493764
23499,0.28847208
23500,0.26480922
23501,0.18557544
23502,0.093161897
23503,0.003796453
23504,-0.027611918
23505,-0.001219859
23506,0.046498685
23507,0.10203189
23508,0.10971448
23509,0.064510807
23510,0.018502008
23511,-0.01570104
23512,-0.03716406
23513,-0.047036539
23514,-0.070214519
23515,-0.11577261
23516,-0.14438107
23517,1.2416389
23518,1.2971505
23519,1.3362977
23520,1.3898828
23521,1.4472919
23522,1.4741065
23523,1.4681607
23524,1.4329595
23525,1.3726361
23526,1.3198333
23527,1.3221278
23528,1.3319616
23529,1.263705
23530,1.1646594
23531,1.1413935
23532,1.181774
23533,1.2438877
23534,1.3144003
23535,1.3575373
23536,1.3862955
23537,1.4627461
23538,1.5585231
23539,1.5041958
23540,1.3079053
23541,1.1573872
23542,1.0966492
23543,1.220424
23544,1.5182217
23545,1.679224
23546,1.6331066
23547,1.5293564
23548,1.4157219
23549,1.3140594
23550,1.3213962
23551,1.4369926
23552,1.5929099
23553,1.7678097
23554,1.885371
23555,1.9260764
23556,1.8463268
23557,1.6523414
23558,1.543564
23559,1.5766767
23560,1.7240462
23561,1.9683015
23562,2.1208757
23563,2.1042165
23564,2.1002972
23565,2.2048018
23566,2.3734978
23567,2.5777554
23568,2.8015544
23569,3.0321415
23570,3.3675943
23571,3.9053792
23572,4.5540021
23573,5.1998669
23574,5.8434083
23575,6.5096191
23576,7.2117036
23577,8.0167993
23578,8.9648999
23579,10.107161
23580,11.48057
23581,12.923079
23582,14.288936
23583,15.306607
23584,15.669864
23585,15.803327
23586,16.30082
23587,17.021883
23588,17.718891
23589,18.354285
23590,18.858411
23591,19.105352
23592,18.780463
23593,18.102532
23594,17.797298
23595,17.918138
23596,18.471812
23597,19.383604
23598,20.301579
23599,21.181122
23600,21.912605
23601,22.285962
23602,22.380971
23603,22.39579
23604,22.647193
23605,24.011276
23606,26.501242
23607,29.977541
23608,34.121694
23609,37.629561
23610,40.036598
23611,39.66955
23612,36.343006
23613,30.444322
23614,22.346688
23615,14.626333
23616,7.9595463
23617,3.340073
23618,0.98274042
23619,-0.11213927
23620,-0.31243538
23621,-0.19679506
23622,-0.006621085
23623,0.23619007
23624,0.40056764
23625,0.47352097
23626,0.52208647
23627,0.55920322
23628,0.57499556
23629,0.56898546
23630,0.56879752
23631,0.58291689
23632,0.60768365
23633,0.64069478
23634,0.65217539
23635,0.62905623
23636,0.61332885
23637,0.62870235
23638,0.66060692
23639,0.6989052
23640,0.73716132
23641,0.76984078
23642,0.79227811
23643,0.79944501
23644,0.79686824
23645,0.79195182
23646,0.7808408
23647,0.75712939
23648,0.72119366
23649,0.71142422
23650,0.75211865
23651,0.82079914
23652,0.89989096
23653,0.96170212
23654,0.97924348
23655,0.97375193
23656,0.97111721
23657,0.95717155
23658,0.91050887
23659,0.85824913
23660,0.85069617
23661,0.86920243
23662,0.86951684
23663,0.85375288
23664,0.83218397
23665,0.80753939
23666,0.78695831
23667,0.76945061
23668,0.74865888
23669,0.72369415
23670,0.69350066
23671,0.6608327
23672,0.64403966
23673,0.646343
23674,0.65259886
23675,0.62493079
23676,0.56886868
23677,0.50675719
23678,0.45106163
23679,0.44244269
23680,0.47453518
23681,0.50054595
23682,0.50601278
23683,0.44146902
23684,0.3161448
23685,0.25363188
23686,0.27142432
23687,0.3030258
23688,0.32918092
23689,0.31340734
23690,0.24880528
23691,0.20812136
23692,0.21569965
23693,0.20683467
23694,0.15352749
23695,0.099604768
23696,0.068810943
23697,0.047564098
23698,0.026810425
23699,0.008691676
23700,0.016786835
23701,0.054446469
23702,0.073903583
23703,0.060064781
23704,0.035238419
23705,0.009509981
23706,0.016199298
23707,0.070918055
23708,0.10299554
23709,0.069566112
23710,0.010577714
23711,-0.044051285
23712,-0.08070475
23713,-0.086710517
23714,-0.07406291
23715,-0.056751185
23716,-0.033555658
23717,-0.002687549
23718,0.83520887
23719,1.0402659
23720,1.1862477
23721,1.271717
23722,1.301007
23723,1.2868013
23724,1.229898
23725,1.1835106
23726,1.2103971
23727,1.2725773
23728,1.314531
23729,1.3391111
23730,1.3522539
23731,1.35613
23732,1.3552072
23733,1.3581053
23734,1.3872267
23735,1.4322123
23736,1.4557884
23737,1.4580383
23738,1.4504785
23739,1.4369757
23740,1.4306375
23741,1.4223553
23742,1.3458455
23743,1.2165751
23744,1.2423129
23745,1.4404362
23746,1.540228
23747,1.4802898
23748,1.3887853
23749,1.3066523
23750,1.2517282
23751,1.3031999
23752,1.4456306
23753,1.5416955
23754,1.5749631
23755,1.5773292
23756,1.5590829
23757,1.5576536
23758,1.5804877
23759,1.609894
23760,1.6448639
23761,1.7552266
23762,1.9596569
23763,2.1015032
23764,2.1156246
23765,2.1230378
23766,2.1873715
23767,2.2788743
23768,2.3782853
23769,2.4735428
23770,2.5550443
23771,2.720071
23772,3.065297
23773,3.5178488
23774,3.9872489
23775,4.4721891
23776,4.9380823
23777,5.3710686
23778,5.9488556
23779,6.7762802
23780,7.8239507
23781,9.0704692
23782,10.396873
23783,11.696161
23784,12.76312
23785,13.366308
23786,13.792357
23787,14.44214
23788,15.277448
23789,16.228156
23790,17.236795
23791,18.185753
23792,18.885998
23793,18.866212
23794,18.307404
23795,17.842259
23796,17.571185
23797,17.704154
23798,18.217091
23799,18.902721
23800,19.734765
23801,20.58134
23802,21.189731
23803,21.545044
23804,21.627053
23805,21.61663
23806,22.029526
23807,22.978748
23808,24.746663
23809,27.340153
23810,30.68648
23811,34.539021
23812,37.64022
23813,39.563736
23814,38.695433
23815,34.818674
23816,28.616251
23817,20.475953
23818,13.015643
23819,7.0014933
23820,2.9219592
23821,0.90195044
23822,-0.034502838
23823,-0.29456034
23824,0.014345873
23825,0.24913474
23826,0.32454176
23827,0.40553926
23828,0.51972028
23829,0.60056478
23830,0.63441783
23831,0.66712224
23832,0.71165703
23833,0.74082451
23834,0.74488816
23835,0.74377449
23836,0.7468061
23837,0.7564295
23838,0.77409092
23839,0.8071316
23840,0.86064044
23841,0.92427171
23842,0.98912867
23843,1.0209322
23844,0.9827372
23845,0.91405421
23846,0.86781478
23847,0.85099504
23848,0.87462478
23849,0.93868322
23850,1.0282657
23851,1.1337247
23852,1.2054821
23853,1.2047794
23854,1.1830855
23855,1.1905634
23856,1.2158256
23857,1.2449898
23858,1.2583575
23859,1.2263462
23860,1.1692923
23861,1.1251654
23862,1.1039374
23863,1.1261086
23864,1.1677985
23865,1.1617941
23866,1.1153911
23867,1.0655141
23868,1.0160496
23869,0.97083601
23870,0.9317963
23871,0.90655898
23872,0.8912697
23873,0.85485631
23874,0.79186367
23875,0.72208216
23876,0.69500968
23877,0.6962796
23878,0.67494682
23879,0.63973647
23880,0.63624013
23881,0.65830226
23882,0.65795649
23883,0.62822336
23884,0.56322101
23885,0.47170025
23886,0.4237541
23887,0.43055057
23888,0.46608074
23889,0.5173944
23890,0.50199012
23891,0.40041425
23892,0.30889057
23893,0.26161967
23894,0.22687262
23895,0.19076464
23896,0.16758836
23897,0.16498296
23898,0.16789406
23899,0.16628632
23900,0.15900884
23901,0.13339139
23902,0.08825748
23903,0.05872099
23904,0.055760251
23905,0.060387229
23906,0.064588101
23907,0.060399865
23908,0.044262534
23909,0.044853974
23910,0.079500546
23911,0.11847618
23912,0.13952354
23913,0.14978482
23914,0.15590709
23915,0.15719884
23916,0.1528536
23917,0.12378699
23918,0.042470302
23919,0.8323442
23920,0.80650536
23921,0.77427587
23922,0.75316817
23923,0.73120881
23924,0.70250001
23925,0.62919864
23926,0.50739528
23927,0.486458
23928,0.61810456
23929,0.75453599
23930,0.82733941
23931,0.83321808
23932,0.77086536
23933,0.7072655
23934,0.68865768
23935,0.71049434
23936,0.72010915
23937,0.70589023
23938,0.72289318
23939,0.78797689
23940,0.8456346
23941,0.8716197
23942,0.83830425
23943,0.7332511
23944,0.70137892
23945,0.83347344
23946,0.9718591
23947,0.99415082
23948,0.92710687
23949,0.79660527
23950,0.68449363
23951,0.68982265
23952,0.75825734
23953,0.80829877
23954,0.84684945
23955,0.88796067
23956,0.92175206
23957,0.92555759
23958,0.92870993
23959,1.0129284
23960,1.1411404
23961,1.1758091
23962,1.1509923
23963,1.2484857
23964,1.4472624
23965,1.5456486
23966,1.515922
23967,1.4396708
23968,1.4834939
23969,1.6287141
23970,1.8167168
23971,2.0507895
23972,2.3492196
23973,2.7182087
23974,3.1760677
23975,3.6951424
23976,4.1417397
23977,4.5250505
23978,4.9903907
23979,5.576046
23980,6.3927327
23981,7.4524896
23982,8.6640227
23983,9.9926603
23984,11.284282
23985,12.483443
23986,13.427621
23987,14.071086
23988,14.775138
23989,15.697543
23990,16.712167
23991,17.749384
23992,18.674756
23993,19.398762
23994,19.712411
23995,19.445026
23996,18.942838
23997,18.559448
23998,18.314422
23999,18.634655
24000,19.676048
24001,20.80337
24002,21.700808
24003,22.318016
24004,22.625757
24005,22.857019
24006,23.185141
24007,23.898843
24008,25.264791
24009,27.312898
24010,30.077793
24011,33.397668
24012,37.040676
24013,40.35378
24014,42.193806
24015,41.840846
24016,37.800145
24017,30.729244
24018,22.469329
24019,13.889515
24020,7.4436691
24021,3.2097935
24022,0.78656031
24023,-0.066694903
24024,-0.3104154
24025,-0.13698679
24026,0.053100405
24027,0.19706431
24028,0.32391742
24029,0.4396898
24030,0.53790397
24031,0.59973811
24032,0.62450479
24033,0.61401764
24034,0.58012078
24035,0.57376527
24036,0.59717848
24037,0.63024896
24038,0.66755259
24039,0.69263168
24040,0.70659456
24041,0.7465427
24042,0.81407615
24043,0.82628261
24044,0.76420058
24045,0.70712931
24046,0.68272756
24047,0.68697031
24048,0.71766207
24049,0.75567379
24050,0.79104531
24051,0.82235832
24052,0.84876282
24053,0.88405133
24054,0.93900601
24055,0.98716945
24056,1.0027558
24057,0.99793264
24058,0.9875336
24059,0.9808371
24060,0.99174742
24061,1.019861
24062,1.0339518
24063,1.0160133
24064,0.98570391
24065,0.95701871
24066,0.91782541
24067,0.85741481
24068,0.80306136
24069,0.78495164
24070,0.78694105
24071,0.78683616
24072,0.77990559
24073,0.75840235
24074,0.7258398
24075,0.6896959
24076,0.64959785
24077,0.60405152
24078,0.55521637
24079,0.50988603
24080,0.47113436
24081,0.44865774
24082,0.44196993
24083,0.44464303
24084,0.45318746
24085,0.45222098
24086,0.4371413
24087,0.39229218
24088,0.32034068
24089,0.27555587
24090,0.26855573
24091,0.26493682
24092,0.25432434
24093,0.23545509
24094,0.20305079
24095,0.16478768
24096,0.16342258
24097,0.19609395
24098,0.20448724
24099,0.1788606
24100,0.12567421
24101,0.051268015
24102,0.009488168
24103,0.013577174
24104,0.039090871
24105,0.076414923
24106,0.09510712
24107,0.083200125
24108,0.059411653
24109,0.033127565
24110,0.007104697
24111,-0.016928238
24112,-0.029345597
24113,-0.022939538
24114,0.002048861
24115,0.045395237
24116,0.073109407
24117,0.045547836
24118,-0.001877109
24119,-0.01799777
24120,0.71411451
24121,0.9351556
24122,1.1106066
24123,1.2312218
24124,1.2857667
24125,1.2765979
24126,1.2730842
24127,1.2970302
24128,1.3515556
24129,1.4358999
24130,1.49322
24131,1.4969238
24132,1.4311985
24133,1.2880608
24134,1.1802502
24135,1.1855909
24136,1.2938839
24137,1.3870132
24138,1.4336041
24139,1.4714675
24140,1.5113367
24141,1.49496
24142,1.3993836
24143,1.2936203
24144,1.2141728
24145,1.2301458
24146,1.3847466
24147,1.5811698
24148,1.7442731
24149,1.8323993
24150,1.8052617
24151,1.7323799
24152,1.6978852
24153,1.6954988
24154,1.7155613
24155,1.758203
24156,1.8238318
24157,1.8846325
24158,1.8786517
24159,1.8356407
24160,1.8423674
24161,1.9027138
24162,2.0134662
24163,2.1791627
24164,2.4191999
24165,2.7139031
24166,2.9544855
24167,3.1259931
24168,3.2962932
24169,3.6039678
24170,3.980492
24171,4.2454549
24172,4.470902
24173,4.9004535
24174,5.4730906
24175,5.9016626
24176,6.1619045
24177,6.2655666
24178,6.2696244
24179,6.4889231
24180,6.9685796
24181,7.6768996
24182,8.586679
24183,9.5030641
24184,10.381583
24185,11.261185
24186,12.154371
24187,13.075797
24188,14.0307
24189,15.016032
24190,16.027023
24191,16.90864
24192,17.576294
24193,17.961949
24194,18.02086
24195,17.870834
24196,17.60808
24197,17.428084
24198,17.530487
24199,17.917425
24200,18.635412
24201,19.690739
24202,20.638816
24203,21.2593
24204,21.562984
24205,21.559256
24206,21.785819
24207,22.64261
24208,24.52829
24209,27.811063
24210,31.948393
24211,36.31219
24212,40.000432
24213,41.722185
24214,41.020994
24215,37.113158
24216,30.547884
24217,22.531378
24218,14.052775
24219,7.5820241
24220,3.1960934
24221,0.73366584
24222,-0.086925499
24223,-0.31267101
24224,-0.12941405
24225,0.074531623
24226,0.24834782
24227,0.39152192
24228,0.50188316
24229,0.5635504
24230,0.57322284
24231,0.5550853
24232,0.57941235
24233,0.64083851
24234,0.70445007
24235,0.76226503
24236,0.7928804
24237,0.7982703
24238,0.80264246
24239,0.81122585
24240,0.8349509
24241,0.8709954
24242,0.87635275
24243,0.84595679
24244,0.83833962
24245,0.86772312
24246,0.89171801
24247,0.8967137
24248,0.91324904
24249,0.95386378
24250,0.99849124
24251,1.0365479
24252,1.055503
24253,1.0474847
24254,1.0357858
24255,1.0386161
24256,1.0329413
24257,0.99631171
24258,0.97143585
24259,1.0103795
24260,1.0686527
24261,1.0791407
24262,1.0416657
24263,0.98445366
24264,0.92411073
24265,0.89060456
24266,0.90524875
24267,0.92796545
24268,0.92337781
24269,0.90240625
24270,0.8771372
24271,0.85517914
24272,0.84696826
24273,0.83655403
24274,0.79694958
24275,0.73560503
24276,0.66872629
24277,0.60090014
24278,0.54238125
24279,0.50000661
24280,0.49310789
24281,0.51468194
24282,0.53368174
24283,0.53939819
24284,0.49616518
24285,0.41425097
24286,0.37760156
24287,0.39056952
24288,0.38830182
24289,0.35980167
24290,0.32290294
24291,0.2830288
24292,0.25322468
24293,0.23742461
24294,0.23205139
24295,0.22215789
24296,0.20111973
24297,0.14318744
24298,0.056906873
24299,0.021783664
24300,0.049860594
24301,0.12199142
24302,0.22206098
24303,0.21993099
24304,0.089230261
24305,-0.025672708
24306,-0.076651395
24307,-0.075575531
24308,-0.028717741
24309,0.013790092
24310,0.027122538
24311,0.025463029
24312,0.017353708
24313,-0.017264496
24314,-0.093391449
24315,-0.14577037
24316,-0.11366856
24317,-0.045643809
24318,0.001669802
24319,0.027405448
24320,0.03043133
24321,0.25066078
24322,0.58378076
24323,0.9866498
24324,1.274115
24325,1.4426136
24326,1.5046046
24327,1.4608719
24328,1.378398
24329,1.3361798
24330,1.3071665
24331,1.2517308
24332,1.1925522
24333,1.1707232
24334,1.1860691
24335,1.2364491
24336,1.3097555
24337,1.374142
24338,1.4160817
24339,1.3974421
24340,1.3409959
24341,1.3481335
24342,1.411766
24343,1.446609
24344,1.4436052
24345,1.4169463
24346,1.3747707
24347,1.3616733
24348,1.3885168
24349,1.4697826
24350,1.6018313
24351,1.6821475
24352,1.6779859
24353,1.6196999
24354,1.6420382
24355,1.7415114
24356,1.8101795
24357,1.8384799
24358,1.8748623
24359,1.924984
24360,1.9558849
24361,1.9624534
24362,1.9776266
24363,2.0139196
24364,2.1196453
24365,2.3100496
24366,2.5351177
24367,2.7732466
24368,3.0291024
24369,3.3050608
24370,3.5931337
24371,3.8882743
24372,4.2267234
24373,4.6373325
24374,5.0751893
24375,5.4956616
24376,5.8662944
24377,6.1467926
24378,6.3395858
24379,6.5284877
24380,6.7561833
24381,7.1498769
24382,7.7844898
24383,8.6193989
24384,9.6250704
24385,10.696273
24386,11.738355
24387,12.633196
24388,13.247582
24389,13.797197
24390,14.583643
24391,15.517837
24392,16.443592
24393,17.308906
24394,18.010662
24395,18.436637
24396,18.309677
24397,17.803977
24398,17.501429
24399,17.500596
24400,18.018144
24401,18.977946
24402,19.926642
24403,20.80676
24404,21.522128
24405,21.888466
24406,22.025363
24407,22.222362
24408,22.765623
24409,24.433713
24410,27.231117
24411,31.008706
24412,35.426716
24413,39.09394
24414,41.524823
24415,40.98716
24416,37.308077
24417,31.015155
24418,22.525429
24419,14.569285
24420,7.8486648
24421,3.2495254
24422,0.95281676
24423,-0.09759037
24424,-0.28723698
24425,-0.15633225
24426,0.069756791
24427,0.36079231
24428,0.53577281
24429,0.57925216
24430,0.60279003
24431,0.62611788
24432,0.61490455
24433,0.56691089
24434,0.57040962
24435,0.648968
24436,0.72291112
24437,0.76178615
24438,0.76664684
24439,0.73867508
24440,0.7145265
24441,0.71494634
