Time,root.GunPoint.d0.s0
18220,1.8977895
18221,1.9086978
18222,1.9144125
18223,1.9149618
18224,1.9077654
18225,1.912194
18226,1.912194
18227,1.9111434
18228,1.9069167
18229,1.9053238
18230,1.8916464
18231,1.8811345
18232,1.8411134
18233,1.7814524
18234,1.6901637
18235,1.5870362
18236,1.4483399
18237,1.3166103
18238,1.1809113
18239,1.0546261
18240,0.93605324
18241,0.79637917
18242,0.64268815
18243,0.52768658
18244,0.39488458
18245,0.12503042
18246,-0.072150748
18247,-0.23792317
18248,-0.37502068
18249,-0.5131218
18250,-0.63587058
18251,-0.73263372
18252,-0.78449358
18253,-0.80712848
18254,-0.81158928
18255,-0.81127446
18256,-0.80740698
18257,-0.80201404
18258,-0.79524518
18259,-0.78616307
18260,-0.77108776
18261,-0.76245473
18262,-0.75377872
18263,-0.74893689
18264,-0.74239649
18265,-0.73692355
18266,-0.7275229
18267,-0.72044304
18268,-0.70612604
18269,-0.69136546
18270,-0.67092404
18271,-0.65638995
18272,-0.64687208
18273,-0.64055651
18274,-0.64025461
18275,-0.64067578
18276,-0.63993147
18277,-0.64335869
18278,-0.6414578
18279,-0.64291911
18280,-0.64664343
18281,-0.6476635
18282,-0.65121283
18283,-0.65382847
18284,-0.65611821
18285,-0.65870799
18286,-0.66183361
18287,-0.66494542
18288,-0.66580489
18289,-0.66689547
18290,-0.66398812
18291,-0.66365636
18292,-0.65866539
18293,-0.65278842
18294,-0.6502287
18295,-0.64775868
18296,-0.64491048
18297,-0.64259714
18298,-0.64161203
18299,-0.63922426
18300,-0.67372087
18301,-0.67174375
18302,-0.67335264
18303,-0.67292454
18304,-0.67391333
18305,-0.67198506
18306,-0.67123293
18307,-0.67431121
18308,-0.67452117
18309,-0.6726805
18310,-0.67312803
18311,-0.67058067
18312,-0.67368996
18313,-0.67621425
18314,-0.67749844
18315,-0.67593135
18316,-0.67590011
18317,-0.6745189
18318,-0.67449549
18319,-0.6723392
18320,-0.67207641
18321,-0.67354738
18322,-0.673868
18323,-0.67404069
18324,-0.67616381
18325,-0.67490246
18326,-0.67452708
18327,-0.67452878
18328,-0.67418987
18329,-0.67613438
18330,-0.6763824
18331,-0.67723406
18332,-0.6764024
18333,-0.67721781
18334,-0.67725076
18335,-0.67708829
18336,-0.67761932
18337,-0.67676722
18338,-0.67841963
18339,-0.67686856
18340,-0.67604701
18341,-0.67648386
18342,-0.67248269
18343,-0.67331265
18344,-0.68095653
18345,-0.66469237
18346,-0.61148471
18347,-0.50753813
18348,-0.35409262
18349,-0.15583796
18350,0.083822418
18351,0.28762431
18352,0.46427527
18353,0.60231089
18354,0.73429631
18355,0.85626808
18356,1.0050261
18357,1.1855756
18358,1.3574405
18359,1.5101066
18360,1.615841
18361,1.6537993
18362,1.6645723
18363,1.672624
18364,1.6784352
18365,1.6873035
18366,1.6965017
18367,1.6992683
18368,1.7017738
18369,1.7109906
18370,1.7147529
18371,1.721386
18372,1.7258248
18373,1.7231903
18374,1.7262863
18375,1.723047
18376,1.723047
18377,1.7253406
18378,1.722416
18379,1.7219416
18380,1.7196659
18381,1.7168742
18382,1.7125346
18383,1.7058378
18384,1.689242
18385,1.6712186
18386,1.6405059
18387,1.5947688
18388,1.5293417
18389,1.4458269
18390,1.3451593
18391,1.2348456
18392,1.108785
18393,1.0001987
18394,0.89777581
18395,0.80480452
18396,0.70797078
18397,0.62654887
18398,0.48184259
18399,0.33983455
18400,0.17146825
18401,0.011607037
18402,-0.15329401
18403,-0.30549181
18404,-0.42967031
18405,-0.5382368
18406,-0.65684864
18407,-0.76077534
18408,-0.80818592
18409,-0.81892557
18410,-0.81410786
18411,-0.79612607
18412,-0.77580337
18413,-0.76918475
18414,-0.76741884
18415,-0.76057867
18416,-0.76358594
18417,-0.7600206
18418,-0.75421978
18419,-0.74827728
18420,-0.74441961
18421,-0.74093982
18422,-0.74451243
18423,-0.74322813
18424,-0.74612201
18425,-0.74764138
18426,-0.74566255
18427,-0.74624039
18428,-0.74671871
18429,-0.74666043
18430,-0.7480129
18431,-0.74530591
18432,-0.7523357
18433,-0.75085644
18434,-0.74877207
18435,-0.75139157
18436,-0.75147928
18437,-0.7505148
18438,-0.75036245
18439,-0.75106572
18440,-0.74982755
18441,-0.7475214
18442,-0.74779601
18443,-0.74715908
18444,-0.74639968
18445,-0.74733439
18446,-0.74636037
18447,-0.7445748
18448,-0.73983685
18449,-0.73910165
18450,-1.0511105
18451,-1.0515548
18452,-1.0529095
18453,-1.0498874
18454,-1.0530162
18455,-1.0524286
18456,-1.0528851
18457,-1.0535451
18458,-1.0548399
18459,-1.0559299
18460,-1.055053
18461,-1.0549258
18462,-1.055053
18463,-1.0566975
18464,-1.0566268
18465,-1.0578914
18466,-1.0584136
18467,-1.0579451
18468,-1.0297267
18469,-0.94915357
18470,-0.81297369
18471,-0.59170642
18472,-0.3268107
18473,-0.047589136
18474,0.24415748
18475,0.43391348
18476,0.67823356
18477,0.84012198
18478,0.95233262
18479,1.0090137
18480,1.0365169
18481,1.0587348
18482,1.0599496
18483,1.0665414
18484,1.0674736
18485,1.0692868
18486,1.0635189
18487,1.0649196
18488,1.065637
18489,1.0633953
18490,1.0688679
18491,1.068282
18492,1.0667728
18493,1.0622696
18494,1.0640035
18495,1.0639886
18496,1.0660608
18497,1.0649009
18498,1.0637649
18499,1.0666887
18500,1.0683806
18501,1.0684747
18502,1.0621023
18503,1.0592559
18504,1.0603052
18505,1.0560538
18506,1.0618492
18507,1.0595715
18508,1.0616652
18509,1.0575691
18510,1.0558393
18511,1.0616193
18512,1.0589729
18513,1.0615089
18514,1.0550286
18515,1.0573912
18516,1.0581345
18517,1.060165
18518,1.0613679
18519,1.0597144
18520,1.0644563
18521,1.0600617
18522,1.0623661
18523,1.0597274
18524,1.0658498
18525,1.0642203
18526,1.0642203
18527,1.0631505
18528,1.0567475
18529,1.0597947
18530,1.0660042
18531,1.0661661
18532,1.0589661
18533,1.0601721
18534,1.049312
18535,1.0353996
18536,1.0064071
18537,0.95892769
18538,0.91468771
18539,0.87760562
18540,0.83518992
18541,0.7915662
18542,0.74613957
18543,0.70780335
18544,0.66325495
18545,0.6054356
18546,0.52755741
18547,0.39776386
18548,0.26799902
18549,0.085249588
18550,-0.12074264
18551,-0.32159824
18552,-0.52479573
18553,-0.72444976
18554,-0.88444542
18555,-1.0112482
18556,-1.1005943
18557,-1.1473542
18558,-1.1543736
18559,-1.1548873
18560,-1.1455408
18561,-1.133665
18562,-1.1212022
18563,-1.1028553
18564,-1.0829214
18565,-1.0659459
18566,-1.0623532
18567,-1.0582907
18568,-1.0545145
18569,-1.0515799
18570,-1.0570112
18571,-1.0533786
18572,-1.0501875
18573,-1.0504521
18574,-1.0496231
18575,-1.0481052
18576,-1.0471976
18577,-1.0451875
18578,-1.0427079
18579,-1.0450498
18580,-1.0363777
18581,-1.0388436
18582,-1.0357699
18583,-1.0369427
18584,-1.0369368
18585,-1.0356178
18586,-1.0384032
18587,-1.0367239
18588,-1.0351817
18589,-1.0361071
18590,-1.0376592
18591,-1.0359849
18592,-1.03699
18593,-1.0364296
18594,-1.0372913
18595,-1.0371354
18596,-1.0367639
18597,-1.0328414
18598,-1.0329069
18599,-1.0346791
18600,-0.98772866
18601,-0.98758278
18602,-0.98694644
18603,-0.98723265
18604,-0.99159586
18605,-1.0105458
18606,-0.99586265
18607,-0.99460235
18608,-1.0063653
18609,-1.0121762
18610,-1.007683
18611,-1.0033102
18612,-1.0055615
18613,-1.0043372
18614,-1.0082113
18615,-1.0008098
18616,-0.99320879
18617,-0.97226834
18618,-0.89486987
18619,-0.78830804
18620,-0.64761286
18621,-0.37418898
18622,-0.12714438
18623,0.1244191
18624,0.33418907
18625,0.62302718
18626,0.73661478
18627,0.85427698
18628,0.9400874
18629,1.0966596
18630,1.0870316
18631,1.2290751
18632,1.1540777
18633,1.0743367
18634,1.2323435
18635,1.1843744
18636,1.1842174
18637,1.2253555
18638,1.1132921
18639,1.1040815
18640,1.0941775
18641,1.1031941
18642,1.0694221
18643,1.082987
18644,1.103839
18645,1.1135762
18646,1.068233
18647,1.0814429
18648,1.0970129
18649,1.0829176
18650,1.0814839
18651,1.0876488
18652,1.0911804
18653,1.0677259
18654,1.0709418
18655,1.0898642
18656,1.0883657
18657,1.0692821
18658,1.0777692
18659,1.0626122
18660,1.0605686
18661,1.0529322
18662,1.059763
18663,1.0733392
18664,1.0739899
18665,1.0960948
18666,1.0878982
18667,1.0790738
18668,1.1180258
18669,1.1092342
18670,1.0769372
18671,1.0963808
18672,1.0748934
18673,1.0741997
18674,1.0900042
18675,1.092993
18676,1.092993
18677,1.052227
18678,1.0678868
18679,1.0294561
18680,1.0357861
18681,0.99157195
18682,1.0316639
18683,1.0319581
18684,1.0640997
18685,1.0361438
18686,0.99196002
18687,0.98240909
18688,0.94074907
18689,0.7331463
18690,0.75347019
18691,0.73225766
18692,0.64461235
18693,0.56221443
18694,0.45601795
18695,0.22520785
18696,0.11331481
18697,-0.058914747
18698,-0.28172141
18699,-0.50158636
18700,-0.64019054
18701,-0.75296146
18702,-0.86080381
18703,-0.96860006
18704,-1.0455895
18705,-1.0927231
18706,-1.1027562
18707,-1.0987333
18708,-1.093149
18709,-1.0728621
18710,-1.0622766
18711,-1.0437847
18712,-1.0436077
18713,-1.0386265
18714,-1.0427494
18715,-1.0408172
18716,-1.0346103
18717,-1.0365714
18718,-1.0415582
18719,-1.042122
18720,-1.0360689
18721,-1.0387406
18722,-1.0378731
18723,-1.0443009
18724,-1.0459908
18725,-1.0424284
18726,-1.050006
18727,-1.0443352
18728,-1.0420537
18729,-1.0320612
18730,-1.0322391
18731,-1.0287961
18732,-1.0373056
18733,-1.0369465
18734,-1.0392572
18735,-1.0366328
18736,-1.0302382
18737,-1.0370766
18738,-1.0345759
18739,-1.0395158
18740,-1.0393003
18741,-1.0311448
18742,-1.03552
18743,-1.0307796
18744,-1.0236772
18745,-1.0313564
18746,-1.0362156
18747,-1.0371275
18748,-1.0264885
18749,-1.0230892
18750,-0.66625478
18751,-0.66624527
18752,-0.66513068
18753,-0.66526348
18754,-0.66644452
18755,-0.66522958
18756,-0.66353316
18757,-0.66568978
18758,-0.66440808
18759,-0.66478612
18760,-0.66475429
18761,-0.66676035
18762,-0.66745059
18763,-0.66786708
18764,-0.66568069
18765,-0.66309704
18766,-0.65927281
18767,-0.65653755
18768,-0.65400506
18769,-0.65336173
18770,-0.65180967
18771,-0.65066977
18772,-0.64966524
18773,-0.64900713
18774,-0.64729531
18775,-0.64618289
18776,-0.64677599
18777,-0.64804198
18778,-0.64609029
18779,-0.64568125
18780,-0.64775902
18781,-0.64728869
18782,-0.64803723
18783,-0.64758106
18784,-0.65061065
18785,-0.65670663
18786,-0.6601125
18787,-0.66364611
18788,-0.67198449
18789,-0.67889752
18790,-0.68355172
18791,-0.68750894
18792,-0.69077726
18793,-0.69659534
18794,-0.69753279
18795,-0.69141925
18796,-0.65540054
18797,-0.58678005
18798,-0.47433254
18799,-0.35462712
18800,-0.26150513
18801,-0.11340516
18802,0.14009634
18803,0.20086051
18804,0.54169781
18805,0.65269734
18806,0.73129476
18807,0.84292088
18808,0.96826072
18809,1.1317617
18810,1.3074699
18811,1.4885091
18812,1.6467168
18813,1.7897705
18814,1.8663669
18815,1.9049221
18816,1.9137325
18817,1.9299
18818,1.9591136
18819,1.9674447
18820,1.9617311
18821,1.9741052
18822,1.9743575
18823,1.9771692
18824,1.9865593
18825,1.9894821
18826,1.9894821
18827,1.9742285
18828,1.9773776
18829,1.9730792
18830,1.9692119
18831,1.9644264
18832,1.9372165
18833,1.8921524
18834,1.8191912
18835,1.7112849
18836,1.5870067
18837,1.4403692
18838,1.3015544
18839,1.1707922
18840,1.0566523
18841,0.9381902
18842,0.83492023
18843,0.72897226
18844,0.65940409
18845,0.40413057
18846,0.2028678
18847,-0.085537877
18848,-0.24341005
18849,-0.39998109
18850,-0.56707556
18851,-0.68724479
18852,-0.74988319
18853,-0.77357302
18854,-0.76843857
18855,-0.74226544
18856,-0.71746154
18857,-0.70631329
18858,-0.69836029
18859,-0.69421146
18860,-0.68590677
18861,-0.67583093
18862,-0.66449252
18863,-0.65519529
18864,-0.65116975
18865,-0.64914717
18866,-0.64789699
18867,-0.64808859
18868,-0.64329395
18869,-0.63840837
18870,-0.6315869
18871,-0.6267008
18872,-0.61958284
18873,-0.61803151
18874,-0.61588025
18875,-0.61211825
18876,-0.6080029
18877,-0.60446939
18878,-0.60038443
18879,-0.59769733
18880,-0.59134733
18881,-0.58703004
18882,-0.58051645
18883,-0.57025738
18884,-0.56591302
18885,-0.56014072
18886,-0.55589651
18887,-0.55134287
18888,-0.54831286
18889,-0.54357248
18890,-0.53590657
18891,-0.53333036
18892,-0.52957786
18893,-0.52982393
18894,-0.52620155
18895,-0.52480327
18896,-0.52464949
18897,-0.52405587
18898,-0.52456702
18899,-0.52551254
18900,-0.65786191
18901,-0.65630813
18902,-0.65633997
18903,-0.65805165
18904,-0.65630145
18905,-0.65520056
18906,-0.65525286
18907,-0.65506619
18908,-0.65544337
18909,-0.65608644
18910,-0.65697078
18911,-0.65436349
18912,-0.6544206
18913,-0.65326796
18914,-0.65135581
18915,-0.6507517
18916,-0.65158297
18917,-0.65066514
18918,-0.64960966
18919,-0.65005742
18920,-0.65159184
18921,-0.65112461
18922,-0.65053537
18923,-0.65015666
18924,-0.64974173
18925,-0.64942441
18926,-0.64951523
18927,-0.64830733
18928,-0.64742167
18929,-0.64640142
18930,-0.64556741
18931,-0.64190299
18932,-0.64115017
18933,-0.64241792
18934,-0.64170165
18935,-0.63713067
18936,-0.63689016
18937,-0.63780701
18938,-0.63599247
18939,-0.63557798
18940,-0.6345237
18941,-0.63360368
18942,-0.63516797
18943,-0.63422224
18944,-0.62885938
18945,-0.59962771
18946,-0.52848887
18947,-0.440635
18948,-0.34022346
18949,-0.22007335
18950,-0.12320094
18951,0.062791238
18952,0.31250271
18953,0.65701425
18954,0.77974868
18955,0.920618
18956,1.0687633
18957,1.2432164
18958,1.4189662
18959,1.6069607
18960,1.733652
18961,1.8177682
18962,1.8521601
18963,1.8809522
18964,1.8819412
18965,1.899903
18966,1.8857441
18967,1.9081474
18968,1.9065143
18969,1.9134148
18970,1.9132263
18971,1.9041369
18972,1.9103678
18973,1.9139714
18974,1.9069157
18975,1.9034212
18976,1.9034212
18977,1.9151937
18978,1.9182691
18979,1.9048281
18980,1.8903683
18981,1.8756649
18982,1.8227008
18983,1.7531798
18984,1.6685408
18985,1.5386859
18986,1.3982176
18987,1.2599874
18988,1.1292305
18989,1.0208747
18990,0.90932721
18991,0.78549299
18992,0.69168537
18993,0.61960878
18994,0.33462054
18995,0.24321211
18996,0.028247919
18997,-0.19296413
18998,-0.34904175
18999,-0.4687394
19000,-0.58784815
19001,-0.67951733
19002,-0.73863118
19003,-0.75845137
19004,-0.76053159
19005,-0.75260049
19006,-0.72974461
19007,-0.71387869
19008,-0.70302854
19009,-0.69594218
19010,-0.69151848
19011,-0.68833748
19012,-0.68291772
19013,-0.68035364
19014,-0.67242758
19015,-0.66697017
19016,-0.65621151
19017,-0.6529526
19018,-0.64679961
19019,-0.6448914
19020,-0.64197356
19021,-0.63777538
19022,-0.63539787
19023,-0.6314995
19024,-0.62743329
19025,-0.62413149
19026,-0.62249509
19027,-0.61992893
19028,-0.61832361
19029,-0.61554747
19030,-0.61489947
19031,-0.61440817
19032,-0.61201228
19033,-0.61060577
19034,-0.61254768
19035,-0.61158936
19036,-0.61296917
19037,-0.61317762
19038,-0.6142854
19039,-0.61409621
19040,-0.61604862
19041,-0.61605584
19042,-0.61740479
19043,-0.61743653
19044,-0.62010663
19045,-0.62058535
19046,-0.62198289
19047,-0.62331433
19048,-0.62371383
19049,-0.62418686
19050,-1.4743373
19051,-1.4747435
19052,-1.4745518
19053,-1.4753293
19054,-1.4757624
19055,-1.4758344
19056,-1.4780184
19057,-1.4796496
19058,-1.4808959
19059,-1.4833535
19060,-1.4825814
19061,-1.4844189
19062,-1.4859428
19063,-1.4844048
19064,-1.4868361
19065,-1.4880432
19066,-1.4878504
19067,-1.486347
19068,-1.4865111
19069,-1.4874108
19070,-1.4870362
19071,-1.4860821
19072,-1.486552
19073,-1.482951
19074,-1.4677172
19075,-1.4160471
19076,-1.3154305
19077,-1.1571751
19078,-0.91077869
19079,-0.64301283
19080,-0.35459252
19081,-0.068354958
19082,0.19287444
19083,0.39773165
19084,0.54689726
19085,0.63644333
19086,0.69928285
19087,0.74694159
19088,0.74333277
19089,0.74941127
19090,0.74295461
19091,0.73468256
19092,0.73011702
19093,0.72326373
19094,0.72909322
19095,0.73684034
19096,0.73667389
19097,0.73200586
19098,0.7255936
19099,0.72770434
19100,0.72742508
19101,0.72477958
19102,0.72546927
19103,0.71672162
19104,0.7193244
19105,0.71666354
19106,0.71866627
19107,0.7185519
19108,0.70949534
19109,0.71788248
19110,0.70787041
19111,0.71574846
19112,0.71500824
19113,0.71867467
19114,0.71595728
19115,0.72055582
19116,0.72607833
19117,0.72896625
19118,0.73147266
19119,0.72518509
19120,0.73023271
19121,0.72673322
19122,0.72840544
19123,0.73602416
19124,0.73145621
19125,0.73655328
19126,0.73655328
19127,0.73231441
19128,0.73830471
19129,0.73660404
19130,0.73501787
19131,0.73067279
19132,0.73183341
19133,0.732682
19134,0.72817034
19135,0.73885399
19136,0.73130992
19137,0.72508176
19138,0.72653232
19139,0.72968883
19140,0.72322713
19141,0.72025448
19142,0.72328065
19143,0.72189358
19144,0.72100214
19145,0.72240422
19146,0.72666793
19147,0.72644028
19148,0.72789408
19149,0.73085988
19150,0.72863286
19151,0.72463556
19152,0.72297379
19153,0.72482758
19154,0.72416945
19155,0.72464781
19156,0.72232333
19157,0.72425669
19158,0.72350615
19159,0.72129173
19160,0.72659185
19161,0.72558124
19162,0.72846592
19163,0.72987292
19164,0.7207884
19165,0.72372385
19166,0.72331125
19167,0.73016875
19168,0.72494975
19169,0.72990112
19170,0.71196035
19171,0.69920088
19172,0.66673685
19173,0.64091202
19174,0.60695207
19175,0.57268393
19176,0.50801653
19177,0.4314403
19178,0.34193923
19179,0.2295951
19180,0.076826555
19181,-0.090538209
19182,-0.29049589
19183,-0.5245243
19184,-0.7548534
19185,-0.99321129
19186,-1.197486
19187,-1.3723928
19188,-1.5269717
19189,-1.641323
19190,-1.7061782
19191,-1.7336813
19192,-1.7520936
19193,-1.7535302
19194,-1.7391467
19195,-1.7172987
19196,-1.6900637
19197,-1.6617513
19198,-1.635469
19199,-1.6206119
19200,-1.1271867
19201,-1.1306635
19202,-1.1298605
19203,-1.1321117
19204,-1.1325504
19205,-1.1335934
19206,-1.1320231
19207,-1.1320214
19208,-1.1316701
19209,-1.1328522
19210,-1.1332907
19211,-1.134076
19212,-1.1339554
19213,-1.1335774
19214,-1.1337862
19215,-1.132257
19216,-1.133643
19217,-1.1337107
19218,-1.1350806
19219,-1.1361337
19220,-1.1329092
19221,-1.0861278
19222,-0.99579374
19223,-0.83483044
19224,-0.60335367
19225,-0.35884109
19226,-0.080844338
19227,0.18153344
19228,0.41685336
19229,0.63646302
19230,0.7869641
19231,0.88675573
19232,0.9472237
19233,0.98240478
19234,0.98976497
19235,0.98699272
19236,0.97320917
19237,0.95295603
19238,0.93859851
19239,0.9341556
19240,0.93430782
19241,0.94281081
19242,0.94542377
19243,0.94502302
19244,0.94355479
19245,0.94530703
19246,0.94191791
19247,0.95267635
19248,0.95149522
19249,0.95346278
19250,0.95423666
19251,0.95321985
19252,0.95476681
19253,0.94653677
19254,0.94898644
19255,0.95666922
19256,0.94770045
19257,0.94114586
19258,0.93523062
19259,0.93621582
19260,0.93615615
19261,0.93841046
19262,0.93425294
19263,0.93288524
19264,0.93127004
19265,0.93676799
19266,0.93292849
19267,0.93672087
19268,0.94014456
19269,0.93773529
19270,0.94002543
19271,0.94417771
19272,0.94398532
19273,0.9452987
19274,0.94717566
19275,0.94837756
19276,0.94837756
19277,0.94765594
19278,0.95130283
19279,0.95125799
19280,0.95904837
19281,0.95431905
19282,0.95665324
19283,0.96020428
19284,0.95071586
19285,0.95190532
19286,0.95205241
19287,0.95446602
19288,0.95275851
19289,0.94786202
19290,0.95627326
19291,0.95295169
19292,0.95683296
19293,0.94879874
19294,0.96160678
19295,0.95718202
19296,0.94601416
19297,0.94182183
19298,0.92540946
19299,0.88860268
19300,0.86804648
19301,0.82765192
19302,0.79344087
19303,0.7512021
19304,0.67520906
19305,0.58373076
19306,0.47562443
19307,0.34416819
19308,0.15236607
19309,-0.074971659
19310,-0.34265739
19311,-0.59006888
19312,-0.82702135
19313,-1.0124894
19314,-1.1746578
19315,-1.2642154
19316,-1.2907344
19317,-1.3013955
19318,-1.2988445
19319,-1.2869469
19320,-1.2659897
19321,-1.226202
19322,-1.1940795
19323,-1.1605393
19324,-1.1431294
19325,-1.1396615
19326,-1.134231
19327,-1.1386828
19328,-1.140711
19329,-1.1419486
19330,-1.149233
19331,-1.1554153
19332,-1.1522728
19333,-1.1505157
19334,-1.1475846
19335,-1.1462801
19336,-1.1450306
19337,-1.1438198
19338,-1.145266
19339,-1.1440372
19340,-1.1441609
19341,-1.1448923
19342,-1.1428148
19343,-1.1419458
19344,-1.1427784
19345,-1.1440606
19346,-1.1448934
19347,-1.1430837
19348,-1.1466097
19349,-1.1457718
19350,-0.76617867
19351,-0.76693434
19352,-0.76606721
19353,-0.76669002
19354,-0.76688124
19355,-0.76806241
19356,-0.76787987
19357,-0.7672771
19358,-0.76716171
19359,-0.76678114
19360,-0.76647867
19361,-0.76688
19362,-0.76591876
19363,-0.76599335
19364,-0.76475918
19365,-0.76279786
19366,-0.76163787
19367,-0.75747133
19368,-0.75569213
19369,-0.75158685
19370,-0.74965281
19371,-0.75012077
19372,-0.74991613
19373,-0.74958587
19374,-0.74927337
19375,-0.74834839
19376,-0.74845945
19377,-0.74679977
19378,-0.74367856
19379,-0.73250443
19380,-0.70738362
19381,-0.66167029
19382,-0.6215273
19383,-0.59865509
19384,-0.59072148
19385,-0.59112933
19386,-0.60215273
19387,-0.61201449
19388,-0.60198755
19389,-0.59421955
19390,-0.56631821
19391,-0.54234231
19392,-0.51687285
19393,-0.47925954
19394,-0.41216757
19395,-0.3080317
19396,-0.22048048
19397,-0.067409147
19398,0.19502479
19399,0.43139258
19400,0.65351226
19401,0.88996528
19402,1.108267
19403,1.3039724
19404,1.4886504
19405,1.653114
19406,1.7677528
19407,1.8234326
19408,1.8518787
19409,1.8546431
19410,1.8658289
19411,1.8569036
19412,1.8639407
19413,1.863674
19414,1.8654312
19415,1.8588217
19416,1.8606159
19417,1.8590505
19418,1.8554026
19419,1.8417671
19420,1.8440507
19421,1.8296666
19422,1.8260603
19423,1.8258078
19424,1.820252
19425,1.8151303
19426,1.8151303
19427,1.8141321
19428,1.7955039
19429,1.7806241
19430,1.7330378
19431,1.6646885
19432,1.5722831
19433,1.4491408
19434,1.3199393
19435,1.1788761
19436,1.0203752
19437,0.86139309
19438,0.70503072
19439,0.54394779
19440,0.37940605
19441,0.23959537
19442,0.12137656
19443,-0.0052965023
19444,-0.11901656
19445,-0.21386451
19446,-0.28458203
19447,-0.34830961
19448,-0.40120614
19449,-0.43602003
19450,-0.45659373
19451,-0.47306588
19452,-0.48575867
19453,-0.48861057
19454,-0.48489661
19455,-0.47998866
19456,-0.48246205
19457,-0.47749708
19458,-0.47670826
19459,-0.47254069
19460,-0.46612627
19461,-0.46245775
19462,-0.4563958
19463,-0.46063321
19464,-0.46989374
19465,-0.4845088
19466,-0.51925141
19467,-0.56590139
19468,-0.60980731
19469,-0.65280655
19470,-0.67457589
19471,-0.67937723
19472,-0.68138431
19473,-0.68124361
19474,-0.6841047
19475,-0.69003194
19476,-0.69757692
19477,-0.70199015
19478,-0.70113231
19479,-0.69853165
19480,-0.69427865
19481,-0.69522687
19482,-0.6943647
19483,-0.69591012
19484,-0.6970855
19485,-0.69839921
19486,-0.69841368
19487,-0.69949867
19488,-0.69977666
19489,-0.69992501
19490,-0.69669264
19491,-0.69599689
19492,-0.69379126
19493,-0.69297568
19494,-0.69203872
19495,-0.68987916
19496,-0.68950448
19497,-0.6892581
19498,-0.69024454
19499,-0.68926936
19500,-1.2857744
19501,-1.2990648
19502,-1.2935641
19503,-1.2847394
19504,-1.2852786
19505,-1.2776228
19506,-1.2741501
19507,-1.2670632
19508,-1.2617546
19509,-1.2596916
19510,-1.2546205
19511,-1.2520486
19512,-1.2510716
19513,-1.2519904
19514,-1.2520586
19515,-1.2503439
19516,-1.2521538
19517,-1.2519567
19518,-1.2513918
19519,-1.2500196
19520,-1.2183928
19521,-1.1628413
19522,-1.0986166
19523,-1.022887
19524,-0.97083711
19525,-0.93287327
19526,-0.92006054
19527,-0.91552559
19528,-0.92083361
19529,-0.92552258
19530,-0.90093349
19531,-0.88058958
19532,-0.86598863
19533,-0.84343708
19534,-0.82843698
19535,-0.80319943
19536,-0.75198687
19537,-0.6548036
19538,-0.49917178
19539,-0.35110237
19540,-0.18717754
19541,0.0044615013
19542,0.16837872
19543,0.2950706
19544,0.45529981
19545,0.56790356
19546,0.67075915
19547,0.77241835
19548,0.84929008
19549,0.91705554
19550,0.97030012
19551,1.0024857
19552,1.0207187
19553,1.0316627
19554,1.038563
19555,1.0458672
19556,1.0479243
19557,1.0508714
19558,1.0593268
19559,1.0624529
19560,1.068835
19561,1.0724395
19562,1.0685272
19563,1.0677555
19564,1.0663749
19565,1.067156
19566,1.0681283
19567,1.0611505
19568,1.064458
19569,1.0632488
19570,1.0646814
19571,1.0642497
19572,1.0619381
19573,1.0587687
19574,1.056281
19575,1.0590065
19576,1.0590065
19577,1.055739
19578,1.0601148
19579,1.0593314
19580,1.0621758
19581,1.060303
19582,1.0621915
19583,1.0617927
19584,1.0566518
19585,1.0599067
19586,1.0588147
19587,1.0587706
19588,1.0588571
19589,1.059306
19590,1.059675
19591,1.0595253
19592,1.0557271
19593,1.0552256
19594,1.0517634
19595,1.0523325
19596,1.0504181
19597,1.0517257
19598,1.0533013
19599,1.0520073
19600,1.0534653
19601,1.0515296
19602,1.0499986
19603,1.0492922
19604,1.0452487
19605,1.0373147
19606,1.0221758
19607,1.0035829
19608,0.9822482
19609,0.93140299
19610,0.87213035
19611,0.80207395
19612,0.71607778
19613,0.60099832
19614,0.48310874
19615,0.35789588
19616,0.23128862
19617,0.096996258
19618,-0.034947197
19619,-0.1706391
19620,-0.29136404
19621,-0.40010253
19622,-0.51731795
19623,-0.6323659
19624,-0.73198661
19625,-0.81470553
19626,-0.88884033
19627,-0.93636956
19628,-0.97423126
19629,-1.0006225
19630,-1.0119867
19631,-1.0262608
19632,-1.0343596
19633,-1.0404482
19634,-1.0435123
19635,-1.0455098
19636,-1.0520032
19637,-1.0586077
19638,-1.0626127
19639,-1.0687345
19640,-1.0743372
19641,-1.0834518
19642,-1.0908331
19643,-1.0960699
19644,-1.097757
19645,-1.0978132
19646,-1.0979051
19647,-1.1095421
19648,-1.1231989
19649,-1.1552878
19650,-1.2495312
19651,-1.2521122
19652,-1.2500985
19653,-1.2491099
19654,-1.2489186
19655,-1.2468525
19656,-1.2497468
19657,-1.2489912
19658,-1.2500244
19659,-1.2511505
19660,-1.2546064
19661,-1.2594122
19662,-1.2671897
19663,-1.2736868
19664,-1.2818309
19665,-1.2876999
19666,-1.2908862
19667,-1.2905617
19668,-1.2859548
19669,-1.2526402
19670,-1.1917842
19671,-1.1286578
19672,-1.0364164
19673,-0.97603824
19674,-0.94053287
19675,-0.91760293
19676,-0.90832766
19677,-0.90248406
19678,-0.8884033
19679,-0.86280984
19680,-0.83591456
19681,-0.81406022
19682,-0.80012241
19683,-0.80223554
19684,-0.80831006
19685,-0.79979823
19686,-0.78789905
