Time,root.BME.d0.s0
12062,0.010656832
12063,0.045033973
12064,0.09
12065,0.322
12066,0.551
12067,0.676
12068,0.735
12069,0.762
12070,0.774
12071,0.78
12072,0.78
12073,0.777
12074,0.777
12075,0.782
12076,0.787
12077,0.787
12078,0.782
12079,0.777
12080,0.778
12081,0.782
12082,0.785
12083,0.787
12084,0.787
12085,0.784
12086,0.782
12087,0.781
12088,0.783
12089,0.787
12090,0.788
12091,0.788
12092,0.786
12093,0.787
12094,0.787
12095,0.783
12096,0.778
12097,0.779
12098,0.782
12099,0.781
12100,0.78
12101,0.782
12102,0.788
12103,0.792
12104,0.791
12105,0.788
12106,0.786
12107,0.786
12108,0.785
12109,0.784
12110,0.694
12111,0.462
12112,0.234
12113,0.11
12114,0.051
12115,0.055622673
12116,0.057652098
12117,0.040613695
12118,0.039134127
12119,0.017975526
12120,0.013192136
12121,0.028508223
12122,0.035729309
12123,0.032183554
12124,0.03604176
12125,0.0074957335
12126,0.0092012468
12127,0.0010091902
12128,0.039349906
12129,0.026877575
12130,0.031757494
12131,0.015418958
12132,0.04605484
12133,-0.00084023762
12134,0.041408742
12135,0.011258871
12136,0.041290322
12137,0.009539459
12138,-0.001430484
12139,0.027734316
12140,0.0038940409
12141,0.04947523
12142,0.017728506
12143,0.027058073
12144,0.019620877
12145,0.050695982
12146,0.034804355
12147,0.019799013
12148,0.031939744
12149,0.05042332
12150,0.048609375
12151,0.023917365
12152,0.035518129
12153,0.0073132948
12154,0.044616144
12155,0.029457833
12156,0.036840637
12157,0.030041954
12158,0.028540588
12159,0.043645962
12160,0.0078751044
12161,0.022884609
12162,0.024185511
12163,0.018286002
12164,0.045288199
12165,0.033731886
12166,0.016870961
12167,0.0094690495
12168,0.044283837
12169,0.047070012
12170,0.0049437445
12171,0.026745579
12172,0.041410756
12173,0.0434124
12174,0.032798409
12175,0.0081385737
12176,0.039847228
12177,0.033487041
12178,0.033730401
12179,0.049013625
12180,0.032168113
12181,0.01145681
12182,0.0068852262
12183,0.04181868
12184,0.018360728
12185,0.036296196
12186,0.042017788
12187,7.0719089e-05
12188,0.015764895
12189,0.03284014
12190,0.013610599
12191,0.045061758
12192,0.013273474
12193,0.035387175
12194,0.001683745
12195,0.02668063
12196,0.099
12197,0.364
12198,0.627
12199,0.772
12200,0.841
12201,0.874
12202,0.889
12203,0.892
12204,0.89
12205,0.886
12206,0.887
12207,0.893
12208,0.894
12209,0.892
12210,0.89
12211,0.891
12212,0.892
12213,0.889
12214,0.889
12215,0.891
12216,0.894
12217,0.897
12218,0.899
12219,0.901
12220,0.9
12221,0.894
12222,0.889
12223,0.89
12224,0.893
12225,0.896
12226,0.899
12227,0.897
12228,0.894
12229,0.896
12230,0.896
12231,0.895
12232,0.893
12233,0.892
12234,0.892
12235,0.894
12236,0.895
12237,0.892
12238,0.892
12239,0.892
12240,0.886
12241,0.883
12242,0.888
12243,0.894
12244,0.891
12245,0.888
12246,0.791
12247,0.527
12248,0.261
12249,0.116
12250,0.052
12251,0.026909467
12252,0.01569638
12253,0.02345991
12254,0.0075972498
12255,0.039569049
12256,0.032408564
12257,0.044538869
12258,0.031937191
12259,0.040380178
12260,0.044457405
12261,0.032238779
12262,0.012321003
12263,0.012596924
12264,0.021657875
12265,0.036118571
12266,0.033992763
12267,-0.0012465117
12268,0.042596147
12269,0.054193168
12270,0.034149805
12271,0.050984827
12272,0.026079019
12273,0.03003058
12274,0.032618759
12275,0.035550735
12276,0.054862409
12277,0.04564007
12278,0.047797468
12279,0.048573025
12280,0.024175072
12281,0.047834597
12282,-0.0014815332
12283,0.0082813941
12284,0.03653943
12285,0.021900735
12286,0.013949248
12287,0.026785652
12288,0.02333488
12289,0.040451526
12290,0.022041926
12291,0.032195975
12292,0.024731446
12293,0.014531186
12294,0.044178418
12295,0.047597145
12296,0.041429277
12297,0.033500973
12298,0.0060275989
12299,0.0059426839
12300,0.036564946
12301,0.06388587
12302,0.025091239
12303,0.038417214
12304,0.02889541
12305,0.050227981
12306,0.0087029135
12307,0.034102745
12308,0.031616432
12309,0.051713016
12310,0.026558356
12311,0.047636128
12312,0.00029795371
12313,0.039035634
12314,0.025839277
12315,0.031280948
12316,0.028458957
12317,-0.0016891483
12318,0.02818243
12319,-0.0024957883
12320,0.041870294
12321,0.04637051
12322,0.017114415
12323,0.016222094
12324,0.052653006
12325,0.115
12326,0.408
12327,0.704
12328,0.869
12329,0.942
12330,0.972
12331,0.988
12332,0.997
12333,0.997
12334,0.994
12335,0.992
12336,0.995
12337,0.999
12338,1.001
12339,0.999
12340,0.996
12341,0.993
12342,0.991
12343,0.995
12344,0.997
12345,0.991
12346,0.988
12347,0.99
12348,0.991
12349,0.99
12350,0.989
12351,0.988
12352,0.989
12353,0.995
12354,0.999
12355,0.996
12356,0.992
12357,0.991
12358,0.994
12359,0.995
12360,0.992
12361,0.993
12362,0.999
12363,1.002
12364,1.001
12365,0.998
12366,0.997
12367,1.0
12368,1.001
12369,1.0
12370,1.001
12371,1.003
12372,1.001
12373,0.997
12374,0.994
12375,0.995
12376,0.997
12377,0.997
12378,0.994
12379,0.882
12380,0.587
12381,0.291
12382,0.13
12383,0.056
12384,0.051010485
12385,0.024381145
12386,0.032941811
12387,0.049437121
12388,0.039827447
12389,0.0086197183
12390,0.0093320351
12391,0.035665917
12392,0.028441018
12393,0.030263167
12394,0.022906256
12395,0.016720364
12396,0.0086870648
12397,0.021186336
12398,0.042601425
12399,0.015621785
12400,0.014364525
12401,0.049806473
12402,0.032112834
12403,0.0053591655
12404,0.0014530568
12405,0.0074182065
12406,0.036248668
12407,0.0063323234
12408,0.039993694
12409,0.021926583
12410,0.017937001
12411,0.020280103
12412,0.038886658
12413,0.037849591
12414,-0.0053116352
12415,0.014345799
12416,0.022485506
12417,0.0096275283
12418,0.013717963
12419,0.051844432
12420,0.03736159
12421,0.053753949
12422,0.030575928
12423,0.045246796
12424,0.053638924
12425,0.026656851
12426,0.030486554
12427,-0.0025134111
12428,0.0011025622
12429,-0.0031728798
12430,0.013194961
12431,0.042173264
12432,0.035834056
12433,0.011164421
12434,0.006882239
12435,0.031883492
12436,0.016872312
12437,0.027541988
12438,0.033023866
12439,0.040986035
12440,0.039510313
12441,0.009825328
12442,0.022443626
12443,0.010977118
12444,0.019920653
12445,0.034529925
12446,0.012952256
12447,0.013477025
12448,0.029777563
12449,0.0054352524
12450,0.015996533
12451,0.02367284
12452,0.012901776
12453,-0.0035530645
12454,0.015876492
12455,0.0073698077
12456,0.023418542
12457,0.030098195
12458,0.139
12459,0.497
12460,0.854
12461,1.05
12462,1.14
12463,1.178
12464,1.196
12465,1.205
12466,1.208
12467,1.206
12468,1.206
12469,1.21
12470,1.212
12471,1.212
12472,1.21
12473,1.208
12474,1.207
12475,1.207
12476,1.208
12477,1.207
12478,1.204
12479,1.198
12480,1.195
12481,1.196
12482,1.199
12483,1.199
12484,1.197
12485,1.201
12486,1.207
12487,1.208
12488,1.202
12489,1.197
12490,1.196
12491,1.196
12492,1.195
12493,1.195
12494,1.196
12495,1.197
12496,1.202
12497,1.211
12498,1.215
12499,1.213
12500,1.208
12501,1.205
12502,1.205
12503,1.205
12504,1.204
12505,1.205
12506,1.074
12507,0.717
12508,0.361
12509,0.164
12510,0.074
12511,0.084052133
12512,0.056366198
12513,0.048762687
12514,0.035327629
12515,0.023645254
12516,0.024590917
12517,0.04978629
12518,0.049764928
12519,0.015014113
12520,0.020549442
12521,0.035730089
12522,-0.00012009234
12523,0.022988829
12524,0.020560061
12525,0.042816647
12526,0.038169009
12527,0.013071075
12528,0.040678086
12529,0.03773051
12530,0.025957702
12531,0.0090150145
12532,0.013423232
12533,0.00063674979
12534,0.033159032
12535,-0.0028517135
12536,0.013974882
12537,0.033748328
12538,0.0077493567
12539,0.025407126
12540,0.041504474
12541,-0.0026081849
12542,0.043297495
12543,0.03908915
12544,0.035445973
12545,0.027062939
12546,0.034918573
12547,0.0401049
12548,0.02231898
12549,0.034321523
12550,0.029434063
12551,0.049969324
12552,0.01686853
12553,0.051250541
12554,0.029709124
12555,0.018434526
12556,0.036954184
12557,0.011279256
12558,0.030584867
12559,0.024884306
12560,0.021993838
12561,0.002723279
12562,0.014037124
12563,0.021226843
12564,0.030041495
12565,0.0060406867
12566,0.010472205
12567,0.039388791
12568,0.02266046
12569,0.032359062
12570,0.01978995
12571,0.0052373616
12572,0.0051670561
12573,0.035857578
12574,0.021448165
12575,0.022169678
12576,0.0209824
12577,0.043090938
12578,0.043847959
12579,0.037586583
12580,0.041913979
12581,0.109
12582,0.399
12583,0.693
12584,0.859
12585,0.94
12586,0.979
12587,0.995
12588,0.999
12589,0.998
12590,0.993
12591,0.992
12592,0.997
12593,1.001
12594,0.999
12595,0.997
12596,0.994
12597,0.992
12598,0.988
12599,0.988
12600,0.991
12601,0.995
12602,0.996
12603,0.995
12604,0.994
12605,0.994
12606,0.995
12607,0.998
12608,0.998
12609,0.997
12610,0.994
12611,0.989
12612,0.987
12613,0.993
12614,0.996
12615,0.995
12616,0.995
12617,0.997
12618,0.999
12619,1.002
12620,1.005
12621,1.003
12622,0.996
12623,0.987
12624,0.984
12625,0.985
12626,0.986
12627,0.989
12628,0.99
12629,0.99
12630,0.995
12631,1.001
12632,1.002
12633,0.997
12634,0.993
12635,0.992
12636,0.994
12637,0.884
12638,0.586
12639,0.289
12640,0.126
12641,0.051
12642,0.026463129
12643,0.052955755
12644,0.03336847
12645,0.0022256606
12646,0.0010742814
12647,0.034643861
12648,0.03532548
12649,0.039782677
12650,0.039180093
12651,0.0047971547
12652,0.005373586
12653,0.038389597
12654,0.032021584
12655,-0.0054943418
12656,0.01049459
12657,0.044414349
12658,0.028960487
12659,0.01829629
12660,0.022576155
12661,0.024463174
12662,0.019644462
12663,0.028462078
12664,0.01162875
12665,0.042716018
12666,0.033602385
12667,0.018420906
12668,0.045702247
12669,0.0091076616
12670,0.034734699
12671,0.05746873
12672,0.041834597
12673,0.02356108
12674,0.041741
12675,0.010900691
12676,-5.2187248e-05
12677,0.029665894
12678,0.0043547317
12679,0.039241017
12680,0.026845462
12681,0.044027268
12682,0.03600496
12683,0.035770079
12684,0.014346096
12685,0.042120939
12686,0.021039942
12687,0.041889651
12688,0.018071713
12689,0.027193255
12690,0.036177368
12691,0.04569205
12692,0.015467854
12693,-0.00068457669
12694,0.047082121
12695,0.0093758594
12696,0.046154059
12697,0.019674007
12698,0.0076155466
12699,0.023252284
12700,-0.00053830663
12701,0.0074307237
12702,0.017567301
12703,0.025047646
12704,0.045077022
12705,0.024682948
12706,0.014536994
12707,0.027069801
12708,0.11
12709,0.407
12710,0.706
12711,0.873
12712,0.95
12713,0.983
12714,0.994
12715,0.992
12716,0.986
12717,0.985
12718,0.991
12719,0.996
12720,0.997
12721,0.998
12722,0.999
12723,1.001
12724,1.003
12725,1.002
12726,0.998
12727,0.995
12728,0.997
12729,1.001
12730,1.005
12731,1.007
12732,1.009
12733,1.012
12734,1.009
12735,1.004
12736,1.0
12737,0.996
12738,0.996
12739,0.998
12740,0.999
12741,1.001
12742,1.007
12743,1.012
12744,1.008
12745,0.998
12746,0.995
12747,1.0
12748,1.005
12749,1.006
12750,1.002
12751,0.997
12752,0.995
12753,0.994
12754,0.993
12755,0.995
12756,0.997
12757,0.884
12758,0.586
12759,0.29
12760,0.126
12761,0.05
12762,0.032902975
12763,0.014042914
12764,0.051385632
12765,0.015085348
12766,0.023707884
12767,0.012768309
12768,-0.0043064593
12769,0.016690948
12770,0.011329187
12771,0.045632065
12772,0.012733141
12773,0.010546883
12774,0.03014557
12775,0.044945236
12776,0.012191436
12777,0.024025389
12778,0.038375979
12779,0.029712505
12780,0.0093974102
12781,0.0032184045
12782,0.048336392
12783,0.019386725
12784,0.030353773
12785,0.02693746
12786,0.01026233
12787,0.048286811
12788,0.027028963
12789,0.049617607
12790,0.013376885
12791,0.050939896
12792,0.012719423
12793,0.0065540942
12794,0.028373163
12795,0.009453651
12796,0.0056232233
12797,0.033213201
12798,0.0093939005
12799,0.039889373
12800,0.0034990419
12801,0.027907179
12802,0.038489754
12803,0.02124788
12804,0.013301309
12805,0.018564206
12806,0.01909173
12807,0.029463911
12808,0.012184466
12809,0.012869925
12810,0.01605568
12811,0.02014592
12812,0.041423592
12813,0.031162358
12814,0.048995212
12815,0.051318043
12816,0.040869918
12817,0.036017897
12818,0.046144645
12819,0.03418958
12820,0.0048949462
12821,0.03537593
12822,0.02082566
12823,-0.00025488378
12824,-0.0049772773
12825,0.01648304
12826,0.0072220944
12827,0.027886235
12828,0.041819703
12829,0.0090554929
12830,0.016846054
12831,0.0051253358
12832,0.037705095
12833,0.021982017
12834,0.096
12835,0.359
12836,0.623
12837,0.767
12838,0.831
12839,0.859
12840,0.874
12841,0.878
12842,0.879
12843,0.881
12844,0.882
12845,0.879
12846,0.879
12847,0.882
12848,0.883
12849,0.883
12850,0.883
12851,0.882
12852,0.882
12853,0.882
12854,0.882
12855,0.881
12856,0.881
12857,0.88
12858,0.877
12859,0.876
12860,0.878
12861,0.878
12862,0.877
12863,0.878
12864,0.882
12865,0.883
12866,0.881
12867,0.88
12868,0.879
12869,0.879
12870,0.878
12871,0.879
12872,0.879
12873,0.876
12874,0.876
12875,0.878
12876,0.879
12877,0.879
12878,0.877
12879,0.872
12880,0.869
12881,0.87
12882,0.869
12883,0.869
12884,0.778
12885,0.526
12886,0.269
12887,0.121
12888,0.08518236
12889,0.042742936
12890,0.011092943
12891,0.02547515
12892,0.0031897293
12893,0.031584414
12894,0.017713039
12895,0.044613112
12896,0.019193179
12897,0.017048901
12898,-0.0014316767
12899,0.031775459
12900,0.0081990483
12901,0.024071446
12902,0.034406827
12903,0.021450794
12904,0.011610663
12905,0.050129197
12906,0.01164825
12907,0.023286956
12908,0.0041839626
12909,0.027951427
12910,0.0088226925
12911,0.046881417
12912,0.026048573
12913,0.017066569
12914,0.029114483
12915,0.016462876
12916,0.032355159
12917,0.038388472
12918,0.042057487
12919,0.039614801
12920,0.0097457265
12921,0.007907438
12922,0.040383138
12923,0.032792616
12924,0.025549061
12925,0.010389157
12926,0.042718652
12927,0.049450217
12928,0.023419629
12929,0.027495777
12930,0.016294102
12931,0.017576082
12932,-0.0005510603
12933,0.0087479783
12934,0.033674565
12935,0.027387845
12936,0.036984935
12937,0.031396562
12938,0.04156842
12939,0.0052868003
12940,0.021704474
12941,0.015898044
12942,0.049701702
12943,0.004897363
12944,0.019502075
12945,0.053201377
12946,0.04722343
12947,0.024533721
12948,0.04090401
12949,0.0090085083
12950,0.031613635
12951,0.039966842
12952,0.012950671
12953,0.04461303
12954,0.038242146
12955,0.028759487
12956,0.03949778
12957,0.021802362
12958,0.018648428
12959,0.010409098
12960,0.047547551
12961,0.00627798
12962,0.045033911
12963,0.105
12964,0.394
12965,0.686
12966,0.851
12967,0.931
12968,0.968
12969,0.978
12970,0.979
12971,0.98
12972,0.983
12973,0.984
12974,0.984
12975,0.984
12976,0.986
12977,0.986
12978,0.98
12979,0.973
12980,0.972
12981,0.978
12982,0.985
12983,0.989
12984,0.992
12985,0.995
12986,0.997
12987,0.994
12988,0.992
12989,0.993
12990,0.99
12991,0.987
12992,0.986
12993,0.985
12994,0.987
12995,0.989
12996,0.989
12997,0.988
12998,0.988
12999,0.99
13000,0.991
13001,0.989
13002,0.988
13003,0.987
13004,0.985
13005,0.984
13006,0.985
13007,0.988
13008,0.99
13009,0.989
13010,0.983
13011,0.98
13012,0.98
13013,0.981
13014,0.981
13015,0.982
13016,0.984
13017,0.986
13018,0.988
13019,0.991
13020,0.99
13021,0.99
13022,0.99
13023,0.876
13024,0.582
13025,0.296
13026,0.136
13027,0.056
13028,0.027500793
13029,0.010280259
13030,0.040636774
13031,0.0079939181
13032,0.04449515
13033,0.011943196
13034,0.042614091
13035,0.033405596
13036,0.0061839016
13037,0.013678996
13038,0.038005329
13039,0.014270193
13040,0.016118797
13041,0.023414459
13042,0.034764544
13043,0.02084741
13044,0.0020664414
13045,0.0071050825
13046,0.036437208
13047,0.03376492
13048,0.041775431
13049,0.0056139533
13050,0.044757696
13051,0.0097268786
13052,0.028145493
13053,0.027656813
13054,0.011556753
13055,0.046028478
13056,0.0094420601
13057,-0.0020770451
13058,0.038873745
13059,0.032474619
13060,0.0071527954
13061,0.0039197051
13062,0.05307535
13063,0.053260223
13064,0.042010673
13065,0.031274747
13066,0.027278669
13067,0.0069956754
13068,0.035010212
13069,0.038575011
13070,0.051579336
13071,0.050275455
13072,0.032035336
13073,0.021469677
13074,0.020353351
13075,0.054553063
13076,0.02738206
13077,0.0316043
13078,0.020921374
13079,0.02440597
13080,0.011517743
13081,0.043244872
13082,0.031321507
13083,0.011484453
13084,0.021563139
13085,0.049804373
13086,0.0026889588
13087,0.016859495
13088,0.02593695
13089,0.038724343
13090,0.023147562
13091,0.048256042
13092,0.121
13093,0.44
13094,0.759
13095,0.935
13096,1.018
13097,1.059
13098,1.078
13099,1.081
13100,1.081
13101,1.079
13102,1.076
13103,1.074
13104,1.072
13105,1.073
13106,1.072
13107,1.07
13108,1.071
13109,1.072
13110,1.073
13111,1.077
13112,1.08
13113,1.079
13114,1.077
13115,1.078
13116,1.08
13117,1.08
13118,1.08
13119,1.084
13120,1.088
13121,1.089
13122,1.085
13123,1.079
13124,1.074
13125,1.074
13126,1.074
13127,1.071
13128,1.069
13129,1.069
13130,1.072
13131,1.075
13132,1.076
13133,1.079
13134,0.965
13135,0.648
13136,0.324
13137,0.144
13138,0.06
13139,0.049185019
13140,0.0217617
13141,0.0092052571
13142,0.014861455
13143,0.046787888
13144,0.018152468
13145,0.020922021
13146,0.016320252
13147,0.025892056
13148,0.051081797
13149,0.052960452
13150,0.04268561
13151,-4.499074e-05
13152,0.043411733
13153,0.037702695
13154,0.038093202
13155,0.051339729
13156,0.038380473
13157,0.03648627
13158,0.0017527494
13159,0.014743472
13160,0.040399895
13161,0.01739144
13162,-0.0022589953
13163,0.030514132
13164,0.01293371
13165,0.02377007
13166,0.02696627
13167,0.01447535
13168,0.031511017
13169,0.032188768
13170,0.01961025
13171,0.020120201
13172,0.030597654
13173,0.035181613
13174,0.0057944275
13175,0.042255706
13176,0.048807845
13177,0.0071010958
13178,0.028918798
13179,0.01992726
13180,0.051101056
13181,0.035390144
13182,0.055810432
13183,0.013284922
13184,0.012437374
13185,0.047674668
13186,0.037441066
13187,0.037150821
13188,0.037892972
13189,0.013685331
13190,-0.0059742938
13191,0.012082105
13192,0.003552457
13193,0.027971627
13194,0.0039561203
13195,0.039528347
13196,0.01149808
13197,0.013929833
13198,0.033931628
13199,0.02637006
13200,0.031923521
13201,0.014763808
13202,0.019910527
13203,0.021346736
13204,0.017164114
13205,0.0068067374
13206,0.00091114414
13207,0.023845228
13208,0.038010708
13209,0.040681309
13210,0.019578406
13211,0.011349328
13212,0.045815601
13213,0.010623455
13214,0.037806052
13215,0.022063829
13216,0.025176118
13217,0.029370655
13218,0.038303886
13219,0.055959929
13220,0.127
13221,0.452
13222,0.777
13223,0.958
13224,1.043
13225,1.081
13226,1.095
13227,1.098
13228,1.098
13229,1.098
13230,1.097
13231,1.095
13232,1.098
13233,1.103
13234,1.101
13235,1.097
13236,1.095
13237,1.098
13238,1.1
13239,1.097
13240,1.096
13241,1.097
13242,1.099
13243,1.101
13244,1.1
13245,1.097
13246,1.099
13247,1.103
13248,1.105
13249,1.103
13250,1.104
13251,1.107
13252,1.103
13253,1.099
13254,1.097
13255,1.094
13256,1.097
13257,1.102
13258,1.104
13259,1.103
13260,1.101
13261,1.099
13262,1.098
13263,1.101
13264,1.104
13265,1.105
13266,1.105
13267,1.105
13268,1.104
13269,0.982
13270,0.652
13271,0.325
13272,0.146
13273,0.063
13274,0.026500957
13275,0.018544774
13276,0.029314947
13277,0.033786013
13278,0.027436899
13279,0.0072822716
13280,0.022626098
13281,0.038508667
13282,0.0069278456
13283,0.020222106
13284,0.046918641
13285,0.053447364
13286,0.0036784265
13287,0.014910008
13288,0.0076331625
13289,0.033179524
13290,0.0010795634
13291,0.01520065
13292,0.043346603
13293,0.03995964
13294,0.027366787
13295,0.0062098605
13296,-0.0059529763
13297,0.005013119
13298,0.04278636
13299,0.040648203
13300,0.038644892
13301,0.047031718
13302,0.031575171
13303,0.037049597
13304,0.013214963
13305,0.029057576
13306,0.013555725
13307,0.0098535434
13308,0.0155852
13309,0.02022075
13310,0.0012811568
13311,0.0056213175
13312,0.044978367
13313,0.037892619
13314,0.037313263
13315,0.042203669
13316,0.029823285
13317,0.026683914
13318,0.035003022
13319,0.0075644023
13320,0.018015665
13321,0.020317339
13322,0.037902284
13323,0.0078620985
13324,0.018730009
13325,0.043309393
13326,0.034489651
13327,0.045718501
13328,0.038887092
13329,0.03525576
13330,0.017163449
13331,0.010135379
13332,0.029326061
13333,0.046709372
13334,0.0221655
13335,0.024374804
13336,0.015920242
13337,0.00720232
13338,0.0065639604
13339,0.00057946641
13340,0.036468789
13341,0.034763656
13342,0.045244086
13343,0.046771974
13344,0.031336335
13345,0.0020840409
13346,0.156
13347,0.58
13348,1.003
13349,1.239
13350,1.351
13351,1.402
13352,1.42
13353,1.425
13354,1.428
13355,1.431
13356,1.435
13357,1.435
13358,1.434
13359,1.434
13360,1.435
13361,1.434
13362,1.432
13363,1.431
13364,1.43
13365,1.429
13366,1.432
13367,1.436
13368,1.44
13369,1.441
13370,1.439
13371,1.435
13372,1.432
13373,1.432
13374,1.432
13375,1.432
13376,1.433
13377,1.434
13378,1.433
13379,1.431
13380,1.431
13381,1.432
13382,1.433
13383,1.435
13384,1.438
13385,1.437
13386,1.436
13387,1.437
13388,1.435
13389,1.433
13390,1.433
13391,1.275
13392,0.851
13393,0.424
13394,0.187
13395,0.078
13396,0.080460175
13397,0.064770449
13398,0.033097021
13399,0.036085828
13400,0.039710791
13401,0.010848927
13402,0.050523572
13403,0.040923328
13404,0.040419317
13405,0.029136421
13406,0.0081758319
13407,0.047115366
13408,0.036276981
13409,0.026479495
13410,-0.0025607944
13411,0.0084009573
13412,-0.0007411197
13413,-0.0021169272
13414,0.019496786
13415,0.046859294
13416,0.053441173
13417,0.019824777
13418,0.01649081
13419,0.024565498
13420,0.036301212
13421,0.037873028
13422,0.034913241
13423,0.013181905
13424,0.01942251
13425,0.046000935
13426,0.045485065
13427,0.023048381
13428,0.0058032878
13429,0.032476792
13430,0.011580762
13431,0.015239473
13432,0.035635444
13433,0.01917936
13434,0.032271006
13435,0.00025584007
13436,-0.00074692161
13437,0.034020445
13438,0.045219753
13439,0.046476453
13440,0.016498335
13441,0.022994368
13442,0.023153494
13443,0.044616447
13444,0.029585695
13445,0.033161251
13446,0.044435807
13447,0.04547936
13448,0.044428143
13449,0.021978401
13450,0.025657619
13451,0.0090144858
13452,0.035950939
13453,0.012248738
13454,0.023050121
13455,0.044841229
13456,0.020702084
13457,0.0043924735
13458,0.012159201
13459,0.0090166388
13460,0.029315982
13461,0.038945554
13462,0.045572081
13463,0.036965746
13464,0.031784811
13465,0.030093218
13466,0.0021292431
13467,0.015382592
13468,0.043892888
13469,0.041077029
13470,0.033884236
13471,0.010881997
13472,0.15
13473,0.584
13474,1.021
13475,1.264
13476,1.378
13477,1.426
13478,1.443
13479,1.448
13480,1.453
13481,1.46
13482,1.464
13483,1.462
13484,1.457
13485,1.454
13486,1.455
13487,1.462
13488,1.466
13489,1.463
13490,1.459
13491,1.457
13492,1.456
13493,1.455
13494,1.455
13495,1.454
13496,1.455
13497,1.455
13498,1.453
13499,1.455
13500,1.459
13501,1.459
13502,1.455
13503,1.452
13504,1.452
13505,1.453
13506,1.451
13507,1.451
13508,1.452
13509,1.454
13510,1.457
13511,1.457
13512,1.457
13513,1.456
13514,1.454
13515,1.453
13516,1.455
13517,1.455
13518,1.454
13519,1.454
13520,1.454
13521,1.455
13522,1.455
13523,1.455
13524,1.457
13525,1.455
13526,1.453
13527,1.455
13528,1.46
13529,1.462
13530,1.46
13531,1.459
13532,1.458
13533,1.457
13534,1.457
13535,1.453
13536,1.449
13537,1.449
13538,1.291
13539,0.861
13540,0.43
13541,0.191
13542,0.078
13543,0.032733274
13544,0.019149576
13545,0.014552905
13546,-0.0021242781
13547,0.038158023
13548,0.035009723
13549,0.034939318
13550,-0.0032863082
13551,0.03608444
13552,0.043821716
13553,0.0058938171
13554,0.0090869412
13555,0.034831262
13556,0.00021135431
13557,0.010127583
13558,0.020756627
13559,0.035904768
13560,0.029076519
13561,0.035726323
13562,0.0070807971
13563,0.0062977601
13564,0.028235116
13565,0.010795011
13566,0.038931846
13567,0.0086990581
13568,0.012249074
13569,0.035137421
13570,0.023766794
13571,0.014008362
13572,0.027378671
13573,0.04766055
13574,0.036384243
13575,0.043945332
13576,0.054521929
13577,0.050432294
13578,0.060973326
13579,0.042091391
13580,0.01123191
13581,0.041894191
13582,0.022849782
13583,0.016842293
13584,0.0038639292
13585,0.035798257
13586,0.034333377
13587,0.042449699
13588,0.0076300327
13589,0.02743467
13590,0.024581011
13591,0.014040673
13592,0.051923251
13593,0.029098027
13594,0.035679258
13595,0.037556245
13596,0.028614962
13597,0.036816826
13598,0.050307609
13599,0.033102005
13600,0.024330361
13601,0.0080931508
13602,0.050639782
13603,0.035461442
13604,0.0025940506
13605,0.029246795
13606,0.098
13607,0.36
13608,0.623
13609,0.771
13610,0.838
13611,0.866
13612,0.88
13613,0.883
13614,0.882
13615,0.881
13616,0.881
13617,0.882
13618,0.881
13619,0.879
13620,0.879
13621,0.879
13622,0.876
13623,0.876
13624,0.881
13625,0.886
13626,0.887
13627,0.884
13628,0.882
13629,0.881
13630,0.88
13631,0.883
13632,0.888
13633,0.89
13634,0.889
13635,0.885
13636,0.878
13637,0.876
13638,0.878
13639,0.877
13640,0.876
13641,0.879
13642,0.883
13643,0.884
13644,0.881
13645,0.877
13646,0.877
13647,0.881
13648,0.886
13649,0.89
13650,0.892
13651,0.89
13652,0.884
13653,0.881
13654,0.878
13655,0.876
13656,0.875
13657,0.877
13658,0.883
13659,0.89
13660,0.893
13661,0.89
13662,0.881
13663,0.876
13664,0.875
13665,0.876
13666,0.877
13667,0.875
13668,0.875
13669,0.882
13670,0.888
13671,0.791
13672,0.528
13673,0.265
13674,0.123
13675,0.058
13676,0.060758613
13677,0.011012946
13678,0.021274065
13679,0.034039586
13680,0.017961313
13681,-0.0025390937
13682,0.0093121557
13683,0.035697133
13684,0.043181563
13685,0.028911103
13686,0.020621919
13687,0.011948983
13688,0.050507884
13689,0.045846906
13690,-0.0024621644
13691,0.001611942
13692,0.0023357415
13693,0.033922965
13694,0.011080999
13695,0.041326301
13696,0.029521174
13697,0.033956136
13698,0.0096970203
13699,0.0042314097
13700,0.042028857
13701,0.043564211
13702,0.021588933
13703,0.034027652
13704,0.02939987
13705,0.02805349
13706,-0.0061010573
13707,-0.0020419579
13708,0.0077367451
13709,0.026477804
13710,0.037602099
13711,0.034399517
13712,0.047998206
13713,0.0066131043
13714,0.0415149
13715,0.032312866
13716,0.024579792
13717,0.0074428803
13718,0.020678251
13719,0.029617766
13720,0.0048770243
13721,0.051664068
13722,0.048848365
13723,0.025422318
13724,0.013523649
13725,0.0099844043
13726,0.026346398
13727,0.049570188
13728,0.027311037
13729,0.02408355
13730,0.045655031
13731,0.01098841
13732,0.116
13733,0.417
13734,0.719
13735,0.89
13736,0.971
13737,1.004
13738,1.013
13739,1.016
13740,1.021
13741,1.025
13742,1.027
13743,1.029
13744,1.031
13745,1.03
13746,1.029
13747,1.028
13748,1.025
13749,1.022
13750,1.024
13751,1.027
13752,1.029
13753,1.029
13754,1.025
13755,1.02
13756,1.021
13757,1.024
13758,1.024
13759,1.024
13760,1.022
13761,1.02
13762,1.021
13763,1.023
13764,1.023
13765,1.024
13766,1.027
