Time,root.Plane.d0.s0
18040,-0.036948081
18041,0.057390406
18042,0.098291393
18043,0.27624161
18044,0.39519292
18045,0.47860424
18046,0.57550472
18047,0.69228549
18048,0.82806543
18049,0.88032516
18050,0.67512773
18051,0.47085067
18052,0.37294464
18053,0.49509022
18054,0.33586074
18055,0.12429888
18056,-0.084106374
18057,-0.26100042
18058,-0.40855147
18059,-0.54228823
18060,-0.66018297
18061,-0.76319396
18062,-0.83032037
18063,-0.62290241
18064,-0.47281767
18065,-0.24130226
18066,-0.0048476719
18067,0.19177004
18068,0.18994749
18069,0.41884167
18070,0.66486749
18071,0.91058728
18072,1.156926
18073,1.4034638
18074,1.6503738
18075,1.8652959
18076,1.6405814
18077,1.3972083
18078,1.1520048
18079,0.904659
18080,0.65710736
18081,0.40998633
18082,0.17287343
18083,-0.055798561
18084,-0.28380779
18085,-0.51955803
18086,-0.74016193
18087,-0.86774358
18088,-0.80116443
18089,-0.69089628
18090,-0.58502345
18091,-0.44173796
18092,-0.30493688
18093,-0.091695354
18094,0.15070929
18095,0.15096288
18096,0.14140252
18097,0.31649139
18098,0.57649026
18099,0.57045994
18100,0.45601027
18101,0.35439969
18102,0.243285
18103,0.1938434
18104,0.063044119
18105,-0.12772581
18106,-0.097511371
18107,-0.33299513
18108,-0.56801464
18109,-0.7026872
18110,-0.64973076
18111,-0.8178169
18112,-1.0331486
18113,-1.2067903
18114,-1.3260288
18115,-1.3630403
18116,-1.2815056
18117,-1.1983666
18118,-1.1906228
18119,-1.430658
18120,-1.4966445
18121,-1.4666833
18122,-1.3736823
18123,-1.2431845
18124,-1.0562392
18125,-0.8167638
18126,-0.56758617
18127,-0.33404388
18128,-0.098689634
18129,0.076400283
18130,0.082979379
18131,0.13387317
18132,0.33541066
18133,0.52068622
18134,0.6787597
18135,0.85222741
18136,0.99023872
18137,1.1852262
18138,1.4183959
18139,1.6576308
18140,1.8967773
18141,2.1370487
18142,2.3748708
18143,2.5816245
18144,2.5581433
18145,2.2776744
18146,2.0090886
18147,1.7442302
18148,1.4745493
18149,1.215559
18150,0.95414307
18151,0.69287581
18152,0.43163691
18153,0.17092037
18154,-0.089816992
18155,-0.043449271
18156,-0.13374605
18157,-0.3799356
18158,-0.61138539
18159,-0.82882384
18160,-1.0267969
18161,-1.1968919
18162,-1.3487731
18163,-1.4617161
18164,-1.4375723
18165,-1.258302
18166,-1.0625874
18167,-0.85435588
18168,-0.63653522
18169,-0.41715631
18170,-0.18021552
18171,0.049475171
18172,0.28961995
18173,0.53269822
18174,0.77818688
18175,1.022906
18176,1.2681842
18177,1.4321874
18178,1.5349721
18179,1.5095054
18180,1.2541871
18181,0.99813015
18182,0.74245851
18183,0.48724998
18184,0.23260494
18185,-0.021569305
18186,-0.27442803
18187,-0.52663279
18188,-0.77924418
18189,-1.0257898
18190,-1.2773734
18191,-1.5208364
18192,-1.7592142
18193,-1.9897657
18194,-1.979874
18195,-1.712262
18196,-1.3504891
18197,-0.98778346
18198,-0.64028736
18199,-0.27686536
18200,0.086843252
18201,0.39434946
18202,0.55453998
18203,0.50213686
18204,0.3397937
18205,0.16864654
18206,0.0089419583
18207,-0.13762427
18208,-0.30632999
18209,-0.13623381
18210,0.11474619
18211,0.35307312
18212,0.41431939
18213,0.14483874
18214,-0.1155721
18215,-0.37022917
18216,-0.47164412
18217,-0.3243611
18218,-0.17685884
18219,-0.31881042
18220,-0.43434075
18221,-0.31498034
18222,-0.10162546
18223,0.16513212
18224,0.43209904
18225,0.53235509
18226,0.30338991
18227,0.061763792
18228,0.12308128
18229,0.31112672
18230,0.48512848
18231,0.53976432
18232,0.40380489
18233,0.13020697
18234,-0.15832542
18235,-0.44631192
18236,-0.74848655
18237,-1.0351637
18238,-1.3212679
18239,-1.5796139
18240,-1.7583684
18241,-1.7873352
18242,-1.5362682
18243,-1.2876251
18244,-1.0358654
18245,-0.78189652
18246,-0.52634242
18247,-0.27381772
18248,-0.020799942
18249,0.23788874
18250,0.49710283
18251,0.74881373
18252,1.0090061
18253,1.2620303
18254,1.3769487
18255,1.2909311
18256,1.1664199
18257,0.88412445
18258,0.61200478
18259,0.34105815
18260,0.076380297
18261,-0.18352844
18262,-0.43640344
18263,-0.68086889
18264,-0.91523061
18265,-1.1340068
18266,-1.2367621
18267,-1.1681074
18268,-1.0756367
18269,-0.9660275
18270,-0.82461654
18271,-0.67117567
18272,-0.49088896
18273,-0.29847564
18274,-0.073314663
18275,0.00026290407
18276,-0.073577027
18277,0.14204337
18278,0.38844635
18279,0.64295725
18280,0.89802816
18281,1.1361291
18282,1.3738712
18283,1.6180595
18284,1.8633375
18285,2.11027
18286,2.3555098
18287,2.5623011
18288,2.4954897
18289,2.3248354
18290,2.1273749
18291,1.930026
18292,1.7299169
18293,1.5329401
18294,1.333547
18295,1.1395181
18296,0.9477126
18297,0.75156676
18298,0.55675165
18299,0.36160777
18300,0.16789732
18301,0.0032859957
18302,-0.18670893
18303,-0.30812511
18304,-0.46328531
18305,-0.65211452
18306,-0.83909884
18307,-0.96954536
18308,-1.1193722
18309,-1.2457604
18310,-1.3436497
18311,-1.3965875
18312,-1.4217023
18313,-1.3080141
18314,-1.1869041
18315,-1.0031357
18316,-0.9487563
18317,-1.0374981
18318,-1.1362793
18319,-1.2105973
18320,-1.2798389
18321,-1.1863802
18322,-1.2126514
18323,-1.1175488
18324,-0.97559524
18325,-0.8136208
18326,-0.63557119
18327,-0.43442538
18328,-0.22500841
18329,-0.015735355
18330,0.1809995
18331,0.3349464
18332,0.44617617
18333,0.60492399
18334,0.72459868
18335,0.78775888
18336,0.6894608
18337,0.54233413
18338,0.41001632
18339,0.27329656
18340,0.14244961
18341,0.023211488
18342,-0.085654298
18343,-0.20708984
18344,-0.29189037
18345,-0.38006009
18346,-0.45689313
18347,-0.52138592
18348,-0.56597396
18349,-0.40554578
18350,-0.23344981
18351,-0.069563149
18352,0.099783493
18353,0.27655969
18354,0.46560061
18355,0.64967134
18356,0.82760797
18357,0.92236028
18358,0.94931933
18359,0.91381036
18360,0.93869791
18361,1.1282916
18362,1.2775722
18363,1.4682644
18364,1.4103801
18365,1.25441
18366,1.0887568
18367,0.899218
18368,0.70979991
18369,0.51944295
18370,0.32912479
18371,0.13760043
18372,-0.053910373
18373,-0.24423263
18374,-0.4357557
18375,-0.59779457
18376,-0.57191128
18377,-0.51390877
18378,-0.45092552
18379,-0.37876225
18380,-0.28807052
18381,-0.19948097
18382,-0.087650939
18383,0.016379041
18384,0.12830236
18385,0.24733032
18386,0.34921778
18387,0.29618606
18388,0.15323043
18389,0.01549371
18390,-0.12018149
18391,-0.31914029
18392,-0.48716565
18393,-0.63318517
18394,-0.77140332
18395,-0.9003571
18396,-1.0362254
18397,-1.1599739
18398,-1.2691671
18399,-1.35194
18400,-1.4076094
18401,-1.4411326
18402,-1.4165181
18403,-1.3142356
18404,-1.199976
18405,-1.1201
18406,-1.264621
18407,-1.3938902
18408,-1.3249868
18409,-1.2505838
18410,-1.1580042
18411,-1.0480089
18412,-0.87720886
18413,-0.69396286
18414,-0.51801979
18415,-0.36480403
18416,-0.23475686
18417,-0.044344133
18418,0.15390001
18419,0.34112129
18420,0.52846748
18421,0.7054821
18422,0.87574737
18423,1.0691644
18424,1.252141
18425,1.4357536
18426,1.6199275
18427,1.8045994
18428,1.9897155
18429,2.1752289
18430,2.3495804
18431,2.4990398
18432,2.3872074
18433,2.2351818
18434,2.0439525
18435,1.85275
18436,1.6615746
18437,1.4710887
18438,1.3016903
18439,1.1112692
18440,0.91995361
18441,0.72866303
18442,0.5386306
18443,0.34747228
18444,0.15636231
18445,-0.034690252
18446,-0.22567354
18447,-0.41273954
18448,-0.50425267
18449,-0.62263949
18450,-0.80350438
18451,-0.98804201
18452,-1.1340793
18453,-1.2649202
18454,-1.3652829
18455,-1.4380151
18456,-1.493429
18457,-1.5039318
18458,-1.4423462
18459,-1.3580258
18460,-1.2254036
18461,-1.0775319
18462,-1.1387504
18463,-1.2164905
18464,-1.2954954
18465,-1.3364804
18466,-1.2981708
18467,-1.2498458
18468,-1.1484537
18469,-1.0138341
18470,-0.85346698
18471,-0.6970576
18472,-0.52964834
18473,-0.34132081
18474,-0.15484419
18475,0.039871384
18476,0.22129882
18477,0.38101423
18478,0.49832313
18479,0.66089205
18480,0.7676684
18481,0.78738837
18482,0.66184016
18483,0.52674715
18484,0.40522974
18485,0.27512313
18486,0.16713965
18487,0.057620471
18488,-0.040518156
18489,-0.13975649
18490,-0.21102833
18491,-0.28959898
18492,-0.33733469
18493,-0.39173676
18494,-0.28482783
18495,-0.10114612
18496,0.082969964
18497,0.26991757
18498,0.45514925
18499,0.64347579
18500,0.83222859
18501,1.002531
18502,1.0573219
18503,1.1471989
18504,1.3207257
18505,1.5141927
18506,1.5327406
18507,1.3451456
18508,1.1589668
18509,0.96856597
18510,0.78074841
18511,0.59072801
18512,0.39813817
18513,0.21123038
18514,0.02503606
18515,-0.16030701
18516,-0.34391828
18517,-0.40534501
18518,-0.36826759
18519,-0.31796619
18520,-0.24886661
18521,-0.18075696
18522,-0.095531205
18523,0.015840122
18524,0.11706126
18525,0.21575063
18526,0.34950236
18527,0.46119619
18528,0.58498221
18529,0.64045271
18530,0.49681797
18531,0.34562024
18532,0.22589985
18533,0.03772452
18534,-0.14092331
18535,-0.33270049
18536,-0.49938001
18537,-0.65717395
18538,-0.81313484
18539,-0.97749884
18540,-1.1074253
18541,-1.2196401
18542,-1.3107431
18543,-1.3341349
18544,-1.2732109
18545,-1.176048
18546,-1.0994647
18547,-1.0591676
18548,-1.2327673
18549,-1.3562953
18550,-1.4254906
18551,-1.3796415
18552,-1.3359862
18553,-1.2628858
18554,-1.1517077
18555,-1.0299297
18556,-0.85137727
18557,-0.67077956
18558,-0.51032308
18559,-0.44688948
18560,-0.26551526
18561,-0.07634058
18562,0.11611199
18563,0.30282672
18564,0.49018044
18565,0.68038559
18566,0.87302492
18567,1.0611747
18568,1.2517254
18569,1.4440403
18570,1.6100297
18571,1.6723352
18572,1.862922
18573,2.0529286
18574,2.2421362
18575,2.3882141
18576,1.314357
18577,1.1491297
18578,1.0547483
18579,0.91347764
18580,0.75662678
18581,0.576411
18582,0.49757817
18583,0.54202071
18584,0.5975391
18585,0.66361385
18586,0.73960938
18587,0.80920576
18588,0.71119998
18589,0.51565993
18590,0.30478553
18591,0.12639009
18592,-0.074976411
18593,-0.26871722
18594,-0.43619397
18595,-0.62293163
18596,-0.81290548
18597,-1.0001917
18598,-1.1846732
18599,-1.3651823
18600,-1.5398585
18601,-1.7056102
18602,-1.8349308
18603,-1.7734317
18604,-1.6095191
18605,-1.4276096
18606,-1.2471983
18607,-1.0598606
18608,-0.87528858
18609,-0.68215973
18610,-0.49225309
18611,-0.29920674
18612,-0.20025487
18613,-0.071200887
18614,-0.0018470326
18615,-0.091242246
18616,0.057825704
18617,0.091043117
18618,0.042054969
18619,-0.029291877
18620,-0.11409492
18621,-0.21567093
18622,-0.36174368
18623,-0.50491704
18624,-0.65089409
18625,-0.7673661
18626,-0.85291987
18627,-0.91408336
18628,-0.95348632
18629,-0.97342187
18630,-0.91611758
18631,-0.74156995
18632,-0.56038495
18633,-0.3878587
18634,-0.20667829
18635,-0.027763929
18636,0.15760378
18637,0.32389474
18638,0.51221604
18639,0.69541199
18640,0.86670186
18641,0.87940021
18642,0.96584061
18643,1.1610598
18644,1.3557581
18645,1.5505276
18646,1.7450785
18647,1.9400871
18648,2.1354325
18649,2.3314656
18650,2.5281877
18651,2.5037606
18652,2.3123429
18653,2.1217788
18654,1.9317228
18655,1.739756
18656,1.5476738
18657,1.3559748
18658,1.1647159
18659,0.97396628
18660,0.89126705
18661,0.83250676
18662,0.66217592
18663,0.48123403
18664,0.30219579
18665,0.11314787
18666,-0.061932658
18667,-0.24093152
18668,-0.40961185
18669,-0.58193731
18670,-0.77552865
18671,-0.86795965
18672,-0.89600902
18673,-0.85506355
18674,-0.81900084
18675,-0.76009803
18676,-0.67010157
18677,-0.53871454
18678,-0.43380222
18679,-0.30308304
18680,-0.22581285
18681,-0.16698908
18682,-0.12766269
18683,-0.098665466
18684,-0.24084634
18685,-0.17937551
18686,-0.21290747
18687,-0.34703373
18688,-0.45629905
18689,-0.64369592
18690,-0.83634576
18691,-1.0276723
18692,-1.2171739
18693,-1.4040327
18694,-1.5869313
18695,-1.7456805
18696,-1.7237111
18697,-1.5934713
18698,-1.4433601
18699,-1.2802224
18700,-1.1024577
18701,-0.91583273
18702,-0.72481025
18703,-0.53420351
18704,-0.35383417
18705,-0.14675173
18706,0.048486378
18707,0.22622063
18708,0.43702902
18709,0.62267751
18710,0.65191058
18711,0.59197885
18712,0.54273886
18713,0.5046792
18714,0.47820865
18715,0.56664772
18716,0.76157252
18717,0.95654236
18718,1.1548057
18719,1.3154011
18720,2.7362457
18721,2.5402649
18722,2.3295974
18723,2.119697
18724,1.9103053
18725,1.7015153
18726,1.4930581
18727,1.2850476
18728,1.0773458
18729,0.870048
18730,0.66406503
18731,0.46768362
18732,0.28500505
18733,0.11204249
18734,-0.068850577
18735,-0.26104342
18736,-0.45082535
18737,-0.64393948
18738,-0.82814324
18739,-1.0157909
18740,-1.1930093
18741,-1.3715414
18742,-1.5051668
18743,-1.5406492
18744,-1.5518352
18745,-1.5354628
18746,-1.4779092
18747,-1.385366
18748,-1.2691309
18749,-1.1233476
18750,-0.9712802
18751,-0.7847896
18752,-0.58211468
18753,-0.38696087
18754,-0.16308476
18755,0.02414913
18756,0.078420513
18757,0.14188095
18758,0.21611036
18759,0.24052467
18760,0.15638
18761,-0.0031852098
18762,-0.15611916
18763,-0.30154778
18764,-0.44770466
18765,-0.57746566
18766,-0.69104842
18767,-0.80080091
18768,-0.87148839
18769,-0.70882152
18770,-0.50002951
18771,-0.22606489
18772,0.052879011
18773,0.33410783
18774,0.5380698
18775,0.70056374
18776,0.80142029
18777,0.75855242
18778,0.70967409
18779,0.67106707
18780,0.64949844
18781,0.64407097
18782,0.62262941
18783,0.43924347
18784,0.24220566
18785,0.039803783
18786,-0.20306293
18787,-0.37788889
18788,-0.54439034
18789,-0.5289948
18790,-0.55153896
18791,-0.63080566
18792,-0.50198174
18793,-0.70749611
18794,-0.5400923
18795,-0.5550593
18796,-0.54515522
18797,-0.33246172
18798,-0.14705903
18799,0.098065886
18800,0.31464577
18801,0.51743011
18802,0.62834816
18803,0.64303298
18804,0.66049199
18805,0.68274974
18806,0.71380558
18807,0.74617315
18808,0.75525119
18809,0.61918199
18810,0.44736455
18811,0.21302421
18812,-0.066089376
18813,-0.30007968
18814,-0.47736194
18815,-0.59085873
18816,-0.71943264
18817,-0.63440875
18818,-0.51088504
18819,-0.39008535
18820,-0.2444605
18821,-0.10059232
18822,0.050093105
18823,0.17578908
18824,0.17944986
18825,0.085208844
18826,0.037784872
18827,-0.11322738
18828,-0.29719136
18829,-0.50039308
18830,-0.69369591
18831,-0.87515464
18832,-1.0320448
18833,-1.1537238
18834,-1.290196
18835,-1.3928709
18836,-1.4750453
18837,-1.5114455
18838,-1.5338375
18839,-1.5132751
18840,-1.4724528
18841,-1.3319878
18842,-1.1604417
18843,-0.98392599
18844,-0.80330302
18845,-0.61927936
18846,-0.44084812
18847,-0.25456632
18848,-0.074312204
18849,0.088424251
18850,0.2459445
18851,0.40614433
18852,0.57492359
18853,0.76874688
18854,0.97086434
18855,1.1766563
18856,1.3797183
18857,1.5832688
18858,1.7848018
18859,1.9892581
18860,2.1941277
18861,2.3972747
18862,2.5992257
18863,2.7375343
18864,2.7564548
18865,2.5350638
18866,2.3046669
18867,2.0782689
18868,1.8508927
18869,1.6278003
18870,1.4036612
18871,1.1807618
18872,0.95845948
18873,0.73671169
18874,0.54738951
18875,0.36939065
18876,0.21310289
18877,0.028759482
18878,-0.1769969
18879,-0.38197388
18880,-0.58273284
18881,-0.78260623
18882,-0.97923141
18883,-1.1717413
18884,-1.3591699
18885,-1.4514503
18886,-1.4900355
18887,-1.4830584
18888,-1.4779856
18889,-1.427735
18890,-1.350095
18891,-1.2379219
18892,-1.1148602
18893,-0.97903975
18894,-0.81657432
18895,-0.64388979
18896,-0.45859668
18897,-0.26267518
18898,-0.058386012
18899,0.0304019
18900,0.13774578
18901,0.17996294
18902,0.22007809
18903,0.15652568
18904,-0.020448031
18905,-0.19237346
18906,-0.35591984
18907,-0.50931832
18908,-0.65200003
18909,-0.77961666
18910,-0.9000892
18911,-0.78088935
18912,-0.64420952
18913,-0.40735762
18914,-0.15684912
18915,0.10675399
18916,0.35690712
18917,0.54185527
18918,0.71558911
18919,0.88351124
18920,0.79443048
18921,0.73130647
18922,0.68639113
18923,0.64492993
18924,0.61870368
18925,0.61842013
18926,0.53324879
18927,0.41647608
18928,0.23326845
18929,0.027710126
18930,-0.20113609
18931,-0.38346536
18932,-0.60365777
18933,-0.54362417
18934,-0.66873434
18935,-0.60969379
18936,-0.62221025
18937,-0.56039606
18938,-0.63306108
18939,-0.50711685
18940,-0.28929854
18941,-0.069372224
18942,0.13628244
18943,0.34591156
18944,0.55809166
18945,0.62263678
18946,0.6345801
18947,0.65685504
18948,0.67376224
18949,0.71279191
18950,0.74656009
18951,0.73461404
18952,0.57300772
18953,0.3630442
18954,0.12667383
18955,-0.12753111
18956,-0.36393832
18957,-0.54518941
18958,-0.67016636
18959,-0.77501567
18960,-0.67277809
18961,-0.55097548
18962,-0.41676256
18963,-0.27454611
18964,-0.13502799
18965,0.030323218
18966,0.15719131
18967,0.16214426
18968,0.1083897
18969,0.048825793
18970,-0.11017809
18971,-0.28035845
18972,-0.45693646
18973,-0.63424296
18974,-0.80168987
18975,-0.96727432
18976,-1.0844366
18977,-1.2152732
18978,-1.3129792
18979,-1.390432
18980,-1.449932
18981,-1.4938193
18982,-1.4985542
18983,-1.4782683
18984,-1.4366362
18985,-1.3163482
18986,-1.1314733
18987,-0.95448589
18988,-0.76062499
18989,-0.575147
18990,-0.3838553
18991,-0.19428049
18992,0.00012649703
18993,0.14957883
18994,0.29615253
18995,0.44685475
18996,0.61055793
18997,0.79970459
18998,1.0095048
18999,1.213807
19000,1.4246499
19001,1.6358436
19002,1.8419041
19003,2.0485632
19004,2.25576
19005,2.4634405
19006,2.6622337
19007,2.7607828
19008,2.4453333
19009,2.2530528
19010,2.060927
19011,1.8690982
19012,1.6764394
19013,1.4850014
19014,1.2931519
19015,1.1023815
19016,0.90994832
19017,0.71864545
19018,0.52634142
19019,0.33408793
19020,0.1418943
19021,-0.050227753
19022,-0.24265344
19023,-0.42871271
19024,-0.51828281
19025,-0.64066647
19026,-0.82515778
19027,-1.0067466
19028,-1.1396021
19029,-1.2583794
19030,-1.3536964
19031,-1.4221522
19032,-1.4711607
19033,-1.4751322
19034,-1.3876239
19035,-1.2969542
19036,-1.150522
19037,-1.0404305
19038,-1.1199273
19039,-1.1973119
19040,-1.2728264
19041,-1.3124737
19042,-1.2334457
19043,-1.2023662
19044,-1.1143087
19045,-0.97320613
19046,-0.81733834
19047,-0.65770155
19048,-0.47891795
19049,-0.29258466
19050,-0.10015937
19051,0.097220636
19052,0.27007664
19053,0.41003883
19054,0.55524442
19055,0.69125653
19056,0.8047357
19057,0.73836788
19058,0.60445662
19059,0.46401169
19060,0.34146858
19061,0.22297248
19062,0.10431755
19063,0.0045241911
19064,-0.1006348
19065,-0.19645055
19066,-0.26611437
19067,-0.33982351
19068,-0.38461277
19069,-0.39015193
19070,-0.2096381
19071,-0.025567534
19072,0.15992213
19073,0.34689418
19074,0.53426198
19075,0.72435795
19076,0.91336059
19077,1.0051294
19078,1.0206366
19079,1.2027337
19080,1.3971513
19081,1.5160642
19082,1.4224448
19083,1.2534514
19084,1.0637915
19085,0.89525537
19086,0.6976708
19087,0.50860533
19088,0.31998388
19089,0.1319616
19090,-0.055346515
19091,-0.24179467
19092,-0.42872545
19093,-0.4225169
19094,-0.37803751
19095,-0.32026081
19096,-0.2500263
19097,-0.16826067
19098,-0.075930124
19099,0.025991573
19100,0.13656807
19101,0.25491604
19102,0.38021807
19103,0.50038206
19104,0.60574196
19105,0.57560968
19106,0.44897054
19107,0.30387173
19108,0.19281892
19109,0.013417208
19110,-0.16930225
19111,-0.35598791
19112,-0.52286819
19113,-0.68101258
19114,-0.83796398
19115,-0.99141569
19116,-1.1293702
19117,-1.2338417
19118,-1.3095415
19119,-1.2961038
19120,-1.2258398
19121,-1.1258818
19122,-1.0394963
19123,-1.0366931
19124,-1.2125846
19125,-1.335939
19126,-1.4154202
19127,-1.3930738
19128,-1.3462143
19129,-1.2734574
19130,-1.166322
19131,-1.0537909
19132,-0.88008962
19133,-0.70369993
19134,-0.52646887
19135,-0.486539
19136,-0.30802939
19137,-0.11765723
19138,0.073010793
19139,0.26165083
19140,0.45083252
19141,0.64234051
19142,0.83219674
19143,1.0240193
19144,1.2143831
19145,1.4050226
19146,1.5953685
19147,1.7858908
19148,1.9763335
19149,2.1671808
19150,2.3583896
19151,2.4453702
19152,2.7333037
19153,2.5216421
19154,2.3126713
19155,2.1043434
19156,1.8966264
19157,1.6890789
19158,1.4819131
19159,1.2735832
19160,1.0652655
19161,0.85845489
19162,0.65156003
19163,0.44463998
19164,0.23663156
19165,0.028669654
19166,-0.096388005
19167,-0.031448126
19168,0.0032339376
19169,-0.1920657
19170,-0.37684174
19171,-0.54974632
19172,-0.71489202
19173,-0.87382537
19174,-1.0160504
19175,-1.1483178
19176,-1.2655484
19177,-1.3639249
19178,-1.4528509
19179,-1.5050603
19180,-1.5353907
19181,-1.5510012
19182,-1.5248239
19183,-1.4622117
19184,-1.4020063
19185,-1.3066334
19186,-1.1998135
19187,-1.0620813
19188,-0.91996759
19189,-0.77088516
19190,-0.61173029
19191,-0.44051274
19192,-0.25938429
19193,-0.072425358
19194,0.11465878
19195,0.29940323
19196,0.48797742
19197,0.58226033
19198,0.65183552
19199,0.69866441
19200,0.58299082
19201,0.58875352
19202,0.5767927
19203,0.45941044
19204,0.31292296
19205,0.17278794
19206,0.039733481
19207,-0.085427633
19208,-0.22005486
19209,-0.38559593
19210,-0.34520459
19211,-0.16644033
19212,0.038736828
19213,0.23904538
19214,0.43807461
19215,0.63732201
19216,0.76821871
19217,0.56417223
19218,0.35585458
19219,0.14765836
19220,-0.060396056
19221,-0.26400127
19222,-0.47142625
19223,-0.51316692
19224,-0.4799458
19225,-0.29348883
19226,-0.23113336
19227,-0.43656878
19228,-0.53297892
19229,-0.44011597
19230,-0.32855481
19231,-0.11487332
19232,0.10552669
19233,0.31571987
19234,0.52533185
19235,0.72617825
19236,0.68737068
19237,0.48725128
19238,0.30003978
19239,0.10250167
19240,-0.086907163
19241,-0.11993855
19242,0.0013266823
19243,0.1308471
19244,0.26778844
19245,0.37858004
19246,0.40593365
19247,0.35369495
19248,0.38591863
19249,0.39835292
19250,0.3291835
19251,0.21096186
19252,0.053357401
19253,-0.11837477
19254,-0.29365545
19255,-0.45836074
19256,-0.61826416
19257,-0.77398474
19258,-0.92268437
19259,-1.042234
19260,-1.1786857
19261,-1.2747111
19262,-1.3664248
19263,-1.438435
19264,-1.4737461
19265,-1.4968823
19266,-1.4910823
19267,-1.4450683
19268,-1.386735
19269,-1.3148943
19270,-1.2278562
19271,-1.1279392
19272,-1.0128067
19273,-0.87351287
19274,-0.73392269
19275,-0.57748775
19276,-0.41805283
19277,-0.2321409
19278,-0.044396781
19279,-0.03577552
19280,-0.087326796
19281,-0.039050926
19282,0.17305357
19283,0.38971507
19284,0.54554251
19285,0.75150744
19286,0.95492697
19287,1.1588702
19288,1.363272
19289,1.570294
19290,1.7752981
19291,1.9806307
19292,2.1844791
19293,2.3889076
19294,2.5912281
19295,2.7340563
19296,1.3019089
19297,1.1000922
19298,0.94156465
19299,1.0978887
19300,0.94800903
19301,0.7565301
19302,0.56540351
19303,0.55373585
19304,0.59023441
19305,0.6548811
19306,0.72943586
19307,0.81315704
19308,0.87236027
19309,0.76181153
19310,0.56157522
19311,0.35204239
19312,0.15738165
19313,-0.028453298
19314,-0.22148796
19315,-0.39467679
19316,-0.57044994
19317,-0.75890351
19318,-0.94403074
19319,-1.1284359
19320,-1.3100173
19321,-1.4826046
19322,-1.6586473
19323,-1.8191082
19324,-1.7832474
19325,-1.6378796
19326,-1.463708
19327,-1.2841327
19328,-1.1050185
19329,-0.93129437
19330,-0.73782229
19331,-0.55129341
19332,-0.36344174
19333,-0.21101727
19334,-0.12105518
19335,0.03803727
19336,-0.020931901
19337,0.0062062322
19338,0.10646063
19339,0.071315753
19340,-0.008294282
19341,-0.078552936
19342,-0.18869135
19343,-0.31052015
19344,-0.45905216
19345,-0.62365383
19346,-0.76907877
19347,-0.88154186
19348,-0.96784093
19349,-1.0294626
19350,-1.0574251
19351,-1.0439042
19352,-0.95059494
19353,-0.74706401
19354,-0.57065053
19355,-0.3978077
19356,-0.22209219
19357,-0.044078775
19358,0.14030104
19359,0.32554858
19360,0.50626563
19361,0.68356911
19362,0.81918337
19363,0.84704494
19364,1.0108437
19365,1.2015431
19366,1.3922995
19367,1.5797402
19368,1.7706824
19369,1.9607925
19370,2.1499744
19371,2.3396949
19372,2.5297181
19373,2.4573469
19374,2.2678551
19375,2.078726
19376,1.8908306
19377,1.7029663
19378,1.5165597
19379,1.3310654
19380,1.1445739
19381,0.95768504
19382,0.86061527
19383,0.82622781
19384,0.66111271
19385,0.48575639
19386,0.3094762
19387,0.12811413
19388,-0.045576753
19389,-0.22308442
19390,-0.38410289
19391,-0.55018852
19392,-0.7236438
19393,-0.84423032
19394,-0.87057524
19395,-0.83876959
19396,-0.81444612
19397,-0.76926601
19398,-0.6941151
19399,-0.57862329
19400,-0.48491353
19401,-0.31815684
19402,-0.31921717
19403,-0.26113582
19404,-0.20568175
19405,-0.18167837
19406,-0.31758703
19407,-0.25015184
19408,-0.26160371
19409,-0.40406438
19410,-0.49568954
19411,-0.68608887
19412,-0.87041369
19413,-1.0601819
19414,-1.2408851
19415,-1.4181916
19416,-1.5904325
19417,-1.6969695
19418,-1.6010346
19419,-1.4769437
19420,-1.3265109
19421,-1.1649062
19422,-0.99097931
19423,-0.80918077
19424,-0.62206175
19425,-0.43649235
19426,-0.25027787
19427,-0.041261825
19428,0.14464147
19429,0.31864242
19430,0.52357697
19431,0.65223738
19432,0.61535491
19433,0.55596611
19434,0.52379065
19435,0.59112246
19436,0.78365037
19437,0.97219141
19438,1.1556185
19439,1.3043404
19440,1.2459587
19441,1.0465213
19442,0.9857961
19443,1.0471275
19444,0.85480208
19445,0.66126871
19446,0.46784676
19447,0.50049563
19448,0.5447496
19449,0.60013031
19450,0.68184472
19451,0.75748164
19452,0.82720436
19453,0.73075334
19454,0.53488262
19455,0.32165906
19456,0.12868328
19457,-0.073276444
19458,-0.26759637
19459,-0.45141139
19460,-0.63934457
19461,-0.82819286
19462,-1.0150222
19463,-1.1990573
19464,-1.3790932
19465,-1.5531759
19466,-1.7253429
19467,-1.8771802
19468,-1.8471434
19469,-1.6769565
19470,-1.4985209
19471,-1.3114262
19472,-1.121743
19473,-0.93665937
19474,-0.74366361
19475,-0.54984619
19476,-0.35541434
19477,-0.21862815
19478,-0.14351282
19479,0.0179711
19480,-0.041962038
19481,-0.0088404758
19482,0.12550126
19483,0.089103811
19484,0.025174604
19485,-0.042195186
19486,-0.14198138
19487,-0.2591461
19488,-0.40690488
19489,-0.54157879
19490,-0.66513587
19491,-0.76804763
19492,-0.82817196
19493,-0.86680847
19494,-0.88678976
19495,-0.89493138
19496,-0.82206284
19497,-0.62726937
19498,-0.45024311
19499,-0.27035349
19500,-0.092567252
19501,0.087903993
19502,0.27401973
19503,0.45810615
19504,0.64373498
19505,0.82822123
19506,0.95471518
19507,0.97052981
19508,1.1634411
19509,1.3580128
19510,1.5516966
19511,1.7457138
